01/08/2015,60,Red,2390,2410,2400,
03/08/2015,50,Red,2440,2460,2450,
04/08/2015,40,Red,2455,2485,2465,
05/08/2015,50,Red,2570,2590,2580,
06/08/2015,40, ,NR,NR,NR,
07/08/2015,30,Red,2770,2790,2780,
11/08/2015,15,Red,2930,2950,2940,
12/08/2015,35,Red,3190,3210,3200,
13/08/2015,40,Red,3240,3260,3250,
18/08/2015,50,Red,3280,3300,3290,
19/08/2015,40,Red,3275,3295,3285,
20/08/2015,45,Red,3340,3360,3350,
21/08/2015,30,Red,3550,3600,3575,
24/08/2015,45,Red,4165,4185,4175,
25/08/2015,20,Red,4400,4500,4450,
27/08/2015,18,Red,4690,4710,4700,
28/08/2015,15,Red,5090,5110,5100,
29/08/2015,5,Red,5200,5220,5210,
31/08/2015,14,Red,5200,5300,5250,
