01/09/2017,42.5,Red,2125,2165,2150,
04/09/2017,40,Red,2140,2175,2160,
05/09/2017,50,Red,2090,2150,2125,
06/09/2017,45,Red,2120,2145,2135,
07/09/2017,40,Red,2060,2100,2080,
08/09/2017,50,Red,1950,2150,2000,
10/09/2017,40,Red,1990,2035,2025,
11/09/2017,35,Red,1950,2025,2000,
12/09/2017,45,Red,2000,2035,2020,
13/09/2017,50,Red,1990,2010,2000,
14/09/2017,40,Red,1980,2020,2000,
16/09/2017,50,Red,2000,2025,2010,
18/09/2017,80,Red,1615,1640,1625,
19/09/2017,85,Red,1680,1720,1700,
20/09/2017,40,Red,1700,1735,1715,
21/09/2017,60,Red,1620,1730,1680,
22/09/2017,55,Red,1650,1680,1670,
23/09/2017,60,Red,1640,1675,1660,
25/09/2017,60,Red,1675,1690,1680,
26/09/2017,50,Red,1650,1685,1670,
28/09/2017,45,Red,1750,1800,1780,
