01/01/2018,40,Red,3000,3140,3100,
02/01/2018,50,Red,3000,3110,3050,
03/01/2018,60,Red,2950,3060,3000,
04/01/2018,80,Red,2900,3000,2960,
05/01/2018,40,Red,3100,3210,3150,
06/01/2018,20,Red,3150,3260,3200,
08/01/2018,40,Red,3100,3200,3150,
09/01/2018,20,Red,3180,3300,3250,
10/01/2018,20,Red,3250,3340,3300,
11/01/2018,35,Red,3250,3360,3300,
12/01/2018,40,Red,3160,3260,3200,
13/01/2018,50,Red,3125,3250,3180,
16/01/2018,40,Red,3100,3200,3150,
17/01/2018,25,Red,3125,3250,3180,
18/01/2018,30,Red,3120,3210,3160,
19/01/2018,40,Red,3040,3155,3100,
20/01/2018,20,Red,3180,3290,3220,
22/01/2018,20,Red,3200,3290,3250,
23/01/2018,30,Red,3180,3280,3225,
24/01/2018,20,Red,3110,3240,3180,
25/01/2018,25,Red,3160,3250,3200,
26/01/2018,20,Red,3185,3280,3225,
27/01/2018,25,Red,3210,3280,3240,
29/01/2018,35,Red,3150,3210,3180,
30/01/2018,30,Red,3160,3240,3200,
