Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/08/2014,13,Red,1900,1980,1950,
,02/08/2014,11,Red,1900,1960,1930,
,04/08/2014,18,Red,1850,1950,1900,
,05/08/2014,14,Red,1900,1975,1935,
,06/08/2014,11.5,Red,1900,1980,1955,
,07/08/2014,17,Red,1850,1950,1910,
,08/08/2014,14.5,Red,1900,2000,1950,
,11/08/2014,18, ,NR,NR,NR,
,16/08/2014,8,Red,1825,1925,1875,
,18/08/2014,16,Red,1750,1850,1800,
,19/08/2014,12,Red,1800,1900,1840,
,20/08/2014,9,Red,1840,1925,1880,
,21/08/2014,12,Red,1800,1900,1850,
,22/08/2014,9.5,Red,1825,1920,1870,
,23/08/2014,7,Red,1850,1950,1900,
,25/08/2014,12.5,Red,1800,1900,1860,
,26/08/2014,9,Red,1850,1930,1880,
,27/08/2014,6,Red,1850,1950,1900,
,28/08/2014,8,Red,1800,1900,1850,
,30/08/2014,8,Red,1800,1900,1850,
Achnera,29/08/2014,30, ,NR,NR,NR,
Agra,02/08/2014,140,Red,2000,2100,2070,
,03/08/2014,116,Red,1900,1970,1940,
,04/08/2014,150,Red,1900,2000,1950,
,06/08/2014,155,Red,1950,2040,2000,
,07/08/2014,180,Red,1950,2000,1975,
,08/08/2014,200,Red,1950,2000,1970,
,09/08/2014,1550,Red,1650,1680,1665,
,10/08/2014,200,Red,1940,1980,1960,
,11/08/2014,210,Red,1940,1990,1965,
,12/08/2014,214,Red,1920,1980,1950,
,13/08/2014,120,Red,1860,1940,1930,
,14/08/2014,240,Red,1750,1890,1800,
,15/08/2014,242,Red,1700,1820,1780,
,16/08/2014,245,Red,1700,1800,1760,
,18/08/2014,243,Red,1700,1800,1750,
,19/08/2014,248,Red,1700,1800,1740,
,20/08/2014,240,Red,1700,1800,1750,
,21/08/2014,260,Red,1650,1740,1720,
,22/08/2014,205,Red,1740,1860,1800,
,23/08/2014,210,Red,1600,1730,1690,
,24/08/2014,225,Red,1600,1700,1640,
,25/08/2014,220,Red,1620,1740,1650,
,26/08/2014,230,Red,1560,1850,1620,
,27/08/2014,235,Red,1550,1750,1600,
,28/08/2014,240,Red,1550,1750,1590,
,29/08/2014,250,Red,1550,1640,1600,
,30/08/2014,220,Red,1530,1630,1580,
,31/08/2014,210,Red,1560,1620,1590,
Ahirora,23/08/2014,4,Other,1925,2000,1960,
Ajuha,04/08/2014,74.5,Red,NR,NR,1800,
,07/08/2014,59,Other,NR,NR,1835,
,11/08/2014,63.5,Red,NR,NR,1850,
,14/08/2014,58,Red,NR,NR,1860,
,18/08/2014,62,Red,NR,NR,1860,
,21/08/2014,71,Red,NR,NR,1855,
,25/08/2014,73.5,Other,NR,NR,1850,
,28/08/2014,77,Other,NR,NR,1835,
Akbarpur,02/08/2014,12,Other,2000,2050,2030,
,03/08/2014,19,Other,1980,2050,1990,
,04/08/2014,19,Other,2000,2050,2010,
,06/08/2014,14,Other,2030,2100,2050,
,07/08/2014,12,Other,2030,2100,2050,
,10/08/2014,12,Other,2000,2150,2100,
,11/08/2014,14,Other,2050,2100,2075,
,14/08/2014,25,Other,1980,2050,2000,
,16/08/2014,14,Other,2030,2100,2050,
,18/08/2014,14,Other,2000,2100,2050,
,20/08/2014,15,Other,1950,2050,2000,
,21/08/2014,12,Other,1950,2050,2000,
,23/08/2014,14,Other,1980,2050,2000,
,24/08/2014,15,Other,1900,2000,1950,
,26/08/2014,25,Other,1750,1850,1800,
,27/08/2014,12,Other,1700,1900,1850,
,28/08/2014,14,Other,1800,1900,1850,
,29/08/2014,12,Other,1800,1900,1850,
Aliganj,27/08/2014,1.2,Red,1380,1420,1400,
Aligarh,01/08/2014,40,Red,1950,2120,2040,
,02/08/2014,45,Red,2000,2100,2050,
,04/08/2014,50,Red,2000,2100,2050,
,05/08/2014,45,Red,2000,2100,2040,
,06/08/2014,50,Red,1900,2100,2030,
,07/08/2014,40,Red,1900,2100,2020,
,08/08/2014,50,Red,1940,2100,2030,
,09/08/2014,45,Red,1950,2100,2025,
,11/08/2014,40,Red,1950,2100,2030,
,12/08/2014,45,Red,1950,2100,2020,
,13/08/2014,50,Red,1950,2020,2000,
,14/08/2014,40,Red,1950,2050,2000,
,15/08/2014,50, ,NR,NR,NR,
,16/08/2014,60,Dry F.A.Q.,1760,1850,1800,
,18/08/2014,55, ,NR,NR,NR,
,19/08/2014,50, ,NR,NR,NR,
,20/08/2014,60,Dry F.A.Q.,1800,1900,1860,
,21/08/2014,55,Dry F.A.Q.,1850,1900,1880,
,22/08/2014,60,Dry F.A.Q.,1800,1900,1860,
,23/08/2014,50,Dry F.A.Q.,1850,1900,1880,
,25/08/2014,55, ,NR,NR,NR,
,26/08/2014,50,Dry F.A.Q.,1800,1900,1860,
,27/08/2014,55,Dry F.A.Q.,1800,1900,1840,
,28/08/2014,60, ,NR,NR,NR,
,29/08/2014,50, ,NR,NR,NR,
,30/08/2014,55, ,NR,NR,NR,
Allahabad,01/08/2014,72.5,Red,NR,NR,1975,
,02/08/2014,80,Red,NR,NR,1975,
,04/08/2014,85,Red,NR,NR,1975,
,05/08/2014,65,Red,NR,NR,1900,
,06/08/2014,75,Red,NR,NR,1980,
,07/08/2014,75.5,Red,NR,NR,1980,
,08/08/2014,75,Red,NR,NR,1980,
,09/08/2014,85,Red,NR,NR,1970,
,11/08/2014,65,Red,NR,NR,1970,
,12/08/2014,76,Red,NR,NR,2000,
,13/08/2014,78,Red,NR,NR,2000,
,14/08/2014,80,Red,NR,NR,2000,
,16/08/2014,67.5,Red,NR,NR,2020,
,18/08/2014,50,Red,NR,NR,2000,
,19/08/2014,65,Red,NR,NR,2000,
,20/08/2014,46.5,Red,NR,NR,2000,
,21/08/2014,70,Red,NR,NR,1975,
,22/08/2014,76,Red,NR,NR,1975,
,23/08/2014,82.5,Red,NR,NR,1950,
,25/08/2014,100,Red,NR,NR,1900,
,26/08/2014,95,Red,NR,NR,1900,
,27/08/2014,120,Red,NR,NR,1850,
,28/08/2014,190,Red,NR,NR,1800,
,29/08/2014,150,Red,NR,NR,1800,
,30/08/2014,140,Red,NR,NR,1800,
Amroha,29/08/2014,11,Local,NR,NR,1500,
Anandnagar,01/08/2014,14,Other,2000,2100,2050,
,02/08/2014,10,Other,2025,2075,2050,
,04/08/2014,12,Other,2000,2100,2050,
,05/08/2014,11,Other,2000,2100,2050,
,06/08/2014,10,Other,2000,2100,2060,
,07/08/2014,22,Other,2000,2100,2050,
,12/08/2014,11,Red,1950,2100,2000,
,14/08/2014,21,Red,1950,2050,2000,
,16/08/2014,10,Other,1950,2100,1990,
,18/08/2014,11,Red,1950,2100,1990,
,19/08/2014,14,Red,1950,2050,1990,
,20/08/2014,15,Red,1950,2100,1990,
,21/08/2014,26,Red,1900,2050,1950,
,22/08/2014,11,Red,1900,1975,1925,
,23/08/2014,12,Red,1875,1950,1900,
,25/08/2014,13,Red,1850,2000,1890,
,26/08/2014,14,Red,1850,2000,1890,
,27/08/2014,6,Red,1850,1950,1885,
,28/08/2014,22,Red,1850,1950,1885,
,29/08/2014,20,Red,1850,1950,1885,
,30/08/2014,12,Red,1850,1950,1885,
Anoop Shahar,16/08/2014,6,Red,1800,1900,1850,
,30/08/2014,7,Red,1800,1860,1830,
Anwala,29/08/2014,857.5,Red,NR,NR,1600,
Atrauli,30/08/2014,45,Red,1800,1900,1850,
Auraiya,29/08/2014,15.5,Red,NR,NR,1970,
Awagarh,29/08/2014,2,Medium,1440,1460,1450,
Azamgarh,01/08/2014,40,Other,2000,2060,2060,
,02/08/2014,100, ,NR,NR,NR,
,04/08/2014,50, ,NR,NR,NR,
,05/08/2014,70, ,NR,NR,NR,
,06/08/2014,50, ,NR,NR,NR,
,07/08/2014,80,Other,1900,1990,1950,
,08/08/2014,90,Other,2000,2050,2030,
,12/08/2014,80,Other,1900,1950,1950,
,13/08/2014,50,Other,1955,1965,1965,
,14/08/2014,50,Other,1900,1965,1950,
,16/08/2014,50,Other,1900,1910,1910,
,19/08/2014,50,Other,2000,2000,2000,
,20/08/2014,60,Other,1900,1985,1950,
,21/08/2014,80,Other,1900,1990,1990,
,22/08/2014,60,Other,1850,1900,1900,
,23/08/2014,70,Other,1800,1900,1850,
,25/08/2014,80,Other,1800,1830,1820,
,26/08/2014,80,Other,1830,1850,1840,
,27/08/2014,100,Other,1800,1830,1820,
,28/08/2014,110,Other,1830,1860,1850,
,29/08/2014,120,Other,1780,1800,1790,
,30/08/2014,120,Other,1750,1785,1760,
Baberu,01/08/2014,2,Other,NR,NR,2325,
,02/08/2014,2.5,Other,NR,NR,2300,
,03/08/2014,3,Other,NR,NR,2300,
,04/08/2014,2.5,Other,NR,NR,2300,
,05/08/2014,3,Other,NR,NR,2300,
,07/08/2014,2.5,Other,NR,NR,2250,
,08/08/2014,3.5,Other,NR,NR,2250,
,09/08/2014,3,Other,NR,NR,2250,
,10/08/2014,3.5,Other,NR,NR,2250,
,11/08/2014,2.5,Other,NR,NR,2200,
,12/08/2014,2,Other,NR,NR,2200,
,14/08/2014,2.5,Other,NR,NR,2200,
,16/08/2014,2,Other,NR,NR,2300,
,17/08/2014,2.5,Other,NR,NR,2300,
,18/08/2014,3,Other,NR,NR,2300,
,19/08/2014,5,Other,NR,NR,2150,
,21/08/2014,8,Other,NR,NR,2000,
,22/08/2014,5,Other,NR,NR,1950,
,23/08/2014,4,Other,NR,NR,1900,
,24/08/2014,5,Other,NR,NR,1900,
,25/08/2014,5,Other,NR,NR,1800,
,26/08/2014,4,Other,NR,NR,1750,
,28/08/2014,5,Other,NR,NR,1700,
,29/08/2014,3.5,Other,NR,NR,1700,
,30/08/2014,4,Other,NR,NR,1700,
Badayoun,23/08/2014,4.5,Red,NR,NR,1810,
Bahedi,30/08/2014,130,Red,NR,NR,1600,
Bahraich,01/08/2014,32,Red,2010,2040,2025,
,02/08/2014,34,Red,1990,2030,2010,
,04/08/2014,35,Red,2000,2030,2015,
,05/08/2014,40,Red,1980,2020,2000,
,06/08/2014,42,Red,1960,2000,1980,
,07/08/2014,40,Red,1970,2010,1990,
,08/08/2014,45,Red,1940,1980,1960,
,09/08/2014,50,Red,1900,1960,1940,
,11/08/2014,32,Red,1880,1920,1900,
,12/08/2014,30,Red,1900,1940,1920,
,13/08/2014,33,Red,1870,1915,1890,
,14/08/2014,30,Red,1870,1925,1900,
,16/08/2014,31,Red,1860,1910,1880,
,18/08/2014,32,Red,1860,1890,1875,
,19/08/2014,29,Red,1860,1900,1880,
,20/08/2014,27.5,Red,1865,1900,1885,
,21/08/2014,30,Red,1825,1875,1850,
,22/08/2014,31,Red,1800,1840,1820,
,23/08/2014,30,Red,1810,1840,1825,
,25/08/2014,35,Red,1775,1820,1800,
,26/08/2014,37,Red,1760,1800,1780,
,27/08/2014,37.5,Red,1745,1790,1770,
,28/08/2014,40,Red,1740,1780,1760,
,29/08/2014,43,Red,1735,1770,1750,
