Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/01/2013,20,Red,1175,1210,1200,
,02/01/2013,17.5,Red,1200,1250,1225,
,03/01/2013,20,Red,1180,1230,1210,
,04/01/2013,17.5,Red,1200,1250,1230,
,05/01/2013,15,Red,1230,1275,1250,
,07/01/2013,12,Red,1250,1300,1275,
,08/01/2013,17.5,Red,1225,1275,1250,
,09/01/2013,15,Red,1250,1300,1275,
,10/01/2013,20,Red,1210,1260,1235,
,11/01/2013,17,Red,1230,1275,1250,
,12/01/2013,22.5,Red,580,630,610,
,14/01/2013,18,Red,1230,1275,1250,
,15/01/2013,20,Red,1200,1245,1225,
,16/01/2013,22.5,Red,1180,1225,1200,
,17/01/2013,20,Red,1210,1250,1230,
,18/01/2013,17,Red,1225,1275,1250,
,19/01/2013,20,Red,1200,1250,1225,
,21/01/2013,17,Red,1225,1265,1245,
,22/01/2013,20,Red,1200,1250,1220,
,23/01/2013,25,Red,1180,1225,1200,
,24/01/2013,20,Red,1200,1250,1230,
,25/01/2013,17,Red,1225,1275,1250,
,28/01/2013,22,Red,1200,1250,1225,
,29/01/2013,20,Red,1220,1260,1240,
,30/01/2013,17,Red,1230,1275,1255,
,31/01/2013,21,Red,1200,1240,1220,
Achnera,31/01/2013,8.5,Other,1340,1360,1350,
Agra,02/01/2013,250,Red,NR,NR,1270,
,03/01/2013,238,Red,NR,NR,1275,
,04/01/2013,280,Red,NR,NR,1250,
,05/01/2013,260,Red,NR,NR,1260,
,06/01/2013,290,Red,NR,NR,1240,
,07/01/2013,275,Red,NR,NR,1255,
,08/01/2013,296,Red,NR,NR,1250,
,09/01/2013,285,Red,NR,NR,1260,
,10/01/2013,260,Red,NR,NR,1265,
,11/01/2013,280,Red,NR,NR,1255,
,12/01/2013,290,Red,NR,NR,1250,
,13/01/2013,300,Red,NR,NR,1225,
,14/01/2013,110,Red,NR,NR,1290,
,15/01/2013,315,Red,NR,NR,1220,
,16/01/2013,305,Red,NR,NR,1275,
,17/01/2013,32,Red,NR,NR,1260,
,18/01/2013,310,Red,NR,NR,1265,
,19/01/2013,320,Red,NR,NR,1250,
,20/01/2013,310,Red,NR,NR,1270,
,21/01/2013,305,Red,NR,NR,1300,
,22/01/2013,315,Red,NR,NR,1280,
,23/01/2013,280,Red,NR,NR,1290,
,24/01/2013,305,Red,NR,NR,1285,
,25/01/2013,280,Small No. II,NR,NR,1400,
,26/01/2013,300, ,NR,NR,NR,
,27/01/2013,255,Red,NR,NR,1410,
,28/01/2013,290,Red,NR,NR,1300,
,29/01/2013,260,Red,NR,NR,1400,
,30/01/2013,245,Red,NR,NR,1415,
,31/01/2013,230,Red,NR,NR,1500,
Ajuha,03/01/2013,21.5,Other,NR,NR,925,
,07/01/2013,23.5,Other,NR,NR,900,
,10/01/2013,19,Other,NR,NR,950,
,14/01/2013,16,Other,NR,NR,950,
,17/01/2013,23.5,Other,NR,NR,925,
,21/01/2013,20,Other,NR,NR,950,
,24/01/2013,16.5,Other,NR,NR,1020,
,28/01/2013,14,Other,NR,NR,1125,
,31/01/2013,15.5,Other,NR,NR,1250,
Akbarpur,02/01/2013,12,Other,1240,1320,1300,
,03/01/2013,12,Other,1300,1400,1350,
,05/01/2013,12,Other,1325,1400,1350,
,07/01/2013,12,Other,1350,1400,1375,
,13/01/2013,24,Other,1000,1060,1050,
,15/01/2013,12,Other,1040,1060,1050,
,16/01/2013,24,Other,1040,1060,1050,
,18/01/2013,12,Other,1325,1450,1350,
,19/01/2013,11,Other,1380,1500,1400,
,20/01/2013,12,Other,1400,1475,1425,
,22/01/2013,12,Other,1400,1500,1425,
,23/01/2013,24,Other,1400,1450,1425,
,24/01/2013,12,Other,1410,1450,1425,
,25/01/2013,12,Other,1425,1500,1450,
,28/01/2013,12,Other,1550,1650,1600,
,30/01/2013,12,Other,1600,1700,1625,
Aligarh,01/01/2013,70,Other,1150,1250,1200,
,02/01/2013,65,Other,1150,1250,1200,
,03/01/2013,60,Other,1150,1250,1200,
,04/01/2013,55,Other,1150,1250,1200,
,05/01/2013,50,Other,1200,1250,1220,
,07/01/2013,50,Other,1200,1300,1250,
,08/01/2013,50,Other,1200,1300,1260,
,09/01/2013,50,Other,1200,1300,1265,
,10/01/2013,55,Other,1200,1300,1260,
