Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achnera,01/09/2010,2,Other,600,750,715,
,02/09/2010,1.9,Other,600,750,715,
,04/09/2010,1.8,Other,600,750,710,
,05/09/2010,1.9,Other,600,750,700,
,06/09/2010,1.8,Other,600,730,710,
,07/09/2010,1.7,Other,600,750,700,
,08/09/2010,1.6,Other,600,750,690,
,09/09/2010,1.6,Other,600,750,710,
,11/09/2010,1.5,Other,600,750,690,
,12/09/2010,1.6,Other,600,750,695,
,13/09/2010,4.6,Other,600,750,710,
,14/09/2010,1.7,Other,600,750,700,
,15/09/2010,1.7,Other,600,750,710,
,16/09/2010,1.7,Other,600,750,690,
,18/09/2010,1.7,Other,600,750,690,
,19/09/2010,1.7,Other,600,750,750,
,20/09/2010,1.6,Other,600,750,700,
,21/09/2010,1.5,Other,600,750,715,
,22/09/2010,1.6,Other,600,750,715,
,23/09/2010,1.6,Other,600,750,710,
,25/09/2010,1.7,Other,650,800,750,
,26/09/2010,1.8,Other,700,800,800,
,27/09/2010,1.7,Other,700,800,790,
,28/09/2010,1.9,Other,700,950,900,
,29/09/2010,1.8,Other,700,950,940,
,30/09/2010,1.7,Other,750,950,945,
Agra,02/09/2010,250,Other,825,1000,970,
,03/09/2010,245,Other,950,1000,980,
,04/09/2010,235,Other,950,1000,1000,
,06/09/2010,255,Other,1000,1200,1020,
,07/09/2010,250,Other,1000,1200,1060,
,08/09/2010,240,Other,1050,1200,1075,
,09/09/2010,235,Other,1050,1200,1100,
,10/09/2010,230,Other,1125,1300,1150,
,11/09/2010,225,Other,1150,1300,1200,
,13/09/2010,232,Other,1100,1300,1180,
,14/09/2010,230,Other,1150,1300,1190,
,15/09/2010,230,Other,1150,1250,1190,
,16/09/2010,230,Other,1150,1250,1190,
,17/09/2010,250,Other,1100,1200,1145,
,18/09/2010,225,Other,1150,1250,1180,
,20/09/2010,230,Other,1150,1250,1220,
,21/09/2010,220,Other,1200,1300,1250,
,22/09/2010,2156,Other,1200,1300,1300,
,23/09/2010,215,Other,1200,1300,1300,
,24/09/2010,212,Other,1250,1325,1310,
,25/09/2010,218,Other,1200,1300,1300,
,27/09/2010,210,Other,1250,1325,1320,
,28/09/2010,212,Other,1250,1325,1310,
,29/09/2010,206,Other,1250,1350,1320,
,30/09/2010,200,Other,1250,1350,1325,
Ahirora,02/09/2010,5,Red,935,975,955,
,03/09/2010,5.5,Red,930,970,950,
,04/09/2010,5,Red,960,1000,980,
,05/09/2010,6.5,Red,975,1015,995,
,06/09/2010,8,Red,980,1020,1000,
,07/09/2010,8.5,Red,970,1010,990,
,09/09/2010,7,Red,955,995,975,
,10/09/2010,7.5,Red,950,990,970,
,11/09/2010,8.5,Red,965,1005,985,
,12/09/2010,10,Red,975,1015,995,
,13/09/2010,8,Red,980,1020,1000,
,14/09/2010,10.5,Red,995,1035,1015,
,16/09/2010,7,Red,1020,1060,1040,
,17/09/2010,5.5,Red,1035,1075,1055,
,18/09/2010,5,Red,1050,1090,1070,
,19/09/2010,6.5,Red,1065,1105,1085,
,20/09/2010,8,Red,1080,1120,1100,
,21/09/2010,5.5,Red,1095,1135,1115,
,23/09/2010,10,Red,1110,1150,1130,
,24/09/2010,8.5,Red,1125,1165,1145,
,25/09/2010,8.5,Red,1180,1220,1200,
,26/09/2010,10,Red,1140,1180,1160,
,27/09/2010,7,Red,1380,1420,1400,
,28/09/2010,5,Red,1395,1435,1415,
,30/09/2010,5.5,Red,1410,1450,1430,
Ajuha,06/09/2010,7.5,Red,NR,NR,830,
,09/09/2010,7,Red,NR,NR,840,
,13/09/2010,6.5,Red,NR,NR,850,
,16/09/2010,8,Red,NR,NR,850,
,20/09/2010,7,Red,NR,NR,875,
,23/09/2010,7.5,Red,NR,NR,1050,
,27/09/2010,7,Red,NR,NR,1100,
,30/09/2010,6,Red,NR,NR,1150,
Aligarh,01/09/2010,34,Other,920,1020,970,
,02/09/2010,32,Other,960,1050,1000,
,03/09/2010,30,Other,970,1080,1010,
,04/09/2010,29,Other,970,1080,1010,
,06/09/2010,26,Other,970,1070,1010,
,07/09/2010,31,Other,970,1070,1010,
,08/09/2010,33,Other,960,1070,1015,
,09/09/2010,32,Other,960,1075,1020,
,10/09/2010,36,Other,960,1075,1020,
,11/09/2010,34,Other,960,1080,1030,
,13/09/2010,32,Other,975,1090,1030,
,14/09/2010,30,Other,980,1100,1040,
,16/09/2010,32,Other,1000,1100,1050,
,17/09/2010,34,Other,1000,1100,1030,
,18/09/2010,38,Other,960,1060,1000,
,20/09/2010,41,Other,940,1050,990,
,21/09/2010,43,Other,990,1090,1040,
,22/09/2010,40,Other,1040,1130,1080,
,23/09/2010,26,Other,1180,1280,1210,
,24/09/2010,25,Other,1240,1350,1280,
,25/09/2010,22,Other,1270,1410,1340,
,27/09/2010,26,Other,1280,1450,1360,
,28/09/2010,24,Other,1300,1490,1380,
,29/09/2010,28,Other,1300,1500,1380,
Allahabad,04/09/2010,110, ,NR,NR,NR,
,06/09/2010,120,Red,NR,NR,1360,
,07/09/2010,100,Red,NR,NR,1360,
,08/09/2010,110, ,NR,NR,NR,
,09/09/2010,90, ,NR,NR,NR,
,10/09/2010,100, ,NR,NR,NR,
,11/09/2010,120,Red,NR,NR,1400,
,12/09/2010,12.5,Red,NR,NR,1400,
,13/09/2010,85, ,NR,NR,NR,
,14/09/2010,75, ,NR,NR,NR,
,15/09/2010,70, ,NR,NR,NR,
,16/09/2010,80, ,NR,NR,NR,
,18/09/2010,60, ,NR,NR,NR,
,20/09/2010,70, ,NR,NR,NR,
,21/09/2010,60, ,NR,NR,NR,
,22/09/2010,200, ,NR,NR,NR,
,23/09/2010,50, ,NR,NR,NR,
,24/09/2010,45, ,NR,NR,NR,
,25/09/2010,120, ,NR,NR,NR,
Amroha,02/09/2010,2,Red,NR,NR,780,
,03/09/2010,2,Red,NR,NR,810,
,04/09/2010,2,Red,NR,NR,875,
,05/09/2010,2,Other,NR,NR,910,
,06/09/2010,3,Other,NR,NR,920,
,07/09/2010,3,Other,NR,NR,925,
,08/09/2010,4,Red,NR,NR,950,
,09/09/2010,3,Red,NR,NR,960,
,10/09/2010,2,Red,NR,NR,960,
,12/09/2010,2,Other,NR,NR,960,
,13/09/2010,3,Other,NR,NR,970,
,14/09/2010,2,Other,NR,NR,970,
,15/09/2010,3,Red,NR,NR,975,
,16/09/2010,2,Other,NR,NR,990,
,17/09/2010,2,Other,NR,NR,950,
,18/09/2010,2,Other,NR,NR,950,
,19/09/2010,1,Other,NR,NR,970,
,20/09/2010,1,Red,NR,NR,980,
,21/09/2010,2,Other,NR,NR,990,
,22/09/2010,1,Red,NR,NR,1050,
,23/09/2010,1,Other,NR,NR,1080,
,24/09/2010,2,Other,NR,NR,1100,
,25/09/2010,1,Other,NR,NR,1120,
,26/09/2010,1,Red,NR,NR,1120,
,27/09/2010,2,Red,NR,NR,1110,
,28/09/2010,1,Other,NR,NR,1110,
,29/09/2010,2,Other,NR,NR,1120,
,30/09/2010,1,Other,NR,NR,1115,
Anandnagar,01/09/2010,2.8,Other,NR,NR,970,
,04/09/2010,2.6,Other,NR,NR,950,
,07/09/2010,1.8,Other,NR,NR,980,
,08/09/2010,2.9,Other,NR,NR,970,
,10/09/2010,2.5,Other,NR,NR,1060,
,13/09/2010,3.5,Other,NR,NR,1050,
,14/09/2010,2.7,Other,NR,NR,1050,
,15/09/2010,2,Other,NR,NR,1200,
,18/09/2010,2.4,Other,NR,NR,1210,
,20/09/2010,2.5,Other,NR,NR,1230,
,22/09/2010,2.5,Other,NR,NR,1250,
,23/09/2010,2,Other,NR,NR,1300,
,25/09/2010,3.5,Other,NR,NR,1350,
,27/09/2010,2.7,Other,NR,NR,1350,
,29/09/2010,2.7,Other,NR,NR,1320,
,30/09/2010,4.2,Other,NR,NR,1350,
Anoop Shahar,01/09/2010,0.5,Other,825,870,850,
,03/09/2010,0.2,Other,800,850,825,
,04/09/2010,0.8,Other,825,875,850,
,05/09/2010,0.2,Other,830,890,865,
,06/09/2010,0.3,Other,830,890,865,
,07/09/2010,0.3,Other,890,910,900,
,08/09/2010,0.2,Other,900,950,925,
,10/09/2010,0.2,Other,850,900,875,
,12/09/2010,0.2,Other,825,900,875,
,14/09/2010,0.2,Other,900,950,925,
,15/09/2010,0.3,Other,875,925,900,
,16/09/2010,0.2,Other,900,950,925,
,17/09/2010,0.3,Other,925,975,950,
,18/09/2010,0.2,Other,875,925,900,
,19/09/2010,0.3,Other,900,950,925,
,20/09/2010,0.2,Other,900,950,925,
,21/09/2010,0.2,Other,925,975,950,
,23/09/2010,0.2,Other,900,1000,950,
,24/09/2010,0.4,Other,990,1015,1005,
,25/09/2010,0.3,Other,1000,1020,1010,
,26/09/2010,0.6,Other,1000,1010,1005,
,27/09/2010,0.8,Other,1000,1020,1010,
,28/09/2010,1,Other,1000,1020,1015,
,29/09/2010,0.8, ,NR,NR,NR,
