Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/10/2014,3, ,NR,NR,NR,
,03/10/2014,2.5,Red,1900,2000,1950,
,04/10/2014,4, ,NR,NR,NR,
,06/10/2014,11, ,NR,NR,NR,
,07/10/2014,8, ,NR,NR,NR,
,08/10/2014,6, ,NR,NR,NR,
,09/10/2014,11,Red,1900,1975,1925,
,10/10/2014,8,Red,1900,2000,1950,
,11/10/2014,6,Red,1950,2000,1980,
,13/10/2014,11,Red,1800,1900,1850,
,14/10/2014,7,Red,1840,1925,1880,
,15/10/2014,6,Red,1850,1950,1900,
,16/10/2014,8,Red,1700,1900,1800,
,17/10/2014,7,Red,1750,1900,1850,
,18/10/2014,5,Red,1800,1950,1875,
,20/10/2014,11,Red,1700,1850,1750,
,21/10/2014,12.5,Red,1600,1800,1700,
,22/10/2014,8, ,NR,NR,NR,
,23/10/2014,13, ,NR,NR,NR,
,25/10/2014,16.5, ,NR,NR,NR,
,27/10/2014,15,Red,NR,NR,1650,
,29/10/2014,8,Red,NR,NR,1750,
,30/10/2014,13,Red,NR,NR,1720,
Achnera,29/10/2014,24,Red,1650,1690,1670,
Agra,03/10/2014,280,Red,1700,1780,1735,
,04/10/2014,275,Red,1700,1810,1750,
,07/10/2014,260,Red,1800,1900,1840,
,09/10/2014,270,Red,1720,1825,1780,
,10/10/2014,276,Red,1700,1800,1750,
,11/10/2014,270,Red,1700,1800,1760,
,13/10/2014,260,Red,1720,1800,1765,
,14/10/2014,248,Red,1700,1820,1780,
,15/10/2014,241,Red,1740,1850,1800,
,16/10/2014,236,Red,1800,1900,1850,
,17/10/2014,230,Red,1800,1920,1880,
,18/10/2014,240,Red,1820,1930,1890,
,20/10/2014,230,Red,1800,1940,1885,
,21/10/2014,240,Red,1800,1900,1880,
,22/10/2014,225,Red,NR,NR,1900,
,24/10/2014,230,Red,NR,NR,1910,
,27/10/2014,227,Red,1850,2000,1915,
,29/10/2014,225,Red,1800,1960,1900,
,30/10/2014,300,Red,1450,1750,1530,
,31/10/2014,400,Red,1400,1580,1500,
Ahirora,28/10/2014,3.5,Other,NR,NR,1820,
Ajuha,06/10/2014,58,Other,NR,NR,1565,
,09/10/2014,72,Other,NR,NR,1550,
,13/10/2014,66,Other,NR,NR,1550,
,16/10/2014,81, ,NR,NR,NR,
,20/10/2014,92,Local,NR,NR,1500,
,23/10/2014,81,Red,NR,NR,1500,
,27/10/2014,82.5,Local,NR,NR,1500,
,30/10/2014,63.5,Local,NR,NR,1500,
Akbarpur,01/10/2014,22,Other,1650,1750,1700,
,02/10/2014,35,Other,1670,1700,1675,
,03/10/2014,35,Other,1600,1650,1630,
,05/10/2014,57,Other,1580,1620,1600,
,08/10/2014,34,Other,1550,1600,1580,
,10/10/2014,24,Other,1500,1750,1700,
,12/10/2014,22,Other,1550,1650,1580,
,13/10/2014,22,Other,1600,1700,1625,
,15/10/2014,24,Other,1650,1750,1700,
,17/10/2014,24,Other,1700,1750,1725,
,19/10/2014,24,Other,1700,1800,1750,
,20/10/2014,21,Other,1780,1850,1800,
,22/10/2014,24,Other,1830,1900,1850,
,25/10/2014,24,Other,1830,1900,1870,
,26/10/2014,25,Other,1830,1900,1850,
,27/10/2014,24,Other,1830,1900,1850,
Aliganj,27/10/2014,20,Red,1660,1700,1680,
Aligarh,01/10/2014,40,Dry F.A.Q.,1820,1900,1880,
,02/10/2014,50,Dry F.A.Q.,1850,1900,1870,
,03/10/2014,55,Dry F.A.Q.,1800,1880,1850,
,04/10/2014,60,Dry F.A.Q.,1800,1900,1840,
,07/10/2014,50,Dry F.A.Q.,1800,1900,1850,
,08/10/2014,45,Dry F.A.Q.,1800,1900,1860,
,09/10/2014,40,Dry F.A.Q.,1850,1900,1870,
,10/10/2014,50,Dry F.A.Q.,1830,1870,1850,
,11/10/2014,50,Dry F.A.Q.,1825,1900,1880,
,13/10/2014,55,Dry F.A.Q.,1850,1930,1900,
,14/10/2014,55,Dry F.A.Q.,1850,1920,1880,
,15/10/2014,50,Dry F.A.Q.,1850,1900,1885,
,16/10/2014,60,Dry F.A.Q.,1850,1950,1900,
,17/10/2014,70,Dry F.A.Q.,1850,1900,1880,
,18/10/2014,70,Dry F.A.Q.,1800,1900,1870,
,20/10/2014,65,Dry F.A.Q.,1800,1900,1860,
,21/10/2014,60,Dry F.A.Q.,1800,1900,1850,
,22/10/2014,60,Dry F.A.Q.,1800,1900,1860,
,23/10/2014,65,Dry F.A.Q.,1800,1900,1850,
,24/10/2014,65,Dry F.A.Q.,1800,1880,1830,
,27/10/2014,70,Dry F.A.Q.,1750,1850,1800,
,28/10/2014,60,Dry F.A.Q.,1750,1850,1805,
,29/10/2014,50,Dry F.A.Q.,1750,1830,1800,
,30/10/2014,55,Dry F.A.Q.,1750,1850,1810,
Allahabad,01/10/2014,115,Red,NR,NR,1600,
,04/10/2014,130,Red,NR,NR,1650,
,07/10/2014,105,Red,NR,NR,1650,
,08/10/2014,120,Red,NR,NR,1660,
,09/10/2014,97.5,Red,NR,NR,1650,
,10/10/2014,100,Red,NR,NR,1660,
,11/10/2014,130,Red,NR,NR,1660,
,13/10/2014,120,Red,NR,NR,1625,
,14/10/2014,10,Local,NR,NR,1625,
,15/10/2014,100,Local,NR,NR,1560,
,16/10/2014,120, ,NR,NR,NR,
,17/10/2014,115,Local,NR,NR,1560,
,18/10/2014,100,Local,NR,NR,1550,
,20/10/2014,90,Local,NR,NR,1550,
,21/10/2014,110,Local,NR,NR,1550,
,22/10/2014,97.5,Local,NR,NR,1525,
,23/10/2014,95,Local,NR,NR,1525,
,25/10/2014,110,Local,NR,NR,1525,
,27/10/2014,100,Local,NR,NR,1500,
,28/10/2014,120,Local,NR,NR,1500,
,29/10/2014,110,Local,NR,NR,1500,
,30/10/2014,100,Local,NR,NR,1525,
,31/10/2014,80,Local,NR,NR,1525,
Amroha,31/10/2014,8,Dry F.A.Q.,1300,1450,1350,
Anandnagar,04/10/2014,12,Red,1650,1800,1725,
,07/10/2014,16,Red,1650,1800,1700,
,08/10/2014,30,Red,1650,1800,1700,
,09/10/2014,13,Red,1650,1850,1700,
,10/10/2014,13,Red,1650,1850,1725,
,19/10/2014,12,Red,1750,2100,1900,
,20/10/2014,12,Red,1700,1850,1750,
,21/10/2014,13,Red,1750,1900,1790,
,23/10/2014,26,Red,1800,2000,1890,
,24/10/2014,12,Red,1850,2100,1890,
,25/10/2014,13,Red,1850,2000,1890,
,26/10/2014,15,Red,1800,1950,1870,
,28/10/2014,15,Red,1700,1900,1800,
,29/10/2014,12,Red,1800,1900,1830,
,30/10/2014,30,Red,1700,1900,1800,
,31/10/2014,20,Red,1775,1950,1850,
Anoop Shahar,15/10/2014,4.5,Red,1700,1750,1720,
,29/10/2014,4.5,Red,1500,1600,1550,
Anwala,30/10/2014,1638,Onion,NR,NR,1500,
Atrauli,31/10/2014,40,Red,1800,1850,1820,
Auraiya,01/10/2014,8,Red,1650,1750,1700,
,02/10/2014,9.5,Red,1650,1740,1700,
,03/10/2014,8,Red,1695,1725,1700,
,04/10/2014,6,Red,1650,1750,1700,
,07/10/2014,8,Red,1650,1750,1690,
,08/10/2014,4.5,Red,1650,1720,1680,
,09/10/2014,6,Red,1600,1700,1650,
,10/10/2014,5,Red,1600,1655,1640,
,13/10/2014,6.5,Red,1550,1650,1600,
,14/10/2014,4,Red,1550,1625,1585,
,15/10/2014,5,Red,1550,1650,1580,
,16/10/2014,6,Red,1650,1725,1690,
,17/10/2014,5,Red,1550,1610,1575,
,18/10/2014,4.5,Red,1550,1600,1570,
,20/10/2014,7,Red,1550,1615,1590,
,21/10/2014,5,Red,1600,1700,1650,
,25/10/2014,6,Red,1700,1750,1720,
,28/10/2014,8.5,Red,1750,1850,1800,
,29/10/2014,6,Red,1800,1900,1850,
,30/10/2014,5,Red,1800,1900,1865,
,31/10/2014,6,Red,1800,1950,1900,
Azamgarh,01/10/2014,120,Other,1800,1810,1810,
,03/10/2014,110,Other,1800,1850,1840,
,04/10/2014,110,Other,1830,1850,1840,
,06/10/2014,110,Other,1830,1850,1840,
,07/10/2014,100,Other,1800,1820,1810,
,08/10/2014,100,Other,1800,1820,1810,
,10/10/2014,110,Other,1840,1850,1840,
,11/10/2014,130,Other,2040,2050,2040,
,13/10/2014,100,Other,1680,1700,1690,
,14/10/2014,120,Other,1700,1720,1710,
,15/10/2014,100,Other,1700,1725,1710,
,16/10/2014,120,Other,1700,1730,1720,
,18/10/2014,120,Other,1725,1735,1730,
,20/10/2014,100,Other,1700,1725,1715,
,21/10/2014,100,Other,1680,1700,1690,
,22/10/2014,100,Other,1680,1700,1690,
,24/10/2014,100,Other,1680,1700,1690,
,25/10/2014,100,Other,1680,1700,1690,
,28/10/2014,100, ,NR,NR,NR,
,30/10/2014,120, ,NR,NR,NR,
,31/10/2014,90, ,NR,NR,NR,
Baberu,02/10/2014,4, ,NR,NR,NR,
,03/10/2014,3.5,Red,1500,1600,1550,
,04/10/2014,3,Red,1450,1550,1500,
,05/10/2014,4,Red,1450,1550,1500,
,06/10/2014,2,Red,1450,1550,1500,
,07/10/2014,3.5,Other,1475,1550,1500,
,09/10/2014,2.5,Other,1550,1650,1600,
,10/10/2014,1,Other,1600,1700,1650,
,11/10/2014,1.5,Other,1600,1700,1650,
,12/10/2014,2,Other,1600,1700,1650,
,13/10/2014,1.5,Other,1650,1700,1675,
,14/10/2014,1,Other,1600,1700,1650,
,16/10/2014,1.5,Other,1600,1700,1650,
,17/10/2014,2.5,Other,1600,1700,1650,
,18/10/2014,2,Other,1700,1800,1750,
,21/10/2014,3.5,Other,1750,1850,1800,
Badayoun,15/10/2014,16,Red,1420,1520,1465,
,17/10/2014,17,Red,1420,1520,1460,
,18/10/2014,16,Red,1430,1520,1480,
,20/10/2014,13,Red,1500,1600,1550,
,21/10/2014,15,Red,1500,1600,1540,
,29/10/2014,14,Red,1500,1600,1555,
Bahraich,01/10/2014,5, ,NR,NR,NR,
,04/10/2014,11, ,NR,NR,NR,
,07/10/2014,22, ,NR,NR,NR,
,08/10/2014,15, ,NR,NR,NR,
,09/10/2014,16, ,NR,NR,NR,
,10/10/2014,20,Red,1520,1580,1550,
,11/10/2014,17.5,Red,1550,1590,1570,
,13/10/2014,18,Red,1540,1580,1560,
,14/10/2014,7,Red,1530,1570,1550,
,15/10/2014,6,Red,1520,1570,1550,
,16/10/2014,20.2,Red,1520,1570,1550,
,17/10/2014,10,Red,1570,1630,1600,
,18/10/2014,3,Red,1580,1650,1600,
,20/10/2014,15,Red,1620,1675,1650,
,21/10/2014,10,Red,1640,1680,1660,
,22/10/2014,13, ,NR,NR,NR,
,23/10/2014,21,Red,1660,1700,1680,
,25/10/2014,20,Red,1630,1700,1670,
,27/10/2014,23,Red,1660,1700,1680,
,28/10/2014,10, ,NR,NR,NR,
,29/10/2014,18,Red,1660,1700,1680,
,31/10/2014,21,Red,1650,1700,1680,
Ballia,01/10/2014,40,Red,1725,1800,1750,
,02/10/2014,30,Red,1725,1800,1750,
,03/10/2014,40,Red,1750,1800,1775,
,04/10/2014,30,Red,1750,1800,1775,
,06/10/2014,50,Red,1750,18000,1775,
,07/10/2014,45,Red,1750,1800,1775,
,08/10/2014,30,Red,1750,1800,1775,
,09/10/2014,40,Red,1750,1800,1775,
,10/10/2014,50,Red,1725,1800,1750,
,11/10/2014,60,Red,1725,1800,1750,
,13/10/2014,30,Red,1725,1800,1750,
,14/10/2014,35,Red,1725,1800,1750,
,15/10/2014,40,Red,1725,1800,1750,
,16/10/2014,30,Red,1700,1800,1750,
,18/10/2014,50,Red,1725,1800,1770,
,20/10/2014,40,Red,1750,1800,1770,
,21/10/2014,50,Red,1750,1800,1770,
,22/10/2014,40,Red,1750,1900,1800,
,23/10/2014,40,Red,1725,1800,1750,
,24/10/2014,50,Red,1725,1800,1750,
,25/10/2014,60,Red,1725,1800,1750,
,27/10/2014,40,Red,1725,1800,1750,
,28/10/2014,50,Red,1675,1750,1700,
,29/10/2014,60,Red,1700,1750,1725,
,31/10/2014,60,Red,1700,1750,1725,
Balrampur,06/10/2014,3.8,Other,1510,1540,1525,
,07/10/2014,4.6,Other,1510,1540,1525,
,08/10/2014,5,Other,1510,1540,1525,
,09/10/2014,8,Other,1510,1540,1525,
,10/10/2014,6,Other,1510,1540,1525,
,11/10/2014,2.5,Other,1515,1540,1525,
,13/10/2014,4.2,Other,1510,1540,1525,
,15/10/2014,6.5,Other,1480,1520,1500,
,16/10/2014,6.5,Other,1480,1525,1500,
,17/10/2014,4.5,Other,1495,1525,1510,
,21/10/2014,4.8,Other,1475,1510,1490,
,22/10/2014,6.3,Other,1475,1510,1490,
,23/10/2014,2,Other,1475,1510,1490,
,24/10/2014,4.2,Other,1475,1510,1490,
,25/10/2014,4.8,Other,1470,1500,1485,
,27/10/2014,4,Other,1470,1500,1485,
,28/10/2014,6.5,Other,1475,1510,1490,
,29/10/2014,6.5,Other,1475,1500,1490,
,30/10/2014,2.6,Other,1475,1510,1490,
,31/10/2014,4,Other,1475,1510,1490,
Bangarmau,31/10/2014,6,Red,NR,NR,1450,
Barabanki,01/10/2014,26, ,NR,NR,NR,
,03/10/2014,27, ,NR,NR,NR,
,04/10/2014,28, ,NR,NR,NR,
,05/10/2014,29, ,NR,NR,NR,
,06/10/2014,28, ,NR,NR,NR,
,07/10/2014,30, ,NR,NR,NR,
,08/10/2014,29, ,NR,NR,NR,
,09/10/2014,25, ,NR,NR,NR,
,10/10/2014,25, ,NR,NR,NR,
,11/10/2014,27, ,NR,NR,NR,
,12/10/2014,27.2, ,NR,NR,NR,
,13/10/2014,27, ,NR,NR,NR,
,14/10/2014,28, ,NR,NR,NR,
,15/10/2014,28.5, ,NR,NR,NR,
,16/10/2014,27, ,NR,NR,NR,
,17/10/2014,23.5, ,NR,NR,NR,
,18/10/2014,26, ,NR,NR,NR,
,19/10/2014,26.5, ,NR,NR,NR,
,20/10/2014,26, ,NR,NR,NR,
