Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/02/2014,20,Red,1100,1150,1120,
,03/02/2014,22.5,Red,1075,1135,1100,
,04/02/2014,15,Red,1120,1180,1140,
,05/02/2014,10,Red,1135,1200,1165,
,06/02/2014,21.5,Red,1000,1100,1050,
,07/02/2014,11.5,Red,1050,1100,1075,
,08/02/2014,15.5,Red,950,1050,1000,
,10/02/2014,21.5,Red,900,1000,950,
,11/02/2014,15,Red,930,1025,980,
,12/02/2014,11,Red,950,1050,1000,
,13/02/2014,16.5,Red,900,1000,950,
,14/02/2014,11.5,Red,925,1020,975,
,15/02/2014,14.5,Red,900,1000,955,
,17/02/2014,19.5,Red,900,950,920,
,18/02/2014,13.5,Red,900,980,940,
,19/02/2014,7.5,Red,950,1030,990,
,20/02/2014,15.5,Red,900,980,945,
,21/02/2014,20,Red,850,950,900,
,22/02/2014,11.5,Red,900,980,940,
,24/02/2014,16.5,Red,875,950,910,
,25/02/2014,12,Red,900,970,935,
,26/02/2014,7.5,Red,920,1000,960,
,27/02/2014,19,Red,900,980,930,
,28/02/2014,6,Red,950,1020,985,
Achnera,27/02/2014,8.6,Red,NR,NR,995,
Agra,03/02/2014,525,Red,1180,1220,1200,
,04/02/2014,530,Red,1170,1210,1190,
,05/02/2014,525,Red,1170,1220,1200,
,06/02/2014,500,Red,1220,1260,1240,
,07/02/2014,480,Red,NR,NR,1270,
,10/02/2014,475,Red,NR,NR,1275,
,11/02/2014,480,Red,NR,NR,1270,
,12/02/2014,510,Red,NR,NR,1260,
,13/02/2014,500,Red,NR,NR,1250,
,14/02/2014,480,Red,1240,1300,1260,
,15/02/2014,478,Red,1250,1280,1270,
,17/02/2014,500,Red,1130,1170,1150,
,18/02/2014,520,Red,NR,NR,1125,
,19/02/2014,517,Red,NR,NR,1130,
,20/02/2014,510,Red,1110,1170,1140,
,21/02/2014,520,Red,1100,1200,1135,
,22/02/2014,550,Red,1100,1150,1130,
,24/02/2014,580,Red,1030,1100,1050,
,25/02/2014,560,Red,1050,1130,1080,
,26/02/2014,550,Red,1060,1120,1090,
,28/02/2014,520,Red,NR,NR,1110,
Ajuha,03/02/2014,58,Red,NR,NR,1240,
,06/02/2014,65.5,Red,NR,NR,1220,
,10/02/2014,61.5,Red,NR,NR,1230,
,13/02/2014,74,Red,NR,NR,1200,
,17/02/2014,66.5,Red,NR,NR,1200,
,20/02/2014,63,Red,NR,NR,1200,
,24/02/2014,74,Red,NR,NR,1160,
,27/02/2014,64,Red,NR,NR,1160,
Akbarpur,01/02/2014,24,Other,1320,1370,1350,
,02/02/2014,35,Other,1310,1350,1320,
,03/02/2014,36,Other,1280,1320,1310,
,04/02/2014,35,Other,1280,1310,1300,
,05/02/2014,22,Other,1280,1320,1300,
,06/02/2014,24,Other,1280,1320,1300,
,08/02/2014,32,Other,1300,1320,1310,
,09/02/2014,24,Other,1280,1320,1300,
,10/02/2014,22,Other,1270,1300,1280,
,12/02/2014,34,Other,1200,1235,1225,
,15/02/2014,24,Other,1080,1120,1100,
,16/02/2014,24,Other,1050,1100,1080,
,19/02/2014,27,Other,1020,1070,1050,
,20/02/2014,37,Other,1050,1100,1070,
,22/02/2014,32,Other,1070,1100,1090,
,24/02/2014,32,Other,1080,1120,1100,
,27/02/2014,59, ,NR,NR,NR,
Aligarh,01/02/2014,70,Red,1250,1300,1280,
,03/02/2014,65,Red,1250,1350,1300,
,04/02/2014,60,Red,1250,1350,1300,
,05/02/2014,60,Red,1260,1350,1310,
,06/02/2014,70,Red,1200,1300,1250,
,07/02/2014,80,Red,1200,1350,1220,
,08/02/2014,70,Red,1180,1250,1210,
,10/02/2014,80,Red,1200,1250,1220,
,11/02/2014,80,Red,1160,1250,1210,
,12/02/2014,75,Red,1200,1250,1225,
,13/02/2014,80,Red,1100,1200,1180,
,14/02/2014,85,Red,1100,1150,1130,
,15/02/2014,85,Red,1100,1150,1125,
,17/02/2014,90,Red,1100,1125,1110,
,18/02/2014,90,Red,1075,1125,1100,
,19/02/2014,85,Red,1080,1120,1100,
,20/02/2014,80,Red,1080,1130,1110,
,21/02/2014,75,Red,1100,1140,1120,
,22/02/2014,70,Red,1100,1140,1125,
,24/02/2014,80,Red,1080,1130,1110,
,25/02/2014,70,Red,1100,1150,1120,
,26/02/2014,70,Red,1100,1150,1120,
,27/02/2014,75,Red,1100,1150,1125,
Allahabad,01/02/2014,100,Red,NR,NR,1300,
,03/02/2014,120,Red,NR,NR,1325,
,05/02/2014,110,Red,NR,NR,1325,
,06/02/2014,100,Red,NR,NR,1360,
,10/02/2014,125,Red,NR,NR,1375,
,11/02/2014,105,Red,NR,NR,1375,
,13/02/2014,160,Red,NR,NR,1350,
,14/02/2014,180,Red,NR,NR,1250,
,17/02/2014,180,Red,NR,NR,1150,
,18/02/2014,160,Red,NR,NR,1150,
,19/02/2014,140,Red,NR,NR,1150,
,20/02/2014,150,Red,NR,NR,1160,
,21/02/2014,170,Red,NR,NR,1160,
,22/02/2014,145,Red,NR,NR,1160,
,24/02/2014,120,Red,NR,NR,1175,
,25/02/2014,150,Red,NR,NR,1175,
,26/02/2014,130,Red,NR,NR,1175,
,28/02/2014,140,Red,NR,NR,1180,
Anwala,28/02/2014,280,Red,NR,NR,1015,
Atarra,01/02/2014,18,Red,NR,NR,1075,
,02/02/2014,17,Red,NR,NR,1125,
,03/02/2014,14,Red,NR,NR,1125,
,04/02/2014,16,Red,NR,NR,1125,
,05/02/2014,12.5,Red,NR,NR,1150,
,06/02/2014,11,Red,NR,NR,1150,
,08/02/2014,12,Red,NR,NR,1100,
,09/02/2014,12.5,Red,NR,NR,1100,
,10/02/2014,14,Red,NR,NR,1100,
,11/02/2014,15,Red,NR,NR,1075,
,12/02/2014,12.5,Red,NR,NR,1075,
,13/02/2014,13,Red,NR,NR,1050,
,15/02/2014,12,Other,NR,NR,1050,
,16/02/2014,14.5,Other,NR,NR,1060,
,17/02/2014,15,Other,NR,NR,1050,
,18/02/2014,13.5,Other,NR,NR,1025,
,19/02/2014,17,Other,NR,NR,1000,
,20/02/2014,15,Other,NR,NR,1000,
