Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/12/2008,160,Other,1000,1150,1100,
,03/12/2008,180,Other,1050,1150,1100,
,04/12/2008,140,Other,1050,1150,1100,
,05/12/2008,120,Other,1100,1200,1150,
,06/12/2008,100,Other,1100,1200,1150,
,08/12/2008,110,Other,1100,1200,1150,
,09/12/2008,100,Other,1050,1125,1100,
,10/12/2008,120,Other,1050,1125,1100,
,11/12/2008,140,Other,1050,1125,1100,
,12/12/2008,100,Other,1050,1125,1100,
,13/12/2008,140,Other,1000,1100,1050,
,15/12/2008,150,Other,900,1050,1000,
,16/12/2008,160,Other,1000,1100,1100,
,17/12/2008,140,Other,900,1050,1000,
,18/12/2008,107,Other,950,1050,1000,
,19/12/2008,150,Other,900,1050,1000,
,22/12/2008,120,Other,1000,1125,1100,
,23/12/2008,150,Other,1000,1100,1100,
,24/12/2008,140,Other,1050,1125,1100,
,31/12/2008,170,Other,1100,1200,1150,
Ajuha,02/12/2008,2.5,Other,NR,NR,1250,
,04/12/2008,3,Other,NR,NR,1300,
,08/12/2008,3,Other,NR,NR,900,
,11/12/2008,4,Other,NR,NR,1200,
,15/12/2008,2.5,Other,NR,NR,1250,
,18/12/2008,2.5,Other,NR,NR,800,
Aligarh,01/12/2008,14,Red,1180,1250,1220,
,02/12/2008,18,Red,1180,1250,1210,
,03/12/2008,16,Red,1190,1260,1230,
,04/12/2008,21,Red,1190,1250,1220,
,05/12/2008,24,Red,1180,1260,1215,
,06/12/2008,25,Red,1160,1220,1200,
,08/12/2008,30,Red,1160,1215,1180,
,09/12/2008,35,Red,1100,1180,1120,
,10/12/2008,44,Red,1100,1190,1130,
,11/12/2008,47,Red,1100,1170,1115,
,12/12/2008,53,Red,1070,1140,1100,
,13/12/2008,46,Red,1070,1140,1100,
,15/12/2008,35,Red,1060,1130,1090,
,16/12/2008,29,Red,1080,1140,1110,
,17/12/2008,30,Red,1090,1150,1120,
,18/12/2008,32,Red,1090,1150,1115,
,19/12/2008,29,Red,1100,1160,1120,
,20/12/2008,27,Red,1110,1170,1140,
,22/12/2008,31,Red,1120,1180,1150,
,23/12/2008,25,Red,1140,1200,1175,
,24/12/2008,27,Red,1140,1200,1170,
,25/12/2008,25,Red,1150,1200,1175,
,26/12/2008,27,Red,1150,1210,1180,
,27/12/2008,25,Red,1170,1230,1190,
,29/12/2008,22,Red,1180,1240,1200,
,30/12/2008,21,Red,1190,1250,1220,
Allahabad,01/12/2008,20,Other,NR,NR,1200,
,02/12/2008,60,Other,NR,NR,1000,
,03/12/2008,75,Other,NR,NR,1000,
,04/12/2008,71,Other,NR,NR,1000,
,05/12/2008,60,Other,NR,NR,1100,
