Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/05/2015,20,Red,NR,NR,1420,
,02/05/2015,15,Red,NR,NR,1460,
,04/05/2015,22.5,Red,NR,NR,1420,
,05/05/2015,17,Red,NR,NR,1450,
,06/05/2015,20,Red,NR,NR,1470,
,07/05/2015,22.5,Red,NR,NR,1440,
,08/05/2015,17.5,Red,NR,NR,1465,
,09/05/2015,14,Red,NR,NR,1480,
,11/05/2015,18,Red,NR,NR,1450,
,12/05/2015,14,Red,NR,NR,1480,
,13/05/2015,16,Red,NR,NR,1445,
,14/05/2015,20,Red,1380,1500,1425,
,15/05/2015,14.5,Red,1300,1520,1460,
,16/05/2015,12,Red,1400,1550,1475,
,18/05/2015,145,Red,NR,NR,1440,
,19/05/2015,11,Red,1400,1500,1460,
,21/05/2015,15,Red,NR,NR,1400,
,22/05/2015,11.5,Red,NR,NR,1425,
,23/05/2015,10,Red,NR,NR,1400,
,25/05/2015,16,Red,NR,NR,1350,
,26/05/2015,12.5,Red,NR,NR,1370,
,27/05/2015,16,Red,NR,NR,1340,
,28/05/2015,20,Red,1280,1400,1320,
,30/05/2015,11,Red,1300,1500,1400,
Achnera,30/05/2015,36,Red,1400,1440,1420,
Agra,02/05/2015,20,Red,1380,1460,1420,
,04/05/2015,180,Red,1360,1450,1410,
,05/05/2015,338,Red,1370,1470,1420,
,06/05/2015,340,Red,1360,1450,1400,
,07/05/2015,335,Red,1380,1470,1425,
,08/05/2015,300,Red,1400,1470,1430,
,09/05/2015,335,Red,1370,1450,1410,
,11/05/2015,338,Red,1370,1450,1400,
,12/05/2015,284,Red,1370,1450,1405,
,16/05/2015,320,Red,1400,1490,1440,
,18/05/2015,335,Red,1370,1470,1430,
,20/05/2015,345,Red,1360,1430,1390,
,21/05/2015,364,Red,1260,1335,1300,
,22/05/2015,374,Red,1240,1320,1280,
,23/05/2015,400,Red,1220,1280,1260,
,25/05/2015,420,Red,1210,1290,1250,
,26/05/2015,425,Red,1200,1290,1240,
,27/05/2015,4290,Red,1200,1260,1230,
,28/05/2015,434,Red,1170,1240,1210,
,29/05/2015,450,Red,1170,1240,1200,
,30/05/2015,430,Red,1180,1250,1220,
Ahirora,29/05/2015,9,Other,NR,NR,1470,
Ajuha,04/05/2015,79,Local,NR,NR,1450,
,07/05/2015,71.5,Local,NR,NR,1435,
,11/05/2015,78,Local,NR,NR,1400,
,14/05/2015,61.5,Local,NR,NR,1400,
,18/05/2015,81.5,Local,NR,NR,1350,
,21/05/2015,65.5,Local,NR,NR,1385,
,25/05/2015,56,Local,NR,NR,1375,
,28/05/2015,51,Local,NR,NR,1400,
Akbarpur,09/05/2015,32,Nasik,1500,1560,1540,
,11/05/2015,32,Nasik,1500,1620,1560,
,16/05/2015,32,Nasik,1500,1600,1550,
,18/05/2015,32,Nasik,1490,1590,1540,
,20/05/2015,3.2,Nasik,1500,1580,1540,
,21/05/2015,32,Nasik,1480,1580,1530,
,23/05/2015,32,Nasik,1480,1580,1530,
Aligarh,01/05/2015,80,Dry F.A.Q.,1400,1500,1440,
,02/05/2015,75,Dry F.A.Q.,1380,1450,1410,
,04/05/2015,60,Dry F.A.Q.,1400,1470,1430,
,05/05/2015,70,Dry F.A.Q.,1380,1450,1410,
,06/05/2015,65,Dry F.A.Q.,1380,1460,1420,
,07/05/2015,80,Dry F.A.Q.,1400,1450,1430,
,08/05/2015,70,Dry F.A.Q.,1400,1470,1450,
,09/05/2015,75,Dry F.A.Q.,1400,1470,1440,
,11/05/2015,80,Dry F.A.Q.,1400,1450,1430,
,12/05/2015,70,Dry F.A.Q.,1400,1500,1450,
,13/05/2015,75,Dry F.A.Q.,1400,1500,1440,
,14/05/2015,80,Dry F.A.Q.,1380,1470,1410,
,15/05/2015,85,Dry F.A.Q.,1350,1420,1400,
,16/05/2015,90,Dry F.A.Q.,1340,1410,1380,
,18/05/2015,100,Dry F.A.Q.,1150,1250,1200,
,19/05/2015,100,Dry F.A.Q.,1140,1240,1180,
,20/05/2015,90,Dry F.A.Q.,1180,1250,1220,
,21/05/2015,80,Dry F.A.Q.,1230,1270,1250,
,22/05/2015,85,Dry F.A.Q.,1250,1350,1300,
,23/05/2015,80,Dry F.A.Q.,1300,1400,1340,
,25/05/2015,85,Dry F.A.Q.,1280,1350,1320,
,26/05/2015,90,Dry F.A.Q.,1250,1340,1300,
,27/05/2015,80,Dry F.A.Q.,1280,1350,1320,
,28/05/2015,85,Dry F.A.Q.,1280,1330,1310,
,29/05/2015,90,Dry F.A.Q.,1300,1350,1330,
,30/05/2015,85,Dry F.A.Q.,1300,1400,1340,
Allahabad,01/05/2015,260,Local,NR,NR,1350,
,02/05/2015,250,Local,NR,NR,1350,
,04/05/2015,240,Local,NR,NR,1360,
,06/05/2015,220,Local,NR,NR,1360,
,07/05/2015,230,Local,NR,NR,1360,
,08/05/2015,250,Local,NR,NR,1365,
,09/05/2015,200,Local,NR,NR,1365,
,11/05/2015,240,Local,NR,NR,1365,
,12/05/2015,260,Local,NR,NR,1365,
,13/05/2015,280,Local,NR,NR,1365,
,14/05/2015,250,Local,NR,NR,1375,
,15/05/2015,260,Local,NR,NR,1375,
,16/05/2015,220,Local,NR,NR,1375,
,18/05/2015,240,Local,NR,NR,1380,
,19/05/2015,230,Local,NR,NR,1380,
,20/05/2015,200,Local,NR,NR,1380,
,21/05/2015,220,Local,NR,NR,1380,
,22/05/2015,25,Local,NR,NR,1360,
,23/05/2015,240,Local,NR,NR,1360,
,25/05/2015,280,Local,NR,NR,1350,
,26/05/2015,250,Local,NR,NR,1350,
,27/05/2015,240,Local,NR,NR,1365,
,28/05/2015,220,Local,NR,NR,1365,
,29/05/2015,185,Local,NR,NR,1365,
,30/05/2015,200,Local,NR,NR,1365,
Amroha,30/05/2015,5,Dry F.A.Q.,NR,NR,1050,
Anandnagar,02/05/2015,30,Red,1400,1650,1500,
,06/05/2015,30,Red,1400,1600,1480,
,11/05/2015,25,Red,1400,1650,1500,
,14/05/2015,17,Red,NR,NR,1500,
,15/05/2015,20,Red,1350,1550,1450,
,16/05/2015,15,Red,1400,1650,1500,
,17/05/2015,20,Red,1400,1650,1500,
,18/05/2015,15,Red,1400,1600,1500,
,19/05/2015,20,Red,1450,1650,1530,
,20/05/2015,20,Red,1400,1650,1535,
,21/05/2015,20,Red,1450,1650,1535,
,22/05/2015,15,Red,1450,1650,1540,
,25/05/2015,20,Red,1400,1600,1525,
,26/05/2015,20,Red,1400,1650,1540,
,27/05/2015,20,Red,1400,1650,1560,
,28/05/2015,40,Red,1440,1650,1580,
,29/05/2015,25,Red,1400,1650,1520,
,30/05/2015,20,Red,1400,1650,1550,
Anwala,29/05/2015,116.5,Onion,NR,NR,1500,
Atarra,03/05/2015,9,Red,1425,1600,1490,
,04/05/2015,11,Red,1400,1580,1475,
,05/05/2015,12,Red,1415,1550,1470,
,06/05/2015,11,Red,1400,1500,1450,
,07/05/2015,8,Red,1385,1520,1465,
,09/05/2015,9.5,Red,1425,1550,1470,
,10/05/2015,11.5,Red,1415,1525,1460,
,11/05/2015,10.5,Red,1400,1550,1450,
,12/05/2015,9,Red,1425,1560,1470,
,13/05/2015,11.5,Red,1410,1520,1460,
,14/05/2015,9,Red,1400,1550,1475,
,16/05/2015,10.5,Red,1380,1500,1450,
,17/05/2015,12.5,Red,1350,1550,1425,
,18/05/2015,9.5,Red,1400,1530,1465,
,19/05/2015,10,Red,1400,1500,1450,
,20/05/2015,9,Red,1425,1540,1470,
,21/05/2015,8,Red,1425,1540,1470,
,23/05/2015,9.5,Red,1410,1530,1460,
,24/05/2015,11,Red,1400,1500,1450,
,25/05/2015,8.5,Red,1385,1550,1465,
,26/05/2015,10,Red,1400,1500,1450,
,27/05/2015,9,Red,1410,1525,1470,
,28/05/2015,11,Red,1400,1500,1450,
,30/05/2015,8.5,Red,1420,1550,1465,
,31/05/2015,7.5,Red,1450,1540,1475,
Atrauli,29/05/2015,100,Dry F.A.Q.,1300,1370,1330,
Auraiya,01/05/2015,3,Red,1320,1365,1340,
,02/05/2015,0.5,Red,1320,1350,1335,
,04/05/2015,4.5,Red,1310,1345,1330,
