Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/03/2006,40,Other,400,430,425,
,03/03/2006,35,Other,400,425,415,
,13/03/2006,60,Other,375,420,400,
,14/03/2006,60,Other,375,410,400,
,17/03/2006,60,Other,375,410,400,
,18/03/2006,70,Other,380,405,400,
,20/03/2006,60,Other,360,390,380,
,21/03/2006,50,Other,360,390,385,
,22/03/2006,40,Other,370,400,390,
Aligarh,01/03/2006,40, ,NR,NR,NR,
,02/03/2006,24,Red,480,560,500,
,03/03/2006,24,Red,480,560,490,
,04/03/2006,25.5,Red,480,560,490,
,06/03/2006,22,Red,480,560,500,
,07/03/2006,20,Red,480,560,500,
,09/03/2006,24,Red,480,560,500,
,10/03/2006,22,Red,500,550,520,
,11/03/2006,29,Red,480,560,500,
,13/03/2006,23,Red,480,560,490,
,14/03/2006,30,Red,480,560,500,
,17/03/2006,22,Red,480,560,500,
,18/03/2006,20,Red,450,550,500,
,20/03/2006,24,Red,460,550,500,
,21/03/2006,22,Red,500,550,510,
,22/03/2006,20,Red,450,500,490,
,23/03/2006,18,Red,450,500,480,
,24/03/2006,22,Red,450,500,480,
,25/03/2006,24, ,NR,NR,NR,
,27/03/2006,12,Red,450,500,500,
,28/03/2006,20,Red,450,525,480,
,29/03/2006,22,Red,425,525,475,
,30/03/2006,21,Red,425,525,470,
Allahabad,07/03/2006,120,Other,NR,NR,400,
,09/03/2006,65,Other,NR,NR,400,
,10/03/2006,90,Other,NR,NR,400,
Amroha,02/03/2006,1,Red,388,392,390,
,03/03/2006,1.5,Red,388,392,390,
,04/03/2006,1,Red,385,402,400,
,05/03/2006,1.5,Red,358,362,360,
,06/03/2006,0.05,Red,360,365,363,
,08/03/2006,1.5,Red,360,365,363,
,09/03/2006,1,Red,352,358,355,
,11/03/2006,1.5,Red,350,355,352,
,12/03/2006,1,Red,348,352,350,
,13/03/2006,1.5,Red,348,352,350,
,16/03/2006,1,Red,353,356,355,
,17/03/2006,2,Red,352,358,355,
,18/03/2006,1.5,Red,345,350,348,
,19/03/2006,2,Red,345,350,348,
,20/03/2006,1.5,Red,348,355,350,
,22/03/2006,1,Red,358,362,360,
,23/03/2006,1,Red,358,362,360,
,24/03/2006,1.5,Red,358,362,360,
,25/03/2006,0.05,Red,362,368,365,
,26/03/2006,1,Red,368,378,375,
,27/03/2006,1,Red,358,362,360,
,29/03/2006,1.5,Red,358,362,360,
,30/03/2006,2,Red,282,287,285,
,31/03/2006,1,Red,282,287,285,
Azamgarh,03/03/2006,4, ,NR,NR,NR,
,04/03/2006,4,Other,475,475,475,
,06/03/2006,4,Other,450,450,450,
,07/03/2006,4,Other,450,450,450,
,08/03/2006,4,Other,450,450,450,
,10/03/2006,3,Other,425,425,425,
,13/03/2006,2.5,Other,400,400,400,
,14/03/2006,2.5,Other,400,400,400,
,16/03/2006,2.5,Other,400,400,400,
,17/03/2006,2.5,Other,400,400,400,
,20/03/2006,2,Other,400,400,400,
,21/03/2006,2,Other,400,400,400,
,23/03/2006,2,Other,425,425,425,
,24/03/2006,3,Other,425,425,425,
,25/03/2006,3,Other,450,450,450,
,29/03/2006,6,Other,450,450,450,
,30/03/2006,4,Other,400,400,400,
,31/03/2006,3,Other,400,400,400,
Badayoun,03/03/2006,6,Red,400,435,420,
,04/03/2006,5,Red,400,430,425,
,06/03/2006,10,Red,400,430,420,
,07/03/2006,4,Red,400,430,420,
,08/03/2006,3,Red,400,435,420,
,09/03/2006,8,Red,400,425,410,
,11/03/2006,5,Red,400,430,415,
,13/03/2006,4,Red,400,420,410,
,14/03/2006,8,Red,400,425,410,
,16/03/2006,5,Red,380,420,390,
,17/03/2006,6,Red,375,425,400,
,18/03/2006,4,Red,375,400,390,
,20/03/2006,3.5,Red,375,400,390,
,21/03/2006,5,Red,375,400,380,
,23/03/2006,2.5,Red,375,390,380,
,25/03/2006,12,Red,360,380,375,
,27/03/2006,10,Red,360,380,370,
,28/03/2006,8,Red,300,365,355,
,29/03/2006,5,Red,300,350,340,
,30/03/2006,4,Red,300,350,340,
,31/03/2006,4,Red,300,350,340,
Bahraich,07/03/2006,7.5,Red,485,525,500,
,08/03/2006,8,Red,450,550,500,
Ballia,01/03/2006,6,Other,400,430,410,
,02/03/2006,9,Other,400,430,420,
,03/03/2006,12,Other,410,430,420,
,04/03/2006,6,Other,400,450,420,
,06/03/2006,12,Other,490,520,500,
,07/03/2006,9,Other,460,530,500,
,08/03/2006,8,Other,480,520,500,
,09/03/2006,12,Other,480,550,500,
,10/03/2006,9,Other,480,550,500,
,11/03/2006,6,Other,480,550,500,
,13/03/2006,9,Other,480,550,500,
,14/03/2006,12,Other,480,550,500,
,16/03/2006,14,Other,480,550,500,
,17/03/2006,9,Other,480,550,500,
,18/03/2006,12,Other,480,520,500,
,20/03/2006,8,Other,480,520,500,
,21/03/2006,12,Other,480,520,500,
,22/03/2006,9,Other,480,520,500,
,23/03/2006,12,Other,490,530,500,
,24/03/2006,14,Other,480,520,500,
,25/03/2006,9,Other,480,520,500,
,27/03/2006,11,Other,500,550,520,
,28/03/2006,18,Other,430,500,450,
,29/03/2006,9,Other,430,500,450,
,30/03/2006,12,Other,430,490,450,
,31/03/2006,14,Other,430,490,450,
Barabanki,01/03/2006,8,Other,360,430,380,
,02/03/2006,14,Other,350,450,370,
,03/03/2006,13,Other,340,430,360,
,04/03/2006,16,Other,300,400,370,
,27/03/2006,15,Other,310,420,390,
Baraut,03/03/2006,32,Other,370,510,480,
,10/03/2006,25,Other,370,510,480,
,20/03/2006,75,Other,450,480,470,
,21/03/2006,5,Other,450,480,470,
,22/03/2006,55,Other,450,470,460,
,23/03/2006,9,Other,390,425,415,
,24/03/2006,11,Other,350,400,380,
,25/03/2006,15,Other,350,380,370,
,27/03/2006,7.5,Other,350,400,390,
,28/03/2006,6,Other,350,400,385,
,29/03/2006,15,Other,325,360,350,
,30/03/2006,7,Other,300,240,325,
,31/03/2006,8,Other,320,360,340,
Bareilly,01/03/2006,39,Red,410,425,415,
,02/03/2006,41,Red,410,425,420,
,03/03/2006,50,Red,400,420,410,
,04/03/2006,55,Red,410,420,415,
,05/03/2006,50,Red,415,425,420,
,06/03/2006,60,Red,400,420,410,
,07/03/2006,55,Red,390,405,400,
,08/03/2006,62,Red,385,410,400,
,09/03/2006,60,Red,385,395,390,
,10/03/2006,55,Red,380,395,390,
,11/03/2006,50,Red,350,400,385,
,12/03/2006,40,Red,365,390,380,
,13/03/2006,60,Red,370,400,395,
,14/03/2006,50,Red,385,400,390,
,16/03/2006,68,Red,360,390,380,
,17/03/2006,75,Red,370,390,385,
,18/03/2006,65,Red,385,410,390,
,19/03/2006,40,Red,360,395,385,
,20/03/2006,50,Red,365,390,380,
,21/03/2006,40,Red,360,385,375,
,22/03/2006,46,Red,360,385,370,
,23/03/2006,40,Red,340,375,365,
,24/03/2006,38.5,Red,340,370,360,
,25/03/2006,40,Red,335,360,350,
,26/03/2006,41.5,Red,330,360,350,
,27/03/2006,45,Red,340,365,355,
Buland Shahr,02/03/2006,3,Other,360,415,375,
,03/03/2006,2.5,Other,360,415,375,
,04/03/2006,2,Other,360,415,380,
,05/03/2006,2.5,Other,360,415,380,
,06/03/2006,2,Other,360,415,375,
,07/03/2006,2.5,Other,350,425,370,
,08/03/2006,3,Other,350,415,365,
,09/03/2006,2.5,Other,340,415,360,
,10/03/2006,3,Other,340,400,360,
,11/03/2006,2.5,Other,340,410,360,
,12/03/2006,3,Other,340,410,360,
,13/03/2006,3,Other,340,425,370,
,14/03/2006,2,Other,340,425,370,
,16/03/2006,3,Other,340,425,370,
,17/03/2006,2.5,Other,340,430,380,
,18/03/2006,3,Other,340,430,375,
,19/03/2006,2.5,Other,340,430,370,
,20/03/2006,2,Other,340,425,370,
,21/03/2006,3.5,Other,350,425,375,
,22/03/2006,3,Other,350,425,375,
,23/03/2006,4,Other,350,430,370,
,24/03/2006,3,Other,350,430,370,
,25/03/2006,3.5,Other,330,425,370,
,26/03/2006,3,Other,360,430,380,
,27/03/2006,3,Other,350,430,375,
,28/03/2006,3,Other,350,430,375,
,30/03/2006,3,Other,350,430,375,
,31/03/2006,2.5,Other,350,430,375,
Chandausi,01/03/2006,5,Red,360,400,370,
,02/03/2006,4.5,Red,360,400,370,
,03/03/2006,3,Red,350,400,375,
,04/03/2006,4,Red,350,400,380,
,05/03/2006,5,Red,360,400,390,
,06/03/2006,4,Red,325,380,370,
,07/03/2006,5,Red,325,380,375,
,08/03/2006,6,Red,320,380,370,
,09/03/2006,5,Red,315,380,375,
,10/03/2006,4,Red,320,400,390,
,11/03/2006,4.5,Red,330,400,380,
,12/03/2006,4,Red,340,400,375,
,13/03/2006,5,Red,325,400,380,
,14/03/2006,4.5,Red,335,400,390,
,16/03/2006,5,Red,340,400,380,
,17/03/2006,6, ,NR,NR,NR,
,18/03/2006,4,Red,1275,1370,1360,
,19/03/2006,4,Red,360,400,380,
,20/03/2006,5,Red,360,400,390,
,21/03/2006,6,Red,365,400,390,
,22/03/2006,5,Red,1270,1380,1360,
,23/03/2006,4,Red,360,410,400,
,24/03/2006,5,Red,350,415,410,
,25/03/2006,4,Red,350,415,410,
,26/03/2006,4,Red,350,425,415,
,27/03/2006,4,Red,350,415,415,
Devariya,02/03/2006,120,Red,385,415,400,
,03/03/2006,70,Red,440,465,450,
,04/03/2006,90,Red,385,415,400,
,06/03/2006,80,Red,385,415,400,
,07/03/2006,100,Red,385,415,400,
,08/03/2006,150,Red,385,415,400,
,09/03/2006,90,Red,385,415,400,
,10/03/2006,200,Red,385,415,400,
,11/03/2006,80,Red,385,415,400,
,13/03/2006,90,Red,385,415,400,
,17/03/2006,80,Red,385,415,400,
,18/03/2006,100,Red,385,415,400,
,20/03/2006,90,Red,335,365,350,
,21/03/2006,80,Red,335,365,350,
,22/03/2006,100,Red,335,365,350,
,23/03/2006,80,Red,340,360,350,
,24/03/2006,70,Red,340,360,350,
,25/03/2006,50,Red,340,360,350,
,27/03/2006,60,Red,325,365,350,
,28/03/2006,50,Red,325,365,350,
,29/03/2006,70,Red,325,365,350,
,30/03/2006,80,Red,325,365,350,
,31/03/2006,70,Red,325,365,350,
Etah,02/03/2006,8,Other,380,420,400,
,03/03/2006,9,Other,380,420,400,
,04/03/2006,8,Other,380,420,400,
,05/03/2006,10,Other,380,420,400,
,06/03/2006,10,Other,380,420,400,
,08/03/2006,12,Other,380,420,400,
,09/03/2006,10,Other,380,420,400,
,10/03/2006,12,Other,380,420,400,
,11/03/2006,15,Other,390,410,400,
,12/03/2006,12,Other,390,410,400,
,13/03/2006,10,Other,390,410,400,
,18/03/2006,13,Other,380,400,390,
,19/03/2006,10,Other,375,400,390,
,20/03/2006,9,Other,380,400,390,
,22/03/2006,5,Other,380,420,400,
,23/03/2006,8,Other,380,420,400,
,24/03/2006,10,Other,380,420,400,
,25/03/2006,10,Other,380,420,400,
,26/03/2006,9,Other,380,420,400,
,27/03/2006,11,Other,380,420,400,
,29/03/2006,10,Other,380,420,400,
,30/03/2006,12,Other,390,420,400,
,31/03/2006,13,Other,380,420,400,
Etawah,01/03/2006,15,Red,380,385,380,
,02/03/2006,20,Red,380,385,380,
,03/03/2006,18,Red,380,385,380,
,06/03/2006,20,Red,380,390,380,
,07/03/2006,17,Red,340,350,340,
,08/03/2006,18,Red,340,350,340,
,09/03/2006,20,Red,385,390,385,
,10/03/2006,15,Red,370,380,370,
,11/03/2006,15,Red,400,405,400,
,13/03/2006,11,Red,400,405,400,
,14/03/2006,10,Red,400,405,400,
,20/03/2006,20,Red,400,405,400,
,21/03/2006,12,Red,350,360,350,
,22/03/2006,11,Red,300,310,300,
,23/03/2006,15,Red,300,310,300,
,24/03/2006,10,Red,300,315,300,
,25/03/2006,13,Red,300,330,310,
,27/03/2006,21,Red,280,285,280,
,28/03/2006,15,Red,280,290,280,
,29/03/2006,16,Red,280,300,280,
,30/03/2006,13,Red,280,285,280,
,31/03/2006,16,Red,280,285,280,
Faizabad,01/03/2006,2.5,Other,495,505,500,
,02/03/2006,3,Other,475,520,500,
,03/03/2006,2.2,Other,485,520,500,
,04/03/2006,4,Other,485,500,490,
,06/03/2006,3.5,Other,485,496,490,
,07/03/2006,4.5,Other,475,500,490,
,09/03/2006,3,Other,475,510,490,
,10/03/2006,8,Other,480,490,485,
,11/03/2006,5.5,Other,475,495,485,
,12/03/2006,4,Other,480,490,485,
,13/03/2006,2.8,Other,470,495,485,
,14/03/2006,4,Other,460,485,475,
,16/03/2006,4,Other,455,485,475,
,17/03/2006,5,Other,460,480,475,
,18/03/2006,3,Other,455,485,470,
,19/03/2006,5.5,Other,460,480,470,
,20/03/2006,6,Other,450,470,465,
,21/03/2006,4,Other,440,460,450,
,22/03/2006,5,Other,445,455,450,
,23/03/2006,7,Other,435,470,450,
,24/03/2006,8,Other,440,465,450,
,26/03/2006,3,Other,430,445,440,
,27/03/2006,105,Other,425,460,440,
,28/03/2006,6,Other,435,460,440,
,29/03/2006,5,Other,430,445,440,
,30/03/2006,4,Other,425,460,440,
,31/03/2006,6.5,Other,420,460,440,
Farukhabad,01/03/2006,150,Other,300,450,380,
,02/03/2006,175,Other,300,450,380,
,03/03/2006,200,Other,300,450,375,
,04/03/2006,180,Other,300,450,375,
,06/03/2006,160,Other,325,425,375,
,07/03/2006,200,Other,325,400,360,
,08/03/2006,150,Other,325,400,360,
,09/03/2006,250,Other,300,400,350,
,10/03/2006,300,Other,300,400,350,
,11/03/2006,275,Other,300,400,340,
,13/03/2006,260,Other,300,400,340,
,14/03/2006,250,Other,300,400,345,
,17/03/2006,200,Other,320,400,350,
,18/03/2006,150, ,NR,NR,NR,
,20/03/2006,200,Other,320,400,350,
,21/03/2006,170,Other,300,400,350,
,22/03/2006,200,Other,300,400,340,
,23/03/2006,150,Other,300,400,340,
,24/03/2006,120,Other,300,400,340,
,25/03/2006,160,Other,300,400,335,
,27/03/2006,140,Other,300,400,335,
,28/03/2006,120,Other,300,400,340,
,29/03/2006,100,Other,300,400,350,
,30/03/2006,150,Other,300,400,350,
,31/03/2006,175,Other,300,400,350,
Firozabad,03/03/2006,190,Other,425,450,435,
,10/03/2006,215,Other,375,400,380,
,17/03/2006,225,Other,350,370,360,
,24/03/2006,205,Other,340,370,360,
,31/03/2006,185,Other,360,380,375,
Gazipur,01/03/2006,5,Other,410,450,430,
,02/03/2006,6,Other,410,450,430,
,03/03/2006,7,Other,410,450,430,
,04/03/2006,5,Other,400,450,425,
,06/03/2006,4,Other,400,450,425,
,07/03/2006,4.8,Other,400,450,425,
,08/03/2006,5,Other,400,450,425,
,09/03/2006,3.5,Other,400,450,425,
,10/03/2006,4,Other,400,440,420,
,11/03/2006,3,Other,400,440,420,
,13/03/2006,2,Other,400,440,420,
,14/03/2006,3.5,Other,400,440,420,
,16/03/2006,2,Other,400,440,420,
,17/03/2006,1.5,Other,400,440,420,
,18/03/2006,4,Other,380,420,400,
,20/03/2006,5,Other,375,425,400,
,22/03/2006,6,Other,375,425,400,
,23/03/2006,3,Other,375,425,400,
,24/03/2006,5,Other,375,425,400,
,25/03/2006,6,Other,400,430,415,
,27/03/2006,5,Other,375,425,400,
,28/03/2006,6.5,Other,350,400,375,
,29/03/2006,5,Other,350,400,375,
,30/03/2006,3.5,Other,350,400,375,
,31/03/2006,2,Other,350,400,375,
Ghaziabad,01/03/2006,28,Red,290,360,320,
,02/03/2006,25,Red,275,360,325,
,03/03/2006,35,Red,260,350,300,
,04/03/2006,28,Red,260,340,310,
,05/03/2006,35, ,NR,NR,NR,
,06/03/2006,26,Red,270,350,320,
,07/03/2006,37,Red,250,320,300,
,08/03/2006,25,Red,260,335,310,
,09/03/2006,20,Red,265,330,300,
,10/03/2006,17,Red,275,340,310,
,11/03/2006,20, ,NR,NR,NR,
,12/03/2006,28,Red,270,320,295,
,13/03/2006,35, ,NR,NR,NR,
,14/03/2006,34,Red,260,325,300,
,16/03/2006,40,Red,250,320,280,
,17/03/2006,37,Red,240,310,285,
,18/03/2006,30,Red,275,340,310,
,19/03/2006,28, ,NR,NR,NR,
,20/03/2006,25, ,NR,NR,NR,
,21/03/2006,23,Red,290,360,340,
,22/03/2006,23, ,NR,NR,NR,
,23/03/2006,20,Red,300,390,360,
,24/03/2006,18,Red,300,370,350,
,25/03/2006,25,Red,280,360,340,
,26/03/2006,23, ,NR,NR,NR,
,27/03/2006,27,Red,315,380,350,
,28/03/2006,30,Red,300,375,340,
,29/03/2006,30,Red,310,370,335,
,30/03/2006,40, ,NR,NR,NR,
,31/03/2006,28,Red,300,360,330,
Gorakhpur,01/03/2006,70,Red,400,500,415,
,02/03/2006,90,Red,400,500,415,
,03/03/2006,80, ,NR,NR,NR,
,04/03/2006,110,Red,400,500,415,
,06/03/2006,90,Red,400,500,410,
,07/03/2006,120,Red,400,500,410,
