Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/06/2011,6,Onion,520,535,530,
,03/06/2011,2.5,Onion,520,535,530,
,04/06/2011,2.5,Onion,500,530,520,
,06/06/2011,0.8,Onion,500,525,520,
,07/06/2011,1,Onion,500,520,510,
,08/06/2011,0.6,Onion,510,520,515,
,09/06/2011,0.2,Onion,490,515,505,
,10/06/2011,0.5,Onion,490,510,500,
,11/06/2011,1,Onion,510,530,520,
,13/06/2011,0.5,Onion,515,530,525,
,14/06/2011,0.7,Onion,530,550,540,
,15/06/2011,0.4,Onion,525,550,540,
,16/06/2011,0.8,Onion,540,555,550,
,17/06/2011,2,Onion,550,570,560,
,18/06/2011,0.6,Onion,545,565,555,
,20/06/2011,0.9,Onion,540,560,550,
,21/06/2011,2,Onion,550,575,565,
,22/06/2011,1.8,Onion,530,555,545,
,23/06/2011,1.5,Onion,520,550,540,
,24/06/2011,1,Onion,540,570,560,
,25/06/2011,0.5,Onion,545,565,555,
,27/06/2011,1,Onion,530,565,545,
,28/06/2011,1.5,Onion,535,560,550,
,29/06/2011,0.8,Onion,540,570,560,
,30/06/2011,1.2,Onion,550,565,555,
Agra,02/06/2011,360,Other,530,555,540,
,03/06/2011,330,Other,540,565,555,
,04/06/2011,340,Other,540,560,550,
,06/06/2011,350,Other,525,555,540,
,07/06/2011,375,Other,515,535,525,
,08/06/2011,345,Other,520,540,530,
,09/06/2011,380,Other,450,600,520,
,10/06/2011,370,Other,520,540,525,
,11/06/2011,310,Other,500,700,550,
,13/06/2011,290,Other,450,650,580,
,14/06/2011,280,Other,565,590,580,
,15/06/2011,360,Other,470,495,480,
,16/06/2011,340,Other,515,535,525,
,17/06/2011,320,Other,540,560,550,
,18/06/2011,345,Other,400,600,490,
,20/06/2011,335,Other,400,600,490,
,21/06/2011,360,Other,400,580,480,
,22/06/2011,345,Other,450,700,535,
,23/06/2011,365,Other,510,530,520,
,24/06/2011,310,Other,535,555,545,
,25/06/2011,295,Other,570,590,580,
,27/06/2011,460,Other,520,580,550,
,28/06/2011,470, ,NR,NR,NR,
,29/06/2011,490, ,NR,NR,NR,
,30/06/2011,420, ,NR,NR,NR,
Ahirora,02/06/2011,100,Red,580,620,600,
,03/06/2011,105,Red,585,625,605,
,04/06/2011,100,Red,570,610,590,
,05/06/2011,115,Red,555,595,575,
,06/06/2011,130,Red,565,605,585,
,07/06/2011,135,Red,560,600,580,
,09/06/2011,120,Red,575,615,595,
,10/06/2011,105,Red,590,630,610,
,11/06/2011,100,Red,575,615,595,
,12/06/2011,105,Red,570,610,590,
,13/06/2011,110,Red,555,595,575,
,14/06/2011,115,Red,550,590,570,
,16/06/2011,120,Red,565,605,585,
,17/06/2011,125,Red,560,600,580,
,18/06/2011,110,Red,555,595,575,
,19/06/2011,100,Red,550,590,570,
,20/06/2011,105,Red,565,605,585,
,21/06/2011,115,Red,580,620,600,
,23/06/2011,120,Red,595,635,615,
,24/06/2011,125,Red,600,640,620,
,25/06/2011,110,Red,585,625,605,
,26/06/2011,100,Red,570,610,590,
,27/06/2011,105,Red,560,600,580,
,28/06/2011,115,Red,575,615,595,
,30/06/2011,140,Red,590,630,610,
Ait,01/06/2011,4.7,Other,NR,NR,450,
,02/06/2011,4.4,Other,NR,NR,488,
,03/06/2011,2.2,Other,NR,NR,490,
,04/06/2011,0.2,Other,NR,NR,510,
,05/06/2011,4.8,Other,NR,NR,500,
,07/06/2011,1.5,Other,NR,NR,530,
,08/06/2011,0.8,Other,NR,NR,450,
,09/06/2011,8.8,Other,NR,NR,455,
,10/06/2011,2.3,Other,NR,NR,525,
,11/06/2011,6.5,Other,NR,NR,520,
,12/06/2011,1.7,Other,NR,NR,520,
,14/06/2011,2.5,Other,NR,NR,520,
,15/06/2011,1.4,Other,NR,NR,560,
,19/06/2011,1.8,Other,NR,NR,633,
,21/06/2011,2.8,Other,NR,NR,622,
,22/06/2011,1.7,Other,NR,NR,630,
,23/06/2011,1.8,Other,NR,NR,600,
,24/06/2011,0.4,Other,NR,NR,640,
,29/06/2011,0.6,Other,NR,NR,610,
Ajuha,02/06/2011,13,Red,NR,NR,540,
,06/06/2011,15,Red,NR,NR,550,
,09/06/2011,16,Red,NR,NR,600,
,13/06/2011,17,Red,NR,NR,625,
,16/06/2011,18,Red,NR,NR,660,
,20/06/2011,17,Red,NR,NR,670,
,23/06/2011,15,Red,NR,NR,700,
,27/06/2011,14,Red,NR,NR,725,
,30/06/2011,13,Red,NR,NR,725,
Akbarpur,01/06/2011,12,Other,625,670,650,
,02/06/2011,7,Other,630,675,650,
,03/06/2011,12,Other,625,675,650,
,05/06/2011,12,Other,625,675,650,
,08/06/2011,12,Other,630,675,650,
,09/06/2011,7,Other,620,675,650,
,10/06/2011,7,Other,625,675,650,
,12/06/2011,12,Other,625,675,655,
,13/06/2011,7,Other,625,675,650,
,16/06/2011,7,Other,625,675,655,
,18/06/2011,7,Other,625,675,655,
,19/06/2011,4,Other,700,850,750,
,22/06/2011,7,Other,800,850,825,
,23/06/2011,7,Other,780,850,800,
,24/06/2011,11,Other,800,850,825,
,27/06/2011,7,Other,790,850,810,
,29/06/2011,7,Other,775,850,810,
,30/06/2011,7,Other,780,850,810,
Aligarh,01/06/2011,52,Other,500,600,530,
