Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,03/10/2008,250,Other,825,900,850,
,04/10/2008,250,Other,825,900,850,
,06/10/2008,200,Other,825,900,860,
,07/10/2008,250,Other,800,860,825,
,08/10/2008,300,Other,800,875,825,
,09/10/2008,280,Other,800,875,825,
,10/10/2008,260,Other,800,860,825,
,13/10/2008,220,Other,825,900,850,
,14/10/2008,200,Other,825,900,850,
,15/10/2008,250,Other,825,900,850,
,16/10/2008,230,Other,825,900,850,
,17/10/2008,200,Other,800,860,850,
,18/10/2008,240, ,NR,NR,NR,
,20/10/2008,200,Other,800,900,860,
,21/10/2008,220,Other,800,875,860,
,22/10/2008,200,Other,850,900,875,
Aligarh,01/10/2008,24,Red,790,880,825,
,03/10/2008,23,Red,800,880,820,
,04/10/2008,25,Red,800,870,815,
,06/10/2008,28,Red,780,850,800,
,07/10/2008,32,Red,770,840,790,
,08/10/2008,35,Red,760,830,780,
,09/10/2008,40,Red,750,820,770,
,10/10/2008,43,Red,740,800,760,
,11/10/2008,48,Red,720,780,740,
,13/10/2008,52,Red,700,770,730,
,14/10/2008,51,Red,695,760,725,
,15/10/2008,56,Red,695,760,725,
,16/10/2008,55,Red,690,750,730,
,17/10/2008,58,Red,680,750,725,
,18/10/2008,45,Red,680,755,720,
,20/10/2008,47,Red,660,750,710,
,21/10/2008,49,Red,660,750,700,
,22/10/2008,45,Red,660,750,710,
,23/10/2008,49,Red,670,740,700,
,24/10/2008,41,Red,680,750,715,
,25/10/2008,44,Red,680,750,710,
,27/10/2008,40,Red,670,750,720,
,28/10/2008,50,Red,680,760,740,
Allahabad,01/10/2008,60,Other,NR,NR,825,
,03/10/2008,71.5,Other,NR,NR,825,
,04/10/2008,60,Other,NR,NR,825,
,06/10/2008,50,Other,NR,NR,850,
,07/10/2008,55,Other,NR,NR,850,
,10/10/2008,50,Other,NR,NR,800,
,15/10/2008,62.5,Other,NR,NR,800,
,16/10/2008,62.5,Other,NR,NR,800,
,20/10/2008,60,Other,NR,NR,775,
,21/10/2008,70,Other,NR,NR,700,
,22/10/2008,65,Other,NR,NR,700,
,23/10/2008,1,Other,NR,NR,800,
,24/10/2008,1,Other,NR,NR,675,
Amroha,03/10/2008,4,Other,715,765,740,
,04/10/2008,5,Other,710,760,730,
,05/10/2008,4,Other,710,760,730,
,06/10/2008,4,Other,690,730,710,
,07/10/2008,3,Other,690,730,710,
,08/10/2008,4,Other,700,735,720,
,09/10/2008,2,Other,700,735,720,
,10/10/2008,5,Other,700,735,720,
,11/10/2008,4,Other,710,740,725,
,12/10/2008,3,Other,715,745,730,
,13/10/2008,4,Other,715,750,735,
,14/10/2008,3,Other,715,750,735,
,15/10/2008,5,Other,720,755,740,
,16/10/2008,4,Other,720,755,740,
,17/10/2008,3,Other,730,765,750,
,18/10/2008,2, ,NR,NR,NR,
,19/10/2008,3,Other,750,795,770,
,20/10/2008,4,Other,750,795,770,
,21/10/2008,3,Other,740,790,760,
,22/10/2008,4,Other,735,770,755,
,23/10/2008,5,Other,735,785,760,
,24/10/2008,3,Other,730,780,760,
,25/10/2008,4,Other,725,775,750,
,26/10/2008,5,Other,725,765,740,
,27/10/2008,4,Other,720,760,730,
,28/10/2008,2,Other,710,750,725,
,29/10/2008,4,Other,700,740,720,
,30/10/2008,6,Other,710,750,725,
,31/10/2008,5,Other,720,760,730,
Auraiya,01/10/2008,6,Red,NR,NR,790,
,02/10/2008,7.5,Red,NR,NR,775,
,03/10/2008,8,Red,NR,NR,785,
,04/10/2008,5,Red,NR,NR,790,
,06/10/2008,8,Red,NR,NR,775,
,07/10/2008,6,Red,NR,NR,790,
,08/10/2008,8.5,Red,NR,NR,785,
,10/10/2008,7,Red,NR,NR,780,
,11/10/2008,5,Red,NR,NR,800,
,13/10/2008,8.5,Red,NR,NR,810,
,14/10/2008,8,Red,NR,NR,800,
,15/10/2008,8,Red,NR,NR,800,
,16/10/2008,7,Red,NR,NR,825,
,17/10/2008,8,Red,NR,NR,800,
,18/10/2008,7, ,NR,NR,NR,
,20/10/2008,7.5,Red,NR,NR,820,
,21/10/2008,9,Red,NR,NR,835,
,22/10/2008,11,Red,NR,NR,850,
,23/10/2008,9,Red,NR,NR,860,
,24/10/2008,7.5,Red,NR,NR,865,
,25/10/2008,9,Red,NR,NR,850,
,27/10/2008,11,Red,NR,NR,830,
,31/10/2008,12,Red,NR,NR,810,
Azamgarh,01/10/2008,10,Other,950,950,950,
,04/10/2008,10,Other,980,1000,1000,
,06/10/2008,11,Other,1000,1000,1000,
,07/10/2008,11,Other,1000,1000,1000,
,08/10/2008,11,Other,1000,1000,1000,
,09/10/2008,11,Other,1000,1000,1000,
,10/10/2008,11,Other,1000,1000,1000,
,13/10/2008,10,Other,950,1000,960,
,15/10/2008,10,Other,950,1000,960,
,20/10/2008,10,Other,990,1000,1000,
,21/10/2008,10,Other,990,990,990,
,22/10/2008,10,Other,1000,1025,1015,
,23/10/2008,10,Other,1000,1000,1000,
,24/10/2008,10, ,NR,NR,NR,
,25/10/2008,10, ,NR,NR,NR,
Bachranwa,03/10/2008,0.4,Other,NR,NR,700,
,07/10/2008,0.7,Other,NR,NR,700,
,14/10/2008,50,Other,NR,NR,750,
,24/10/2008,0.8,Other,NR,NR,800,
Badayoun,03/10/2008,10,Other,NR,NR,650,
,04/10/2008,8,Other,NR,NR,630,
,05/10/2008,0.7,Other,NR,NR,625,
,,,Red,NR,NR,625,
,06/10/2008,0.75,Red,NR,NR,610,
,07/10/2008,10,Other,NR,NR,615,
,08/10/2008,7,Other,NR,NR,610,
,09/10/2008,5,Other,NR,NR,605,
,10/10/2008,8,Other,NR,NR,615,
,11/10/2008,7.5,Other,NR,NR,610,
