Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/07/2009,480,Other,600,700,670,
,03/07/2009,51,Other,600,700,650,
,04/07/2009,50,Other,600,675,660,
,06/07/2009,48,Other,600,675,650,
,08/07/2009,40,Other,600,675,675,
,09/07/2009,37,Other,600,700,680,
,13/07/2009,320,Other,650,700,690,
,14/07/2009,300,Other,625,700,690,
,15/07/2009,320,Other,625,700,675,
,16/07/2009,310,Other,625,700,680,
,17/07/2009,280,Other,625,700,680,
,18/07/2009,260,Other,650,700,690,
,20/07/2009,300,Other,650,700,680,
,21/07/2009,270,Other,600,700,680,
,22/07/2009,300,Other,600,680,675,
,23/07/2009,980,Other,600,700,675,
,24/07/2009,290,Other,600,675,650,
,25/07/2009,280,Other,600,660,650,
,27/07/2009,300,Other,600,665,650,
,28/07/2009,260,Other,625,700,700,
,29/07/2009,280,Other,625,700,700,
,30/07/2009,270,Other,650,725,700,
,31/07/2009,255,Other,700,750,720,
Ajuha,02/07/2009,13,Other,NR,NR,700,
,04/07/2009,14,Other,NR,NR,750,
,06/07/2009,11,Other,NR,NR,800,
,09/07/2009,12.5,Other,NR,NR,900,
Aligarh,01/07/2009,33,Red,600,700,650,
,02/07/2009,36,Red,600,700,640,
,03/07/2009,34,Red,600,680,645,
,04/07/2009,32,Red,610,690,650,
,06/07/2009,30,Red,615,690,660,
,07/07/2009,28,Red,630,700,670,
,08/07/2009,30,Red,630,700,670,
,09/07/2009,34,Red,650,710,680,
,10/07/2009,36,Red,660,725,700,
,11/07/2009,30,Other,680,730,710,
,,,Red,680,730,710,
,13/07/2009,28,Red,690,740,715,
,14/07/2009,30,Red,680,740,710,
,15/07/2009,29,Red,690,750,720,
,16/07/2009,33,Red,700,760,725,
,17/07/2009,37.5,Red,715,780,740,
,18/07/2009,35,Red,720,790,745,
,20/07/2009,38,Red,730,800,750,
,21/07/2009,35,Red,700,780,740,
,22/07/2009,35,Red,715,790,760,
,23/07/2009,32,Red,730,800,770,
,24/07/2009,30, ,NR,NR,NR,
,25/07/2009,28,Red,740,810,785,
,28/07/2009,26,Red,750,820,800,
,29/07/2009,32,Red,750,815,780,
,30/07/2009,34,Red,730,800,770,
Allahabad,01/07/2009,80,Other,NR,NR,625,
,02/07/2009,70,Other,NR,NR,650,
,03/07/2009,75,Other,NR,NR,650,
,06/07/2009,90,Other,NR,NR,650,
,08/07/2009,100,Other,NR,NR,650,
,09/07/2009,1,Other,NR,NR,600,
,10/07/2009,85,Other,NR,NR,650,
,13/07/2009,75,Other,NR,NR,650,
,15/07/2009,60,Other,NR,NR,655,
Amroha,02/07/2009,3,Other,590,650,620,
,03/07/2009,2,Other,580,640,615,
,04/07/2009,3,Other,580,640,615,
,05/07/2009,2,Other,580,640,615,
,06/07/2009,4,Other,570,630,610,
,07/07/2009,3,Other,570,630,610,
,08/07/2009,4,Other,580,640,615,
,09/07/2009,3,Other,580,640,615,
,10/07/2009,4,Other,590,650,620,
,11/07/2009,3,Other,590,650,620,
,12/07/2009,2,Other,595,655,625,
,13/07/2009,3,Other,595,655,625,
,14/07/2009,4,Other,600,660,630,
,15/07/2009,2,Other,600,660,630,
,16/07/2009,3,Other,610,665,635,
,17/07/2009,2,Other,600,650,625,
,18/07/2009,3,Other,600,650,625,
,19/07/2009,2,Other,600,650,625,
,20/07/2009,4,Other,610,660,630,
,21/07/2009,5,Other,610,665,635,
,22/07/2009,4,Other,610,665,635,
,23/07/2009,5,Other,610,660,630,
,24/07/2009,4,Other,610,665,635,
,25/07/2009,3,Other,615,670,640,
,26/07/2009,2,Other,615,670,640,
,27/07/2009,2,Other,615,665,635,
,28/07/2009,3,Other,615,665,635,
,29/07/2009,4,Other,610,670,640,
,30/07/2009,3,Other,610,670,640,
,31/07/2009,4,Other,610,670,640,
Anwala,31/07/2009,80,Medium,NR,NR,730,
Auraiya,01/07/2009,13,Red,NR,NR,650,
,02/07/2009,11,Red,NR,NR,675,
,03/07/2009,12,Red,NR,NR,660,
,04/07/2009,13.5,Red,NR,NR,665,
,06/07/2009,9,Red,NR,NR,690,
,07/07/2009,8,Red,NR,NR,700,
,08/07/2009,11,Red,NR,NR,700,
,09/07/2009,9.5,Red,NR,NR,720,
,10/07/2009,12,Red,NR,NR,725,
,11/07/2009,11,Red,NR,NR,740,
,13/07/2009,10,Red,NR,NR,750,
,14/07/2009,12,Red,NR,NR,780,
,15/07/2009,14,Red,NR,NR,780,
,16/07/2009,11.5,Red,NR,NR,775,
,17/07/2009,13,Red,NR,NR,765,
,18/07/2009,14,Red,NR,NR,760,
,20/07/2009,13.5,Red,NR,NR,770,
,21/07/2009,15,Red,NR,NR,760,
,22/07/2009,12,Red,NR,NR,775,
,23/07/2009,11,Red,NR,NR,790,
,24/07/2009,13,Red,NR,NR,800,
,25/07/2009,14,Red,NR,NR,800,
,27/07/2009,12,Red,NR,NR,805,
Azamgarh,01/07/2009,10,Other,865,885,875,
,02/07/2009,11,Other,890,910,900,
,03/07/2009,10,Other,905,925,915,
,04/07/2009,10,Other,920,940,930,
,08/07/2009,11,Other,955,975,965,
,09/07/2009,11,Other,955,975,965,
,14/07/2009,11,Other,990,1010,1000,
,15/07/2009,11,Other,990,1010,1000,
,16/07/2009,10,Other,990,1010,1000,
,17/07/2009,8,Other,990,1010,1000,
,20/07/2009,7.5,Other,890,910,900,
,21/07/2009,11,Other,940,960,950,
,22/07/2009,11,Other,940,960,950,
,25/07/2009,9.5,Other,890,910,900,
,27/07/2009,10,Other,940,960,950,
,28/07/2009,11,Other,940,960,950,
,30/07/2009,10,Other,990,1010,1000,
,31/07/2009,11,Other,990,1010,1000,
Bachranwa,03/07/2009,0.2,Other,NR,NR,800,
,07/07/2009,0.2, ,NR,NR,NR,
,28/07/2009,1.2,Other,NR,NR,820,
Badayoun,01/07/2009,4,Other,NR,NR,650,
,02/07/2009,5,Other,NR,NR,660,
,03/07/2009,8,Other,NR,NR,670,
,04/07/2009,9,Other,NR,NR,680,
,06/07/2009,7,Other,NR,NR,690,
,08/07/2009,8,Other,NR,NR,700,
,09/07/2009,6,Other,NR,NR,710,
,10/07/2009,5,Other,NR,NR,720,
,13/07/2009,4,Other,NR,NR,730,
,14/07/2009,5,Other,NR,NR,740,
,15/07/2009,7,Other,NR,NR,750,
,16/07/2009,4,Other,NR,NR,760,
,17/07/2009,5,Other,NR,NR,760,
,18/07/2009,6,Other,NR,NR,740,
,20/07/2009,7,Other,NR,NR,720,
,21/07/2009,5,Other,NR,NR,710,
,22/07/2009,6,Other,NR,NR,700,
,23/07/2009,5,Other,NR,NR,700,
,24/07/2009,6,Other,NR,NR,750,
,25/07/2009,6.5,Other,NR,NR,775,
,27/07/2009,6,Other,NR,NR,785,
,28/07/2009,5,Other,NR,NR,775,
,29/07/2009,7,Other,NR,NR,805,
,30/07/2009,7.5,Other,NR,NR,810,
,31/07/2009,8.5,Other,NR,NR,820,
Bahraich,01/07/2009,23,Local,840,855,845,
,02/07/2009,35,Local,835,845,840,
,03/07/2009,36.5,Local,815,825,820,
,04/07/2009,35,Local,820,835,825,
,06/07/2009,31,Local,835,845,840,
,08/07/2009,30,Local,845,855,850,
,09/07/2009,21.5,Local,865,875,870,
,10/07/2009,22,Local,865,875,870,
,13/07/2009,20,Local,890,900,895,
,14/07/2009,22.5,Local,875,885,880,
,15/07/2009,23,Local,860,880,875,
,16/07/2009,24,Local,865,875,870,
,17/07/2009,25,Local,860,875,865,
,18/07/2009,24,Local,865,875,870,
,22/07/2009,22.2,Local,865,880,875,
,23/07/2009,26,Local,865,875,870,
,24/07/2009,21.5,Local,860,880,875,
,25/07/2009,22.5,Local,860,875,870,
,27/07/2009,21,Local,875,885,880,
,28/07/2009,22,Local,865,875,870,
,29/07/2009,23,Local,860,875,865,
,30/07/2009,25,Local,855,865,860,
,31/07/2009,21,Local,855,865,860,
Ballia,01/07/2009,43,Other,850,870,860,
,02/07/2009,27,Other,500,560,550,
,03/07/2009,27,Other,850,880,860,
,04/07/2009,36,Other,850,900,880,
,06/07/2009,27,Other,870,900,875,
