Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/02/2012,348,Red,630,700,675,
,03/02/2012,349,Red,NR,NR,670,
,04/02/2012,335,Red,655,705,680,
,06/02/2012,344,Red,NR,NR,670,
,07/02/2012,310,Red,NR,NR,675,
,08/02/2012,350,Red,NR,NR,650,
,09/02/2012,345,Red,NR,NR,660,
,10/02/2012,325,Other,600,700,665,
,13/02/2012,865,Other,600,700,640,
,14/02/2012,350,Red,630,670,650,
,15/02/2012,330,Red,NR,NR,655,
,16/02/2012,355,Red,NR,NR,640,
,17/02/2012,330,Other,630,670,650,
,,,Red,NR,NR,650,
,18/02/2012,340,Red,NR,NR,630,
,19/02/2012,340,Other,600,660,630,
,20/02/2012,350,Red,NR,NR,625,
,21/02/2012,335,Red,NR,NR,640,
,22/02/2012,365,Other,610,660,635,
,23/02/2012,357,Other,620,660,640,
,24/02/2012,360,Other,610,650,630,
,25/02/2012,345,Other,620,660,640,
Ajuha,02/02/2012,18,Red,NR,NR,490,
,06/02/2012,17.5,Red,NR,NR,475,
,09/02/2012,17,Red,NR,NR,480,
,13/02/2012,20,Red,NR,NR,475,
,16/02/2012,22.5,Red,NR,NR,485,
,20/02/2012,25,Red,NR,NR,490,
,23/02/2012,27.5,Red,NR,NR,465,
,27/02/2012,25,Red,NR,NR,475,
Akbarpur,02/02/2012,11,Other,600,675,650,
,03/02/2012,12,Other,600,675,650,
,05/02/2012,12,Other,600,650,630,
,09/02/2012,12,Other,600,650,625,
,11/02/2012,12,Other,600,650,625,
,12/02/2012,11,Other,600,650,625,
,16/02/2012,12,Other,600,650,625,
,18/02/2012,12,Other,610,650,625,
,19/02/2012,12,Other,600,650,625,
,22/02/2012,12,Other,600,650,630,
,24/02/2012,12,Other,600,650,630,
,26/02/2012,12,Other,600,675,630,
,27/02/2012,11,Other,600,650,630,
Aligarh,01/02/2012,52,Red,610,710,670,
,02/02/2012,51,Red,620,730,680,
,03/02/2012,53,Red,620,730,670,
,04/02/2012,54,Red,610,720,660,
,06/02/2012,55,Red,600,700,650,
,07/02/2012,53,Red,600,700,650,
,08/02/2012,54,Red,600,700,640,
,09/02/2012,50,Red,600,700,640,
,10/02/2012,56,Red,590,680,630,
,11/02/2012,55,Red,590,680,630,
,13/02/2012,54,Red,590,680,630,
,14/02/2012,50,Red,600,680,640,
,15/02/2012,48,Red,600,700,650,
,16/02/2012,49,Red,600,700,640,
,17/02/2012,48,Red,600,700,650,
,18/02/2012,50,Red,600,700,640,
,21/02/2012,48,Red,600,700,650,
,22/02/2012,47,Red,600,710,660,
,23/02/2012,49,Red,600,710,660,
,24/02/2012,48,Red,620,720,670,
,25/02/2012,50,Red,620,720,670,
