Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achnera,01/05/2010,1.7,Other,650,725,685,
,02/05/2010,1.8,Other,650,725,685,
,03/05/2010,1.7,Other,650,725,675,
,04/05/2010,1.8,Other,650,725,670,
,05/05/2010,1.9,Other,650,725,665,
,06/05/2010,1.8,Other,650,725,665,
,08/05/2010,2,Other,650,700,660,
,09/05/2010,2.1,Other,650,700,660,
,10/05/2010,2.2,Other,650,700,660,
,11/05/2010,2.6,Other,650,700,660,
,12/05/2010,2.6,Other,650,700,660,
,13/05/2010,1.9,Other,650,725,650,
,15/05/2010,2.2,Other,600,700,650,
,16/05/2010,2.4,Other,600,700,655,
,17/05/2010,2.4,Other,600,700,655,
,18/05/2010,2.4,Other,600,700,655,
,19/05/2010,2.5,Other,600,700,650,
,20/05/2010,2.6,Other,600,700,655,
,22/05/2010,2.6,Other,600,700,655,
,23/05/2010,2.8,Other,600,700,650,
,24/05/2010,2.6,Other,600,700,650,
,25/05/2010,2.4,Other,600,700,650,
,26/05/2010,2.2,Other,600,700,650,
,27/05/2010,2.6,Other,600,700,685,
,29/05/2010,2.1,Other,600,700,650,
,30/05/2010,2,Other,600,700,655,
,31/05/2010,2.2,Other,600,700,650,
Agra,03/05/2010,520,Other,625,700,680,
,04/05/2010,510,Other,625,700,685,
,05/05/2010,515,Other,625,700,680,
,06/05/2010,530,Other,600,675,650,
,07/05/2010,500,Other,600,675,675,
,10/05/2010,520,Other,600,700,640,
,11/05/2010,550,Other,600,700,640,
,12/05/2010,525,Other,600,675,650,
,13/05/2010,510,Other,600,675,660,
,14/05/2010,520,Other,600,675,650,
,15/05/2010,505,Other,600,675,660,
,17/05/2010,520, ,NR,NR,NR,
,18/05/2010,510,Other,600,675,655,
,19/05/2010,500,Other,600,700,665,
,20/05/2010,520,Other,600,700,650,
,21/05/2010,510,Other,600,700,660,
,22/05/2010,500,Other,600,700,670,
,24/05/2010,505,Other,600,700,650,
,25/05/2010,500,Other,600,700,665,
,26/05/2010,500,Other,600,700,660,
,27/05/2010,430,Other,625,700,675,
,28/05/2010,440,Other,625,700,670,
,29/05/2010,430,Other,625,700,680,
,31/05/2010,435, ,NR,NR,NR,
Ahirora,01/05/2010,6.5,Other,570,610,590,
