Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/11/2011,0.5,Red,1050,1225,1175,
,02/11/2011,0.7,Red,1100,1250,1200,
,03/11/2011,1,Red,1150,1280,1225,
,05/11/2011,0.4,Red,1150,1350,1275,
,07/11/2011,1,Red,1150,1300,1250,
,08/11/2011,0.5, ,NR,NR,NR,
,09/11/2011,0.3,Red,1100,1250,1200,
,10/11/2011,1.5,Red,1180,1250,1220,
,11/11/2011,0.8,Red,1150,1275,1240,
,12/11/2011,0.3,Red,1175,1250,1220,
,14/11/2011,1.2,Red,1100,1250,1200,
,15/11/2011,0.5,Red,1100,1225,1170,
,16/11/2011,0.4,Red,1100,1200,1150,
,17/11/2011,1,Red,1080,1150,1125,
,18/11/2011,0.5,Red,1080,1180,1130,
,19/11/2011,0.3,Red,1080,1200,1140,
,21/11/2011,1,Red,1100,1200,1145,
,23/11/2011,0.6,Red,1100,1150,1115,
,24/11/2011,0.8,Red,1050,1150,1105,
,25/11/2011,0.4,Red,1050,1150,1100,
,28/11/2011,1.5,Red,1100,1250,1200,
,29/11/2011,0.7,Red,1150,1275,1225,
,30/11/2011,0.3,Red,1100,1225,1180,
Achnera,01/11/2011,1,Other,960,975,970,
,02/11/2011,1.2,Other,950,970,960,
,04/11/2011,1,Other,960,980,970,
,05/11/2011,1,Other,970,990,980,
,06/11/2011,1,Other,985,990,985,
,07/11/2011,1,Other,980,1000,990,
,08/11/2011,1.3,Other,990,1010,1000,
,09/11/2011,1.2,Other,960,985,975,
,11/11/2011,1.3,Other,1000,1020,1010,
,12/11/2011,1,Other,970,990,980,
,13/11/2011,1.2,Other,975,990,985,
,14/11/2011,1.1,Other,980,1000,990,
,15/11/2011,1,Other,960,985,975,
,16/11/2011,1.1,Other,980,995,985,
,18/11/2011,1,Other,990,1010,1000,
,19/11/2011,1.1,Other,970,990,980,
,20/11/2011,1.3,Other,1000,1020,1010,
,21/11/2011,1,Other,980,1000,990,
,22/11/2011,1.2,Other,965,985,975,
,23/11/2011,1.1,Other,980,1000,990,
,25/11/2011,1,Other,965,985,975,
,26/11/2011,1,Other,990,1010,1000,
,27/11/2011,1.1,Other,970,990,980,
,28/11/2011,1.1,Other,975,995,985,
,29/11/2011,1,Other,780,800,790,
