Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/11/2013,17.5, ,NR,NR,NR,
,02/11/2013,20, ,NR,NR,NR,
,05/11/2013,10,Red,3600,3700,3650,
,06/11/2013,12.5,Red,3300,3400,3350,
,07/11/2013,15,Red,3450,3550,3500,
,08/11/2013,11,Red,3500,3600,3560,
,09/11/2013,8,Red,3600,3700,3650,
,11/11/2013,9.5,Red,3550,3650,3600,
,12/11/2013,6.5,Red,3750,3850,3800,
,13/11/2013,5,Red,3900,4000,3950,
,14/11/2013,9,Red,3850,3950,3900,
,15/11/2013,7.5,Red,3950,4000,3980,
,16/11/2013,11.5,Red,3900,4000,3950,
,18/11/2013,8, ,NR,NR,NR,
,19/11/2013,6.5, ,NR,NR,NR,
,20/11/2013,5, ,NR,NR,NR,
,21/11/2013,9, ,NR,NR,NR,
,22/11/2013,12, ,NR,NR,NR,
,23/11/2013,17.5,Red,3200,3300,3250,
,25/11/2013,22.5,Red,2600,2700,2650,
,26/11/2013,16,Red,2700,2800,2750,
,27/11/2013,10,Red,2750,2850,2800,
,28/11/2013,15,Red,2650,2750,2700,
,29/11/2013,11,Red,2720,2800,2745,
,30/11/2013,17,Red,2475,2600,2550,
Achnera,30/11/2013,1.4,Red,NR,NR,3000,
Agra,02/11/2013,140,Red,NR,NR,4000,
,03/11/2013,138,Red,NR,NR,4000,
,04/11/2013,135,Red,NR,NR,4020,
,05/11/2013,130,Red,NR,NR,4050,
,06/11/2013,120,Red,NR,NR,4080,
,07/11/2013,125,Red,NR,NR,4070,
,08/11/2013,136,Red,NR,NR,4040,
,09/11/2013,130,Red,NR,NR,4050,
,10/11/2013,135,Red,NR,NR,4045,
,11/11/2013,140,Red,NR,NR,4000,
,12/11/2013,125,Red,NR,NR,4020,
,13/11/2013,128,Red,NR,NR,4010,
,14/11/2013,140,Red,NR,NR,3980,
,15/11/2013,155,Red,NR,NR,3970,
,16/11/2013,165,Red,NR,NR,3950,
,17/11/2013,145,Red,NR,NR,3980,
,18/11/2013,180,Red,NR,NR,3900,
,19/11/2013,170,Red,3900,3950,3930,
,20/11/2013,175,Red,NR,NR,3920,
,23/11/2013,18.5,Red,NR,NR,3000,
,25/11/2013,19,Red,NR,NR,3015,
,26/11/2013,22,Red,NR,NR,2990,
,27/11/2013,23.5,Red,NR,NR,2850,
,28/11/2013,195,Red,NR,NR,2860,
,29/11/2013,225,Red,NR,NR,2840,
,30/11/2013,218,Red,NR,NR,2850,
Ajuha,07/11/2013,33,Red,NR,NR,4675,
,11/11/2013,52.5,Red,NR,NR,4165,
,14/11/2013,56,Red,NR,NR,4030,
,18/11/2013,64,Red,NR,NR,4000,
,21/11/2013,72,Red,NR,NR,4000,
,25/11/2013,59,Red,NR,NR,3240,
,28/11/2013,67,Red,NR,NR,2770,
Akbarpur,01/11/2013,24,Other,4450,4550,4500,
,02/11/2013,22,Other,4350,4450,4400,
,04/11/2013,14,Other,4400,4500,4450,
,05/11/2013,22,Other,4400,4500,4450,
,06/11/2013,24,Other,4450,4550,4500,
,07/11/2013,12,Other,4600,4650,4630,
,08/11/2013,21,Other,4450,4600,4500,
,09/11/2013,24,Other,4400,4500,4450,
,10/11/2013,117,Other,1450,1500,1475,
,11/11/2013,14,Other,4400,4500,4450,
,12/11/2013,14,Other,4480,4550,4500,
,13/11/2013,12,Other,4450,4550,4500,
,14/11/2013,21,Other,4450,4550,4500,
,16/11/2013,4550, ,NR,NR,NR,
,19/11/2013,32,Other,4050,4150,4100,
,23/11/2013,57,Other,3350,3450,3400,
,24/11/2013,24,Other,3300,3400,3350,
,26/11/2013,24,Other,3300,3400,3350,
,28/11/2013,37,Other,3000,3075,3050,
,29/11/2013,32,Other,3020,3100,3050,
Aligarh,01/11/2013,65,Red,4350,4450,4400,
,02/11/2013,70,Red,4300,4400,4350,
,05/11/2013,73,Red,4300,4400,4340,
,08/11/2013,75,Red,4200,4400,4300,
,09/11/2013,70,Red,4300,4400,4350,
,11/11/2013,70,Red,4350,4500,4400,
,12/11/2013,70,Red,4400,4500,4450,
,13/11/2013,75,Red,4150,4450,4400,
,14/11/2013,80,Red,4300,4400,4350,
,16/11/2013,80,Red,4300,4400,4360,
,18/11/2013,85,Red,4300,4400,4350,
,19/11/2013,90,Red,3950,4050,4000,
,20/11/2013,90,Red,3900,4050,3950,
,21/11/2013,100,Red,3900,4000,3940,
,22/11/2013,100,Red,3700,3900,3800,
,23/11/2013,110,Red,3710,3900,3800,
,25/11/2013,100,Red,3300,3450,3400,
,26/11/2013,100,Red,3290,3440,3400,
,27/11/2013,90,Red,3350,3450,3420,
,28/11/2013,100,Red,3350,3450,3400,
,29/11/2013,120,Red,3000,3150,3100,
Anwala,30/11/2013,67,Red,NR,NR,2925,
Atarra,02/11/2013,3,Red,NR,NR,3850,
,03/11/2013,4,Red,NR,NR,3500,
,05/11/2013,2.5,Red,NR,NR,3500,
,06/11/2013,4,Red,NR,NR,3350,
,07/11/2013,5,Red,NR,NR,3250,
,09/11/2013,5.5,Red,NR,NR,3250,
,10/11/2013,4,Red,NR,NR,3250,
,11/11/2013,6,Red,NR,NR,3250,
,12/11/2013,5,Red,NR,NR,3200,
,13/11/2013,6,Red,NR,NR,3250,
,14/11/2013,5,Red,NR,NR,3400,
,16/11/2013,6,Red,NR,NR,3400,
,17/11/2013,7,Red,NR,NR,3350,
,18/11/2013,6,Red,NR,NR,3350,
,19/11/2013,5,Red,NR,NR,3250,
,20/11/2013,6,Red,NR,NR,3250,
,21/11/2013,7,Red,NR,NR,3250,
,23/11/2013,6.5,Red,NR,NR,3200,
,24/11/2013,5,Red,NR,NR,3200,
,25/11/2013,7,Red,NR,NR,3150,
,26/11/2013,6.5,Red,NR,NR,3150,
,27/11/2013,7.5,Red,NR,NR,3150,
,28/11/2013,6,Red,NR,NR,3200,
,30/11/2013,7,Red,NR,NR,2650,
Auraiya,01/11/2013,8, ,NR,NR,NR,
,02/11/2013,5, ,NR,NR,NR,
,06/11/2013,8, ,NR,NR,NR,
,07/11/2013,6, ,NR,NR,NR,
,08/11/2013,7, ,NR,NR,NR,
,09/11/2013,6.5, ,NR,NR,NR,
,11/11/2013,5, ,NR,NR,NR,
,12/11/2013,7, ,NR,NR,NR,
,13/11/2013,6, ,NR,NR,NR,
,15/11/2013,8, ,NR,NR,NR,
,16/11/2013,7, ,NR,NR,NR,
,18/11/2013,6, ,NR,NR,NR,
,19/11/2013,8, ,NR,NR,NR,
,20/11/2013,7, ,NR,NR,NR,
,23/11/2013,6.5, ,NR,NR,NR,
,25/11/2013,5, ,NR,NR,NR,
Azamgarh,01/11/2013,40, ,NR,NR,NR,
,02/11/2013,40, ,NR,NR,NR,
,07/11/2013,10,Other,4650,4750,4700,
,08/11/2013,15,Other,4700,4800,4750,
,09/11/2013,12, ,NR,NR,NR,
,11/11/2013,10, ,NR,NR,NR,
,12/11/2013,8, ,NR,NR,NR,
,13/11/2013,6, ,NR,NR,NR,
,16/11/2013,7, ,NR,NR,NR,
,19/11/2013,5, ,NR,NR,NR,
,20/11/2013,10, ,NR,NR,NR,
,21/11/2013,11,Other,3790,3810,3800,
,22/11/2013,12,Other,3490,3510,3500,
,23/11/2013,20,Other,3190,3210,3200,
,25/11/2013,50,Other,2900,3100,3000,
,26/11/2013,60,Other,2700,2900,2800,
,27/11/2013,50,Other,2870,2890,2880,
,28/11/2013,60,Other,2750,2850,2800,
,29/11/2013,70,Other,2740,2760,2750,
Baberu,01/11/2013,1.5, ,NR,NR,NR,
,02/11/2013,4.5, ,NR,NR,NR,
,03/11/2013,5, ,NR,NR,NR,
Bahedi,27/11/2013,97.5,Red,NR,NR,3100,
Bahraich,01/11/2013,24, ,NR,NR,NR,
,02/11/2013,21,Red,3780,3830,3800,
,05/11/2013,20,Red,3780,3820,3800,
,06/11/2013,22,Red,3750,3850,3800,
,07/11/2013,13,Red,3960,4000,3980,
,08/11/2013,11.5,Red,4160,4200,4180,
,09/11/2013,11,Red,4180,4210,4195,
,11/11/2013,10,Red,4170,4210,4190,
,12/11/2013,9,Red,4180,4220,4200,
,13/11/2013,10,Red,4170,4250,4200,
,14/11/2013,11,Red,4100,4200,4150,
,16/11/2013,8.5,Red,4060,4150,4100,
,18/11/2013,7.5,Red,4100,4140,4120,
,19/11/2013,8,Red,4080,4120,4100,
,20/11/2013,8.5, ,NR,NR,NR,
,21/11/2013,9.5, ,NR,NR,NR,
,22/11/2013,11, ,NR,NR,NR,
,23/11/2013,10, ,NR,NR,NR,
,25/11/2013,11,Red,3840,3880,3860,
,26/11/2013,11,Red,3470,3520,3500,
,27/11/2013,12.5,Red,3280,3320,3300,
,28/11/2013,13.5,Red,3230,3270,3250,
,29/11/2013,14,Red,3155,3250,3200,
,30/11/2013,13.5,Red,3130,3170,3150,
Ballia,01/11/2013,36,Red,NR,NR,3800,
,02/11/2013,36,Red,NR,NR,3800,
,04/11/2013,27,Red,NR,NR,4000,
,05/11/2013,36,Red,NR,NR,4100,
,06/11/2013,27,Red,NR,NR,3850,
,07/11/2013,36,Red,NR,NR,4200,
,08/11/2013,36,Red,NR,NR,4300,
,09/11/2013,27,Red,NR,NR,4350,
,11/11/2013,27,Red,NR,NR,4300,
