Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,02/03/2015,20,Red,1400,1600,1500,
,03/03/2015,16,Red,1450,1620,1525,
,04/03/2015,12.5,Red,1500,1600,1540,
,05/03/2015,15,Red,1400,1600,1500,
,07/03/2015,12,Red,1500,1600,1550,
,09/03/2015,17.5,Red,1450,1600,1530,
,10/03/2015,15,Red,1500,1700,1600,
,11/03/2015,20,Red,1500,1600,1550,
,12/03/2015,16,Red,1500,1650,1575,
,13/03/2015,13,Red,1500,1700,1600,
,14/03/2015,15,Red,1500,1650,1570,
,16/03/2015,12,Red,1550,1650,1600,
,17/03/2015,11,Red,1600,1700,1650,
,18/03/2015,8,Red,1600,1750,1680,
,19/03/2015,13,Red,1600,1700,1640,
,20/03/2015,12,Red,1600,1750,1670,
,21/03/2015,15,Red,1600,1700,1650,
,23/03/2015,17.5,Red,1580,1700,1625,
,24/03/2015,13.5,Red,1600,1700,1640,
,25/03/2015,12,Red,1600,1800,1700,
,27/03/2015,13,Red,1650,1775,1700,
,28/03/2015,12,Red,1700,1800,1750,
,30/03/2015,14.5,Red,1650,1780,1725,
,31/03/2015,11.5,Red,1700,1800,1750,
Achnera,28/03/2015,29,Red,NR,NR,1540,
Agra,02/03/2015,250,Red,1600,1700,1660,
,03/03/2015,250,Red,1640,1700,1675,
,04/03/2015,258,Red,1620,1700,1670,
,09/03/2015,255,Red,1620,1700,1680,
,11/03/2015,240,Red,1650,1780,1700,
,12/03/2015,235,Red,1670,1790,1720,
,13/03/2015,230,Red,1700,1790,1730,
,14/03/2015,260,Red,1700,1800,1725,
,16/03/2015,220,Red,1700,1800,1750,
,17/03/2015,215,Red,1700,1800,1760,
,18/03/2015,230,Red,1720,1790,1755,
,19/03/2015,250,Red,1700,1790,1750,
,20/03/2015,240,Red,1690,1840,1780,
,21/03/2015,350,Red,1750,1830,1790,
,23/03/2015,255,Red,1720,1850,1785,
,24/03/2015,250,Red,1710,1850,1790,
,25/03/2015,240,Red,1750,1860,1800,
,26/03/2015,350,Red,1760,1850,1810,
,27/03/2015,230,Red,1760,1900,1820,
,30/03/2015,240,Red,1780,1860,1825,
,31/03/2015,230,Red,1800,1870,1835,
Ahirora,30/03/2015,8,Other,NR,NR,1650,
Ajuha,02/03/2015,62,Local,NR,NR,1470,
,05/03/2015,66,Local,NR,NR,1470,
,09/03/2015,57,Local,NR,NR,1500,
,12/03/2015,63.5,Local,NR,NR,1525,
,16/03/2015,78,Local,NR,NR,1525,
,19/03/2015,58.5,Local,NR,NR,1540,
,23/03/2015,61,Local,NR,NR,1530,
,26/03/2015,57,Local,NR,NR,1545,
,30/03/2015,68,Local,NR,NR,1555,
Akbarpur,04/03/2015,35,Nasik,1600,1675,1650,
,05/03/2015,32,Nasik,1600,1675,1650,
,08/03/2015,34,Nasik,1600,1975,1650,
,09/03/2015,32,Nasik,1600,1690,1650,
,11/03/2015,32,Nasik,1600,1700,1650,
,12/03/2015,24,Nasik,1600,1700,1650,
,14/03/2015,34,Nasik,1600,1700,1650,
,16/03/2015,25,Nasik,1620,1720,1670,
,19/03/2015,32,Nasik,1600,1700,1650,
,20/03/2015,31,Nasik,1600,1680,1640,
,24/03/2015,32,Nasik,1540,1620,1580,
,25/03/2015,26,Nasik,1450,1560,1510,
,27/03/2015,34,Nasik,1500,1600,1550,
,28/03/2015,32,Nasik,1500,1600,1550,
,30/03/2015,34,Nasik,1500,1580,1540,
Aliganj,26/03/2015,2.5,Red,NR,NR,1640,
Aligarh,02/03/2015,90,Dry F.A.Q.,1600,1700,1670,
,03/03/2015,70,Dry F.A.Q.,1600,1700,1640,
,04/03/2015,80,Dry F.A.Q.,1600,1700,1650,
,05/03/2015,60,Dry F.A.Q.,1600,1700,1670,
,07/03/2015,70,Dry F.A.Q.,1650,1700,1680,
,09/03/2015,75,Dry F.A.Q.,1600,1700,1670,
,10/03/2015,80,Dry F.A.Q.,1650,1700,1680,
,11/03/2015,75,Dry F.A.Q.,1650,1720,1690,
