Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Aligarh,01/04/2006,18,Red,450,500,475,
,03/04/2006,18,Red,400,550,470,
,04/04/2006,20,Red,450,490,470,
,05/04/2006,22,Red,460,500,480,
,06/04/2006,19,Red,460,500,470,
,07/04/2006,23,Red,460,500,470,
,08/04/2006,20,Red,410,500,460,
,10/04/2006,19,Red,410,500,450,
,13/04/2006,21,Red,410,500,450,
,14/04/2006,20,Red,400,480,460,
,15/04/2006,22,Red,400,480,460,
,17/04/2006,16,Red,400,480,460,
,18/04/2006,20,Red,410,500,450,
,19/04/2006,18,Red,425,470,450,
,20/04/2006,24,Red,425,470,440,
,21/04/2006,20,Red,425,475,450,
,22/04/2006,22,Red,425,475,440,
,24/04/2006,23,Red,430,480,450,
,25/04/2006,21,Red,440,480,460,
,26/04/2006,20,Red,400,450,430,
,27/04/2006,26,Red,400,450,400,
,28/04/2006,24,Red,350,450,380,
,29/04/2006,25,Red,350,450,390,
Allahabad,12/04/2006,90,Other,NR,NR,275,
,13/04/2006,90,Other,NR,NR,275,
,20/04/2006,185,Other,NR,NR,850,
,21/04/2006,220,Other,NR,NR,300,
,22/04/2006,150,Other,NR,NR,275,
,24/04/2006,90,Other,NR,NR,275,
,26/04/2006,80,Other,NR,NR,275,
,27/04/2006,110,Other,NR,NR,260,
Amroha,02/04/2006,2.5,Red,282,288,285,
,03/04/2006,2,Red,282,288,285,
,05/04/2006,2.5,Red,288,295,290,
,07/04/2006,1,Red,285,292,290,
,08/04/2006,1.5,Red,295,303,300,
,09/04/2006,1,Red,285,303,300,
,10/04/2006,1.5,Red,295,303,300,
,12/04/2006,2.5,Red,305,315,310,
,13/04/2006,1.5,Red,308,312,310,
,14/04/2006,2,Red,312,318,315,
,15/04/2006,1.5,Red,318,322,320,
,16/04/2006,1,Red,322,330,325,
,17/04/2006,1,Red,320,330,325,
,19/04/2006,1.5,Red,342,348,345,
,20/04/2006,2.5,Red,332,340,335,
,21/04/2006,2,Red,332,340,335,
,22/04/2006,1.5,Red,322,328,325,
,23/04/2006,2,Red,322,328,325,
,24/04/2006,3.5,Red,322,328,325,
,26/04/2006,2,Red,322,328,325,
,27/04/2006,1.5,Red,325,330,328,
,28/04/2006,3,Red,325,330,328,
,29/04/2006,1.5,Red,328,332,330,
,30/04/2006,2,Red,330,333,331,
Azamgarh,01/04/2006,7,Other,550,550,550,
,03/04/2006,7,Other,550,550,550,
,05/04/2006,9,Other,550,550,550,
,07/04/2006,10,Other,550,550,550,
,10/04/2006,10,Other,550,550,550,
,12/04/2006,10,Other,550,550,550,
,13/04/2006,6,Other,560,560,560,
,15/04/2006,8,Other,560,4560,560,
,17/04/2006,4,Other,560,560,560,
,18/04/2006,2,Other,560,560,560,
,19/04/2006,6,Other,560,560,560,
,21/04/2006,2,Other,560,560,560,
,22/04/2006,2,Other,560,560,560,
,24/04/2006,4,Other,500,500,500,
