Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,07/01/2008,160,Other,475,525,500,
,08/01/2008,180,Other,475,525,500,
,09/01/2008,200,Other,500,525,500,
,10/01/2008,250,Other,475,525,500,
,11/01/2008,220,Other,450,510,500,
,12/01/2008,200,Other,500,600,525,
,14/01/2008,160,Other,525,600,550,
,15/01/2008,160,Other,525,585,550,
,16/01/2008,200,Other,500,550,535,
,17/01/2008,180,Other,500,550,535,
,18/01/2008,220,Other,500,550,525,
,19/01/2008,240,Other,500,550,525,
,21/01/2008,250,Other,500,565,525,
,22/01/2008,280,Other,500,550,525,
,23/01/2008,300,Other,450,525,515,
,24/01/2008,280,Other,525,600,550,
,25/01/2008,300,Other,500,560,550,
,28/01/2008,280,Other,550,600,575,
,29/01/2008,300,Other,550,600,575,
,30/01/2008,350,Other,500,565,550,
,31/01/2008,350,Other,500,600,550,
Aligarh,02/01/2008,40,Red,590,700,630,
,03/01/2008,35,Red,580,680,620,
,04/01/2008,34,Red,570,650,600,
,05/01/2008,31, ,NR,NR,NR,
,08/01/2008,25,Red,600,680,620,
,09/01/2008,33,Red,580,660,600,
,10/01/2008,38,Red,560,640,590,
,11/01/2008,41,Red,550,640,580,
,12/01/2008,38,Red,550,640,580,
,14/01/2008,46,Red,540,630,570,
,15/01/2008,51,Red,530,600,560,
,16/01/2008,53,Red,510,580,540,
,17/01/2008,55,Red,500,560,520,
,18/01/2008,60,Red,480,540,500,
,19/01/2008,50,Red,470,530,480,
,23/01/2008,70,Red,400,480,440,
,24/01/2008,73,Red,400,470,430,
,25/01/2008,50,Red,415,480,450,
,26/01/2008,56,Red,415,470,440,
,29/01/2008,62,Red,410,460,430,
,30/01/2008,65,Red,400,440,410,
Allahabad,02/01/2008,150, ,NR,NR,NR,
,03/01/2008,155,Other,NR,NR,500,
,04/01/2008,170, ,NR,NR,NR,
,05/01/2008,180,Other,NR,NR,450,
,08/01/2008,180, ,NR,NR,NR,
,09/01/2008,160,Other,NR,NR,460,
,11/01/2008,120,Other,NR,NR,450,
,12/01/2008,110,Other,NR,NR,460,
,15/01/2008,90,Other,NR,NR,460,
,16/01/2008,100,Other,NR,NR,460,
,17/01/2008,90,Other,NR,NR,460,
,18/01/2008,80,Other,NR,NR,470,
,19/01/2008,90, ,NR,NR,NR,
,28/01/2008,62.5, ,NR,NR,NR,
,29/01/2008,60,Other,NR,NR,450,
,30/01/2008,70,Other,NR,NR,450,
,31/01/2008,80, ,NR,NR,NR,
Amroha,01/01/2008,9,Red,530,540,535,
,02/01/2008,12,Red,525,535,530,
,03/01/2008,9,Red,530,535,532,
,04/01/2008,11,Red,525,545,535,
,06/01/2008,7,Red,520,540,530,
,07/01/2008,6, ,NR,NR,NR,
,08/01/2008,5.5,Red,525,540,532,
,12/01/2008,5,Red,520,540,530,
,17/01/2008,9,Red,500,540,520,
,18/01/2008,8,Red,500,535,515,
,19/01/2008,6,Red,505,540,512,
,20/01/2008,8,Red,500,538,515,
,21/01/2008,8,Red,505,520,512,
,22/01/2008,12,Red,500,522,515,
,23/01/2008,9,Red,505,535,518,
,24/01/2008,10,Red,500,540,520,
,25/01/2008,9,Red,510,545,522,
,26/01/2008,8,Red,510,540,520,
,27/01/2008,6,Red,500,545,520,
,28/01/2008,5,Red,500,540,510,
,29/01/2008,6,Red,490,530,505,
,30/01/2008,8,Red,485,525,500,
,31/01/2008,5,Red,480,522,500,
Azamgarh,01/01/2008,5,Other,700,700,700,
,03/01/2008,5,Other,700,700,700,
,04/01/2008,5,Other,700,700,700,
,07/01/2008,6,Other,600,600,600,
,08/01/2008,6,Other,600,600,600,
,09/01/2008,6,Other,600,600,600,
,10/01/2008,5,Other,600,600,600,
,11/01/2008,6,Other,600,600,600,
,15/01/2008,5,Other,600,600,600,
,16/01/2008,5,Other,600,600,600,
,17/01/2008,6,Other,600,600,600,
,21/01/2008,5,Other,550,550,550,
,22/01/2008,10,Other,550,550,550,
,23/01/2008,10,Other,550,550,550,
,24/01/2008,10,Other,550,550,550,
,25/01/2008,10,Other,550,550,550,
,28/01/2008,6,Other,550,550,550,
,29/01/2008,4,Other,550,550,550,
,30/01/2008,4,Other,550,550,550,
,31/01/2008,4,Other,550,550,550,
Bachranwa,01/01/2008,1,Other,NR,NR,425,
,04/01/2008,1,Other,NR,NR,450,
,08/01/2008,1.5,Other,NR,NR,435,
,11/01/2008,0.5,Other,NR,NR,425,
,20/01/2008,41.5,Other,NR,NR,315,
,23/01/2008,83,Other,NR,NR,280,
,27/01/2008,23,Other,NR,NR,315,
,30/01/2008,20,Other,NR,NR,260,
Badayoun,02/01/2008,5,Red,NR,NR,375,
,03/01/2008,12,Red,NR,NR,370,
,04/01/2008,9,Red,NR,NR,365,
,05/01/2008,8.5,Red,NR,NR,350,
,06/01/2008,7,Red,NR,NR,320,
,07/01/2008,9.5,Red,NR,NR,310,
,08/01/2008,6,Red,NR,NR,315,
,09/01/2008,12,Red,NR,NR,300,
,11/01/2008,7,Red,NR,NR,290,
,12/01/2008,12,Red,NR,NR,285,
,13/01/2008,7.5,Red,NR,NR,280,
,14/01/2008,6,Red,NR,NR,280,
,15/01/2008,6,Red,NR,NR,295,
,16/01/2008,5,Red,NR,NR,310,
,17/01/2008,4,Red,NR,NR,325,
,18/01/2008,5,Red,NR,NR,332,
,19/01/2008,6.5,Red,NR,NR,340,
,20/01/2008,12,Red,NR,NR,330,
,21/01/2008,4,Red,NR,NR,330,
,22/01/2008,9,Red,NR,NR,338,
,23/01/2008,6,Red,NR,NR,340,
,24/01/2008,7.5,Red,NR,NR,345,
,25/01/2008,8.5,Red,NR,NR,350,
,27/01/2008,6,Red,NR,NR,347,
,28/01/2008,7,Red,NR,NR,347,
,29/01/2008,5,Red,NR,NR,352,
,30/01/2008,8,Red,NR,NR,349,
,31/01/2008,6,Red,NR,NR,340,
Bahraich,02/01/2008,26,Local,600,625,615,
,03/01/2008,18.5,Local,600,635,620,
,04/01/2008,19,Local,600,625,615,
,07/01/2008,21,Local,575,600,580,
,08/01/2008,22,Local,575,600,580,
,09/01/2008,21,Local,575,600,590,
,10/01/2008,22.5,Local,575,600,595,
,11/01/2008,23,Local,575,600,590,
,14/01/2008,24,Local,550,600,580,
,15/01/2008,21.5,Local,550,600,580,
,16/01/2008,22.5,Local,550,600,575,
,17/01/2008,23,Local,575,600,580,
,18/01/2008,24,Local,550,600,575,
,19/01/2008,27,Local,550,600,560,
,21/01/2008,28,Local,550,575,555,
,22/01/2008,29,Local,525,575,550,
,23/01/2008,32.5,Local,500,550,525,
,24/01/2008,31.5,Local,525,550,530,
,25/01/2008,30.5,Local,515,535,525,
,28/01/2008,29,Local,515,535,525,
,29/01/2008,25,Local,525,550,530,
,30/01/2008,28,Local,520,535,525,
,31/01/2008,27,Local,525,535,530,
Ballia,01/01/2008,22.5,Other,710,750,730,
,03/01/2008,12,Other,700,750,725,
,04/01/2008,32.5,Other,600,670,650,
,05/01/2008,40,Other,580,620,600,
,07/01/2008,39,Other,570,610,600,
,08/01/2008,42.5,Other,580,620,600,
,09/01/2008,37,Other,570,610,600,
,10/01/2008,45,Other,560,600,580,
,11/01/2008,37,Other,550,600,580,
,12/01/2008,29,Other,540,600,560,
,14/01/2008,39,Other,540,580,560,
,15/01/2008,46,Other,530,580,550,
,16/01/2008,39,Other,520,570,550,
,17/01/2008,41.5,Other,550,580,560,
,18/01/2008,37,Other,540,580,560,
,19/01/2008,41.5,Other,540,580,560,
,21/01/2008,36,Other,530,580,550,
,22/01/2008,46,Other,540,590,550,
,23/01/2008,38,Other,480,520,500,
,24/01/2008,45,Other,470,500,480,
,25/01/2008,36,Other,460,500,480,
,28/01/2008,45,Other,360,500,480,
,29/01/2008,36,Other,470,500,480,
,30/01/2008,39,Other,450,500,480,
,31/01/2008,45,Other,450,500,480,
Banda,02/01/2008,12.5,Bombay (U.P.),NR,NR,500,
,03/01/2008,8.5,Bombay (U.P.),NR,NR,500,
,04/01/2008,11,Bombay (U.P.),NR,NR,500,
,05/01/2008,7.5,Bombay (U.P.),NR,NR,500,
,06/01/2008,6,Bombay (U.P.),NR,NR,500,
,07/01/2008,8.5,Bombay (U.P.),NR,NR,500,
,09/01/2008,9,Bombay (U.P.),NR,NR,500,
,10/01/2008,10,Bombay (U.P.),NR,NR,500,
,11/01/2008,4.5,Bombay (U.P.),NR,NR,500,
,12/01/2008,4,Bombay (U.P.),NR,NR,480,
