Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/11/2006,50,Other,475,550,500,
,03/11/2006,60,Other,475,550,500,
,04/11/2006,50,Other,475,550,500,
,06/11/2006,30,Other,500,600,550,
,07/11/2006,40,Other,500,600,550,
,10/11/2006,30,Other,525,575,560,
,11/11/2006,50,Other,525,550,540,
,13/11/2006,55,Other,500,560,550,
,14/11/2006,50,Other,500,550,525,
,15/11/2006,60,Other,500,550,525,
,16/11/2006,55, ,NR,NR,NR,
,20/11/2006,60,Other,475,525,500,
,21/11/2006,65,Other,475,525,500,
,22/11/2006,55,Other,475,550,510,
,23/11/2006,60,Other,475,525,500,
,24/11/2006,60,Other,450,510,500,
,25/11/2006,50,Other,460,500,500,
,27/11/2006,65,Other,460,500,500,
Aligarh,01/11/2006,17,Red,525,580,560,
,02/11/2006,14,Red,550,600,570,
,03/11/2006,13,Red,550,600,580,
,04/11/2006,14, ,NR,NR,NR,
,07/11/2006,12,Red,525,600,570,
,08/11/2006,9,Red,525,600,580,
,09/11/2006,14,Red,550,610,590,
,10/11/2006,13,Red,550,610,590,
,11/11/2006,15,Red,550,620,580,
,16/11/2006,19,Red,530,650,540,
,17/11/2006,12,Red,480,540,510,
,18/11/2006,85,Red,480,540,480,
,20/11/2006,15,Red,430,520,450,
,21/11/2006,17,Red,420,520,430,
,22/11/2006,14,Red,400,520,410,
,23/11/2006,16,Red,390,450,410,
,24/11/2006,18,Red,390,500,400,
,25/11/2006,14, ,NR,NR,NR,
,27/11/2006,16,Red,390,500,400,
,28/11/2006,18,Red,390,500,400,
,29/11/2006,15,Red,390,500,410,
,30/11/2006,22,Red,385,480,410,
Allahabad,01/11/2006,37.5,Other,NR,NR,700,
,02/11/2006,40,Other,NR,NR,700,
,03/11/2006,70,Other,NR,NR,700,
,04/11/2006,75,Other,NR,NR,675,
,06/11/2006,55,Other,NR,NR,675,
,07/11/2006,40,Other,NR,NR,675,
,08/11/2006,30,Other,NR,NR,675,
,09/11/2006,65,Other,NR,NR,600,
,10/11/2006,85,Other,NR,NR,500,
,11/11/2006,65,Other,NR,NR,500,
,13/11/2006,70,Other,NR,NR,500,
,16/11/2006,60,Other,NR,NR,475,
