Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/04/2013,25,Red,1210,1250,1230,
,02/04/2013,20,Red,1230,1275,1250,
,03/04/2013,18,Red,1250,1300,1280,
,04/04/2013,22.5,Red,1210,1280,1240,
,05/04/2013,17,Red,1250,1300,1275,
,06/04/2013,15,Red,1280,1330,1310,
,08/04/2013,12.5,Red,1300,1350,1330,
,09/04/2013,11,Red,1300,1350,1325,
,10/04/2013,8.5,Red,1325,1375,1350,
,11/04/2013,14,Red,1280,1325,1300,
,12/04/2013,11.5,Red,1300,1350,1320,
,13/04/2013,10,Red,1320,1360,1340,
,15/04/2013,11.5,Red,1300,1350,1325,
,16/04/2013,15,Red,1260,1300,1280,
,17/04/2013,18,Red,1210,1260,1240,
,18/04/2013,22,Red,1180,1225,1200,
,19/04/2013,25,Red,1120,1180,1150,
,20/04/2013,20,Red,1150,1200,1175,
,22/04/2013,23,Red,1125,1175,1150,
,23/04/2013,25,Red,1100,1140,1120,
,24/04/2013,21.5,Red,1110,1160,1135,
,25/04/2013,25,Red,1075,1125,1100,
,26/04/2013,17,Red,1100,1160,1130,
,27/04/2013,20,Red,1085,1140,1115,
,29/04/2013,12.5,Red,1130,1160,1140,
,30/04/2013,15,Red,1100,1140,1120,
Agra,02/04/2013,345,Red,1180,1220,1200,
,03/04/2013,336,Red,1200,1250,1225,
,04/04/2013,325,Red,1200,1250,1230,
,05/04/2013,350,Red,1200,1220,1210,
,06/04/2013,320,Red,1220,1260,1240,
,07/04/2013,338,Red,1200,1250,1225,
,08/04/2013,348,Red,1200,1230,1210,
,09/04/2013,350,Red,1180,1240,1205,
,11/04/2013,340,Red,1190,1240,1215,
,12/04/2013,350,Red,1190,1250,1210,
,13/04/2013,360,Red,1200,1240,1205,
,14/04/2013,345,Red,1200,1230,1210,
,15/04/2013,350,Red,1180,1230,1200,
,16/04/2013,338,Red,1200,1240,1220,
,17/04/2013,260,Red,1200,1250,1215,
,18/04/2013,395,Red,1140,1180,1160,
,19/04/2013,400,Red,1120,1170,1150,
,20/04/2013,385,Red,1140,1180,1155,
,21/04/2013,395,Red,400,450,420,
,22/04/2013,402,Red,1080,1140,1100,
,23/04/2013,240,Red,1100,1150,1120,
,24/04/2013,370,Red,1100,1150,1125,
,25/04/2013,385,Red,1090,1130,1100,
,26/04/2013,375,Red,1100,1150,1120,
,27/04/2013,180,Red,1100,1150,1130,
,28/04/2013,380,Red,1100,1150,1120,
,29/04/2013,374,Red,1100,1150,1120,
,30/04/2013,355,Red,1100,1150,1125,
Ajuha,01/04/2013,34,Red,NR,NR,1250,
,04/04/2013,31,Red,NR,NR,1220,
,08/04/2013,25.5,Red,NR,NR,1235,
,11/04/2013,29,Red,NR,NR,1245,
,15/04/2013,42,Red,NR,NR,1200,
,18/04/2013,48.5,Red,NR,NR,1175,
,22/04/2013,45.5,Red,NR,NR,1140,
,25/04/2013,48,Red,NR,NR,1100,
,29/04/2013,48.5,Red,NR,NR,1080,
Akbarpur,01/04/2013,1.2,Other,1330,1360,1350,
,02/04/2013,1.2,Other,1320,1350,1340,
,03/04/2013,1.2,Other,780,820,800,
,05/04/2013,1.2,Other,1320,1350,1340,
,07/04/2013,1.4,Other,1300,1340,1325,
,09/04/2013,1.2,Other,1300,1350,1325,
,10/04/2013,1.2,Other,1280,1310,1300,
,12/04/2013,2.2,Other,1280,1320,1300,
,14/04/2013,1.2,Other,1250,1350,1300,
,15/04/2013,1.6,Other,1280,1320,1300,
,16/04/2013,3.6,Other,1280,1310,1300,
,17/04/2013,2.2,Other,1250,1300,1280,
,19/04/2013,3.5,Other,1050,1120,1100,
,22/04/2013,2.2,Other,1000,1050,1025,
,24/04/2013,1.2,Other,980,1010,1000,
,25/04/2013,1.2,Other,980,1010,1000,
,26/04/2013,1.4,Other,980,1020,1000,
Aligarh,01/04/2013,75,Red,1310,1360,1325,
,02/04/2013,70,Red,1300,1360,1340,
,03/04/2013,70,Red,1330,1370,1350,
,04/04/2013,68,Red,1340,1380,1360,
,05/04/2013,65,Red,1350,1390,1370,
,06/04/2013,70, ,NR,NR,NR,
,08/04/2013,60, ,NR,NR,NR,
,09/04/2013,70,Red,1300,1335,1310,
,10/04/2013,80,Red,1250,1300,1275,
,11/04/2013,75,Red,1250,1300,1270,
,12/04/2013,70,Red,1250,1300,1275,
,13/04/2013,75,Red,1150,1220,1200,
,15/04/2013,80,Red,1150,1180,1160,
,16/04/2013,80,Red,1100,1150,1130,
,17/04/2013,70,Red,1130,1160,1140,
,18/04/2013,75,Red,1130,1170,1150,
,19/04/2013,80,Red,1100,1150,1130,
,20/04/2013,75,Red,1100,1150,1125,
,22/04/2013,70,Red,1110,1150,1130,
,23/04/2013,65,Red,1130,1170,1150,
,24/04/2013,66,Red,1150,1190,1170,
,25/04/2013,65,Red,1150,1200,1175,
,26/04/2013,60,Red,1150,1200,1180,
,27/04/2013,70,Red,1150,1200,1175,
,29/04/2013,72,Red,1130,1170,1150,
Allahabad,01/04/2013,240,Other,NR,NR,1300,
,02/04/2013,210,Other,NR,NR,1300,
,03/04/2013,220,Other,NR,NR,1300,
,04/04/2013,190,Other,NR,NR,1285,
,06/04/2013,200,Other,NR,NR,1285,
,08/04/2013,240,Other,NR,NR,1285,
,09/04/2013,230,Other,NR,NR,1285,
,10/04/2013,220,Other,NR,NR,1280,
,11/04/2013,230,Other,NR,NR,1280,
,15/04/2013,65,Other,NR,NR,1250,
,16/04/2013,220,Other,NR,NR,1225,
,17/04/2013,180,Other,NR,NR,1225,
,18/04/2013,130,Other,NR,NR,1225,
,20/04/2013,220,Other,NR,NR,1225,
,22/04/2013,260,Other,NR,NR,1225,
,24/04/2013,280,Other,NR,NR,1225,
,25/04/2013,320,Other,NR,NR,1200,
,26/04/2013,280,Other,NR,NR,1175,
,27/04/2013,275,Other,NR,NR,1175,
,29/04/2013,240,Other,NR,NR,1176,
,30/04/2013,220,Other,NR,NR,1160,
Amroha,02/04/2013,3,Other,NR,NR,1220,
,03/04/2013,2,Other,NR,NR,1225,
,04/04/2013,3,Other,NR,NR,1200,
,05/04/2013,5,Other,NR,NR,1200,
,06/04/2013,6,Other,NR,NR,1200,
,07/04/2013,7,Other,NR,NR,1210,
,08/04/2013,2,Other,NR,NR,1210,
,09/04/2013,3,Other,NR,NR,1200,
,10/04/2013,2,Other,NR,NR,1190,
,11/04/2013,3,Other,NR,NR,1190,
,12/04/2013,2,Other,NR,NR,1190,
,13/04/2013,2,Other,NR,NR,1180,
,14/04/2013,2,Other,NR,NR,1180,
,15/04/2013,2,Other,NR,NR,1180,
,16/04/2013,3,Other,NR,NR,1190,
,17/04/2013,2,Other,NR,NR,1170,
,18/04/2013,3,Other,NR,NR,1170,
,19/04/2013,2,Other,NR,NR,1050,
,20/04/2013,3,Other,NR,NR,1060,
,21/04/2013,2,Other,NR,NR,1060,
,22/04/2013,2,Other,NR,NR,1060,
,23/04/2013,2,Other,NR,NR,1060,
,24/04/2013,4,Other,NR,NR,990,
,25/04/2013,3,Other,NR,NR,950,
,26/04/2013,2,Other,NR,NR,950,
,27/04/2013,3,Other,NR,NR,940,
,28/04/2013,2,Other,NR,NR,940,
,29/04/2013,4,Other,NR,NR,940,
,30/04/2013,3,Other,NR,NR,930,
Anwala,26/04/2013,326,Red,NR,NR,1150,
Atarra,01/04/2013,8,Red,NR,NR,1150,
,02/04/2013,10,Red,NR,NR,1150,
,03/04/2013,11,Red,NR,NR,1150,
,04/04/2013,9,Red,NR,NR,1150,
,06/04/2013,8,Red,NR,NR,1175,
,07/04/2013,10,Red,NR,NR,1200,
,08/04/2013,9,Red,NR,NR,1225,
,09/04/2013,11,Red,NR,NR,1200,
,10/04/2013,12,Red,NR,NR,1175,
,11/04/2013,11,Red,NR,NR,1175,
,13/04/2013,9,Red,NR,NR,1175,
,14/04/2013,10,Red,NR,NR,1150,
,15/04/2013,12,Red,NR,NR,1150,
,16/04/2013,11,Red,NR,NR,1150,
,17/04/2013,9,Red,NR,NR,1150,
,18/04/2013,11,Red,NR,NR,1150,
,20/04/2013,12,Red,NR,NR,1125,
,21/04/2013,12.5,Red,NR,NR,925,
,22/04/2013,11,Red,NR,NR,925,
,23/04/2013,12,Red,NR,NR,900,
,24/04/2013,11,Red,NR,NR,900,
,25/04/2013,9,Red,NR,NR,925,
,27/04/2013,11,Red,NR,NR,940,
,28/04/2013,9,Red,NR,NR,950,
,29/04/2013,8,Red,NR,NR,950,
,30/04/2013,9,Red,NR,NR,960,
Auraiya,01/04/2013,8, ,NR,NR,NR,
,02/04/2013,6, ,NR,NR,NR,
,03/04/2013,7, ,NR,NR,NR,
,04/04/2013,7.5, ,NR,NR,NR,
,05/04/2013,7, ,NR,NR,NR,
,06/04/2013,6, ,NR,NR,NR,
,08/04/2013,5, ,NR,NR,NR,
,09/04/2013,4, ,NR,NR,NR,
,10/04/2013,5, ,NR,NR,NR,
,11/04/2013,6, ,NR,NR,NR,
,12/04/2013,7, ,NR,NR,NR,
,13/04/2013,8, ,NR,NR,NR,
,15/04/2013,12, ,NR,NR,NR,
,16/04/2013,11, ,NR,NR,NR,
,17/04/2013,12, ,NR,NR,NR,
,18/04/2013,11, ,NR,NR,NR,
,19/04/2013,8, ,NR,NR,NR,
,20/04/2013,12, ,NR,NR,NR,
,22/04/2013,7, ,NR,NR,NR,
,23/04/2013,6, ,NR,NR,NR,
,24/04/2013,8, ,NR,NR,NR,
,25/04/2013,7.5, ,NR,NR,NR,
,26/04/2013,7, ,NR,NR,NR,
,27/04/2013,8, ,NR,NR,NR,
,29/04/2013,7, ,NR,NR,NR,
,30/04/2013,6, ,NR,NR,NR,
Azamgarh,01/04/2013,150,Other,1190,1210,1200,
,02/04/2013,120,Other,1200,1240,1220,
,03/04/2013,150,Other,1215,1235,1225,
,04/04/2013,100,Other,1180,1210,1200,
,05/04/2013,130,Other,1190,1210,1200,
,06/04/2013,130,Other,1200,1230,1220,
,08/04/2013,110,Other,1190,1210,1200,
,09/04/2013,100,Other,1240,1260,1250,
,10/04/2013,80,Other,1220,1240,1230,
,11/04/2013,100,Other,1210,1230,1220,
,12/04/2013,100,Other,1210,1230,1220,
,13/04/2013,100,Other,1210,1230,1220,
,15/04/2013,110,Other,1140,1160,1150,
,16/04/2013,80,Other,1130,1150,1140,
,17/04/2013,100,Other,1140,1160,1150,
,18/04/2013,110,Other,1100,1150,1125,
,19/04/2013,110,Other,1165,1165,1165,
,22/04/2013,120,Other,765,785,775,
,23/04/2013,110,Other,1140,1160,1150,
,24/04/2013,130,Other,1130,1150,1140,
,25/04/2013,100,Other,1090,1110,1100,
,26/04/2013,120,Other,1070,1090,1080,
,29/04/2013,150,Other,1015,1035,1025,
,30/04/2013,130,Other,1030,1050,1040,
Baberu,01/04/2013,1,Other,NR,NR,1120,
,02/04/2013,4,Other,NR,NR,1100,
,05/04/2013,1,Other,NR,NR,1100,
,06/04/2013,2,Other,NR,NR,1100,
,07/04/2013,4,Other,NR,NR,1100,
,08/04/2013,1.5,Other,NR,NR,1100,
,09/04/2013,2,Other,NR,NR,1150,
,11/04/2013,5,Other,NR,NR,1150,
,12/04/2013,2,Other,NR,NR,1150,
,13/04/2013,4,Other,NR,NR,1150,
,14/04/2013,5,Other,NR,NR,1150,
,15/04/2013,2,Other,NR,NR,1150,
,16/04/2013,2,Other,NR,NR,1150,
,18/04/2013,5,Other,NR,NR,1120,
