Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/04/2011,190,Other,750,810,780,
,04/04/2011,210,Other,840,880,860,
,05/04/2011,200,Other,750,790,770,
,06/04/2011,216,Other,730,780,750,
,07/04/2011,225,Other,700,765,740,
,08/04/2011,238,Other,680,730,700,
,09/04/2011,237,Other,675,720,695,
,11/04/2011,245,Other,660,700,680,
,12/04/2011,253,Other,625,670,650,
,13/04/2011,248,Other,640,690,670,
,14/04/2011,264,Other,630,680,660,
,15/04/2011,280,Other,625,670,650,
,19/04/2011,300,Other,600,650,630,
,20/04/2011,285,Other,620,670,640,
,22/04/2011,285,Other,635,660,645,
,23/04/2011,290,Other,620,660,640,
,25/04/2011,300,Other,600,650,635,
,26/04/2011,285,Other,630,670,650,
,27/04/2011,290,Other,610,660,640,
,28/04/2011,320,Other,600,650,620,
Ahirora,01/04/2011,140,Red,690,730,710,
,02/04/2011,85,Red,685,725,705,
,03/04/2011,100,Red,670,710,690,
,04/04/2011,105,Red,655,695,675,
,05/04/2011,110,Red,640,680,660,
,07/04/2011,115,Red,625,665,645,
,08/04/2011,125,Red,635,675,655,
,09/04/2011,110,Red,620,660,640,
,10/04/2011,95,Red,615,655,635,
,11/04/2011,90,Red,630,670,650,
,12/04/2011,105,Red,625,665,645,
,14/04/2011,120,Red,610,650,630,
,15/04/2011,115,Red,600,640,620,
,16/04/2011,105,Red,585,625,605,
,17/04/2011,100,Red,575,615,595,
,18/04/2011,115,Red,590,630,610,
,19/04/2011,110,Red,580,620,600,
,21/04/2011,120,Red,565,605,585,
,22/04/2011,130,Red,550,590,570,
,23/04/2011,145,Red,535,575,555,
,24/04/2011,130,Red,550,590,570,
,25/04/2011,115,Red,560,600,580,
,26/04/2011,100,Red,545,585,565,
,28/04/2011,90,Red,555,595,575,
,29/04/2011,100,Red,570,610,590,
,30/04/2011,85,Red,560,600,580,
Ait,01/04/2011,2.5, ,NR,NR,NR,
,02/04/2011,1.5,Other,NR,NR,500,
,03/04/2011,2,Other,NR,NR,520,
,05/04/2011,1.2,Other,NR,NR,620,
,06/04/2011,1.4,Other,NR,NR,510,
,07/04/2011,3,Other,NR,NR,500,
,08/04/2011,1.5,Other,NR,NR,510,
,09/04/2011,1,Other,NR,NR,540,
,10/04/2011,1.4,Other,NR,NR,600,
,11/04/2011,8.5,Other,NR,NR,500,
,12/04/2011,2,Other,NR,NR,600,
,13/04/2011,2.5,Other,NR,NR,550,
,14/04/2011,5.4,Other,NR,NR,550,
,15/04/2011,4.2,Other,NR,NR,580,
,16/04/2011,10,Other,NR,NR,500,
,17/04/2011,4.5,Other,NR,NR,520,
,19/04/2011,1.5,Other,NR,NR,510,
,20/04/2011,4.8, ,NR,NR,NR,
,21/04/2011,5.4,Other,NR,NR,500,
,22/04/2011,6.6,Other,NR,NR,510,
,23/04/2011,5.5,Other,NR,NR,501,
,24/04/2011,12,Other,NR,NR,510,
,26/04/2011,2.5,Other,NR,NR,510,
,27/04/2011,4.5,Other,NR,NR,520,
,28/04/2011,1.8,Other,NR,NR,510,
,29/04/2011,1.5,Other,NR,NR,500,
,30/04/2011,1.5,Other,NR,NR,515,
Ajuha,04/04/2011,18,Red,NR,NR,650,
,07/04/2011,17.5,Red,NR,NR,625,
,11/04/2011,15,Red,NR,NR,620,
,14/04/2011,18,Red,NR,NR,600,
,18/04/2011,17.5,Red,NR,NR,590,
,21/04/2011,18,Red,NR,NR,590,
,25/04/2011,15,Red,NR,NR,500,
,28/04/2011,16,Red,NR,NR,500,
Akbarpur,08/04/2011,7,Other,625,700,650,
,11/04/2011,7.2,Other,625,675,650,
,13/04/2011,6.5,Other,600,650,620,
,14/04/2011,5,Other,600,625,610,
,15/04/2011,6.5,Other,600,625,610,
,16/04/2011,2.5,Other,625,675,650,
,17/04/2011,7,Other,625,675,650,
,21/04/2011,12,Other,610,650,635,
,22/04/2011,7,Other,600,650,635,
,23/04/2011,6.5,Other,600,650,635,
,24/04/2011,7,Other,600,650,635,
,27/04/2011,5,Other,615,650,635,
,30/04/2011,2.5,Other,625,650,640,
Aligarh,01/04/2011,52,Other,660,750,700,
,02/04/2011,52,Other,630,720,670,
,04/04/2011,54,Other,600,700,650,
,05/04/2011,55,Other,600,700,650,
,06/04/2011,52,Other,600,700,660,
,07/04/2011,53,Other,600,700,650,
,08/04/2011,55,Other,600,700,650,
