Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Achalda,01/09/2014,13.5, ,NR,NR,NR,
,02/09/2014,7.5, ,NR,NR,NR,
,03/09/2014,6, ,NR,NR,NR,
,04/09/2014,8, ,NR,NR,NR,
,05/09/2014,11, ,NR,NR,NR,
,06/09/2014,7.5, ,NR,NR,NR,
,08/09/2014,10, ,NR,NR,NR,
,09/09/2014,6, ,NR,NR,NR,
,10/09/2014,5, ,NR,NR,NR,
,11/09/2014,8, ,NR,NR,NR,
,12/09/2014,7, ,NR,NR,NR,
,13/09/2014,5, ,NR,NR,NR,
,15/09/2014,6.5, ,NR,NR,NR,
,16/09/2014,5, ,NR,NR,NR,
,17/09/2014,4, ,NR,NR,NR,
,18/09/2014,6, ,NR,NR,NR,
,19/09/2014,5, ,NR,NR,NR,
,20/09/2014,4, ,NR,NR,NR,
,22/09/2014,5, ,NR,NR,NR,
,23/09/2014,4, ,NR,NR,NR,
,24/09/2014,3, ,NR,NR,NR,
,25/09/2014,6.5,Red,1900,2000,1950,
,26/09/2014,5.5, ,NR,NR,NR,
,27/09/2014,4, ,NR,NR,NR,
,29/09/2014,8, ,NR,NR,NR,
,30/09/2014,4, ,NR,NR,NR,
Achnera,27/09/2014,25,Red,1600,1680,1640,
Agra,02/09/2014,205,Red,1560,1640,1600,
,03/09/2014,103, ,NR,NR,NR,
,04/09/2014,200, ,NR,NR,NR,
,05/09/2014,195, ,NR,NR,NR,
,06/09/2014,190, ,NR,NR,NR,
,08/09/2014,205, ,NR,NR,NR,
,09/09/2014,220, ,NR,NR,NR,
,10/09/2014,220,Red,1600,1670,1630,
,12/09/2014,240,Red,1560,1640,1600,
,15/09/2014,250,Red,1520,1630,1580,
,16/09/2014,245, ,NR,NR,NR,
,17/09/2014,240, ,NR,NR,NR,
,18/09/2014,160, ,NR,NR,NR,
,19/09/2014,235, ,NR,NR,NR,
,20/09/2014,245, ,NR,NR,NR,
,22/09/2014,230,Red,1760,1890,1810,
,23/09/2014,240,Red,1720,1800,1760,
,25/09/2014,245, ,NR,NR,NR,
,26/09/2014,240, ,NR,NR,NR,
,27/09/2014,260, ,NR,NR,NR,
,29/09/2014,268, ,NR,NR,NR,
,30/09/2014,270, ,NR,NR,NR,
Ahirora,25/09/2014,4.5,Other,NR,NR,1760,
Ajuha,01/09/2014,62,Other,NR,NR,1700,
,04/09/2014,82,Red,NR,NR,1665,
,08/09/2014,64,Other,NR,NR,1650,
,11/09/2014,73.5,Other,NR,NR,1660,
,18/09/2014,65.5,Other,NR,NR,1630,
,22/09/2014,74,Other,NR,NR,1600,
,25/09/2014,64.5,Other,NR,NR,1620,
,29/09/2014,83.5,Other,NR,NR,1565,
Akbarpur,01/09/2014,24,Other,1780,1850,1800,
,02/09/2014,14,Other,1780,1850,1800,
,03/09/2014,12,Other,1700,1850,1800,
,04/09/2014,12,Other,1700,1850,1800,
,05/09/2014,14,Other,1800,1890,1820,
,07/09/2014,25,Other,1750,1800,1780,
,08/09/2014,14,Other,1780,1850,1800,
,10/09/2014,12,Other,1770,1830,1800,
,12/09/2014,14,Other,1800,1820,1810,
,14/09/2014,15,Other,1800,1850,1825,
,15/09/2014,19,Other,1750,1850,1810,
,17/09/2014,14,Other,1750,1820,1800,
,18/09/2014,35,Other,1650,1750,1700,
,20/09/2014,24,Other,1680,1750,1700,
,22/09/2014,24,Other,1670,1750,1700,
,24/09/2014,24,Other,1680,1750,1700,
,26/09/2014,14,Other,1680,1750,1700,
,28/09/2014,25,Other,1650,1750,1700,
,29/09/2014,22,Other,1650,1750,1700,
Aligarh,01/09/2014,50,Dry F.A.Q.,1740,1850,1800,
,02/09/2014,55,Dry F.A.Q.,1700,1800,1760,
,03/09/2014,60,Dry F.A.Q.,1600,1750,1700,
,04/09/2014,60,Dry F.A.Q.,1600,1750,1700,
,05/09/2014,50,Dry F.A.Q.,1640,1800,1720,
,06/09/2014,45,Dry F.A.Q.,1750,1800,1780,
,08/09/2014,50, ,NR,NR,NR,
,09/09/2014,40,Dry F.A.Q.,1850,2000,1920,
,10/09/2014,35,Dry F.A.Q.,1900,2000,1940,
,11/09/2014,45,Dry F.A.Q.,1900,2000,1950,
,12/09/2014,50,Dry F.A.Q.,1900,2000,1960,
,13/09/2014,55,Dry F.A.Q.,1880,1980,1930,
,15/09/2014,60,Dry F.A.Q.,1860,1950,1900,
,16/09/2014,60,Dry F.A.Q.,1850,1950,1910,
,17/09/2014,50,Dry F.A.Q.,1850,1950,1920,
,18/09/2014,45,Dry F.A.Q.,1880,1980,1950,
,19/09/2014,50,Dry F.A.Q.,1850,1950,1900,
,20/09/2014,60,Dry F.A.Q.,1780,1850,1800,
,22/09/2014,65,Dry F.A.Q.,1750,1850,1800,
,23/09/2014,50,Dry F.A.Q.,1800,1850,1820,
,25/09/2014,45,Dry F.A.Q.,1770,1850,1820,
,26/09/2014,50,Dry F.A.Q.,1800,1900,1840,
,27/09/2014,40,Dry F.A.Q.,1800,1900,1850,
,29/09/2014,45,Dry F.A.Q.,1800,1900,1860,
Allahabad,01/09/2014,135,Red,NR,NR,1775,
,02/09/2014,120,Red,NR,NR,1775,
,03/09/2014,110,Red,NR,NR,1775,
,04/09/2014,1000,Red,NR,NR,1775,
,05/09/2014,90,Red,NR,NR,1775,
,06/09/2014,85,Red,NR,NR,1800,
,08/09/2014,98,Red,NR,NR,1750,
,09/09/2014,105,Red,NR,NR,1750,
,10/09/2014,111,Red,NR,NR,1745,
,11/09/2014,110,Red,NR,NR,1745,
,12/09/2014,140,Red,NR,NR,1725,
,13/09/2014,130,Red,NR,NR,1725,
,15/09/2014,150,Red,NR,NR,1700,
,16/09/2014,135,Red,NR,NR,1700,
,17/09/2014,150,Red,NR,NR,1650,
,18/09/2014,140,Red,NR,NR,1650,
,19/09/2014,130,Red,NR,NR,1650,
,20/09/2014,150,Red,NR,NR,1650,
,22/09/2014,140,Red,NR,NR,1650,
,23/09/2014,130,Red,NR,NR,1625,
,24/09/2014,110,Red,NR,NR,1625,
,25/09/2014,80,Red,NR,NR,1600,
,26/09/2014,120,Red,NR,NR,1600,
,27/09/2014,110,Red,NR,NR,1600,
,29/09/2014,100,Local,NR,NR,1600,
,30/09/2014,110,Red,NR,NR,1600,
Anandnagar,01/09/2014,11.5,Red,1850,1900,1880,
