Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,03/09/2007,90,Other,1350,1425,1400,
,04/09/2007,80,Other,1350,1425,1400,
,05/09/2007,70,Other,1375,1450,1400,
,07/09/2007,50,Other,1400,1450,1425,
,08/09/2007,60,Other,1400,1475,1450,
,11/09/2007,60,Other,1400,1475,1450,
,13/09/2007,100,Other,1250,1325,1300,
,14/09/2007,120,Other,1250,1325,1300,
,15/09/2007,150,Other,1200,1300,1275,
,18/09/2007,80,Other,1300,1375,1350,
,19/09/2007,0.7,Other,1300,1400,1360,
,20/09/2007,50,Other,1350,1400,1375,
,21/09/2007,60,Other,1375,1425,1400,
,22/09/2007,80,Other,1375,1420,1400,
,24/09/2007,50, ,NR,NR,NR,
,25/09/2007,45,Other,1400,1450,1425,
,26/09/2007,60,Other,1350,1450,1420,
,27/09/2007,80,Other,1350,1425,1400,
,28/09/2007,100,Other,1350,1400,1400,
,29/09/2007,70,Other,1400,1600,1450,
Ait,22/09/2007,2.5,Medium,NR,NR,1500,
,23/09/2007,2,Medium,NR,NR,1500,
Aligarh,01/09/2007,16,Red,1140,1340,1240,
,03/09/2007,18, ,NR,NR,NR,
,04/09/2007,18,Red,1150,1300,1210,
,05/09/2007,16,Red,1180,1300,1240,
,06/09/2007,14, ,NR,NR,NR,
,07/09/2007,15,Red,1225,1320,1280,
,08/09/2007,16,Red,1270,1350,1300,
,12/09/2007,20,Red,1220,1300,1250,
,13/09/2007,22,Red,1220,1300,1230,
,14/09/2007,19,Red,1200,1260,1220,
,15/09/2007,21,Red,1200,1290,1230,
,19/09/2007,22,Red,1160,1240,1200,
,20/09/2007,20,Red,1180,1260,1225,
,21/09/2007,12.5,Red,1210,1300,1240,
,22/09/2007,15,Red,1230,1330,1260,
,24/09/2007,16, ,NR,NR,NR,
,25/09/2007,20,Red,1280,1330,1300,
,26/09/2007,15,Red,1290,1350,1320,
,27/09/2007,120,Red,1300,1400,1360,
,28/09/2007,13,Red,1330,1450,1400,
,29/09/2007,16,Red,1400,1600,1500,
Allahabad,01/09/2007,35,Other,NR,NR,1200,
,05/09/2007,45,Other,NR,NR,1200,
,06/09/2007,40,Other,NR,NR,1200,
,10/09/2007,30,Other,NR,NR,1250,
,11/09/2007,67.5,Other,NR,NR,780,
,12/09/2007,27.5,Other,NR,NR,1300,
,14/09/2007,26,Other,NR,NR,1320,
,15/09/2007,27.5,Other,NR,NR,1320,
,18/09/2007,32.5,Other,NR,NR,1350,
,19/09/2007,25,Other,NR,NR,1350,
,26/09/2007,24,Other,NR,NR,1340,
,27/09/2007,30,Other,NR,NR,1340,
Anoop Shahar,02/09/2007,0.2,Other,900,1050,1000,
,04/09/2007,0.2,Other,1000,1200,1100,
Anwala,03/09/2007,3.5,Red,1000,1100,1050,
,07/09/2007,2.4,Red,1100,1150,1125,
,09/09/2007,0.4,Red,1200,1200,1200,
,10/09/2007,2,Red,1100,1200,1150,
,12/09/2007,1.7,Red,1060,1200,1120,
,14/09/2007,1.3,Red,1100,1200,1150,
Azamgarh,01/09/2007,5,Other,1500,1500,1500,
,05/09/2007,4,Other,1500,1500,1500,
,06/09/2007,6,Other,1075,1075,1075,
,07/09/2007,6,Other,1500,1500,1500,
,11/09/2007,6,Other,1400,1500,1450,
,12/09/2007,5,Other,1400,1500,1450,
,13/09/2007,6,Other,1500,1500,1500,
,14/09/2007,6,Other,1400,1500,1400,
,15/09/2007,6,Other,1500,1500,1500,
,18/09/2007,6,Other,1500,1500,1500,
,19/09/2007,5,Other,1500,1500,1500,
,20/09/2007,6,Other,1500,1500,1500,
,22/09/2007,5,Other,1400,1500,1400,
,25/09/2007,5,Other,1400,1500,1400,
,26/09/2007,5,Other,1500,1500,1500,
Badayoun,03/09/2007,19,Other,1110,1175,1160,
,05/09/2007,15,Other,1110,1175,1165,
,06/09/2007,12,Other,1125,1175,1168,
,07/09/2007,9,Other,1150,1190,1170,
,08/09/2007,8,Other,1170,1200,1175,
,09/09/2007,6,Other,1170,1225,1190,
,10/09/2007,7,Other,1175,1225,1190,
,11/09/2007,9,Other,1180,1225,1200,
,12/09/2007,7,Other,1200,1250,1210,
,13/09/2007,6,Other,1200,1235,1205,
,14/09/2007,5,Other,1180,1250,1200,
,15/09/2007,6,Other,1200,1240,1205,
,16/09/2007,8,Other,1225,1250,1230,
,17/09/2007,14,Other,1225,1250,1230,
,18/09/2007,7,Other,1250,1300,1275,
,19/09/2007,6,Other,1270,1300,1280,
,20/09/2007,4,Other,1275,1325,1310,
,21/09/2007,7,Other,1300,1335,1305,
,22/09/2007,6.5,Other,1300,1335,1300,
,23/09/2007,5,Other,1320,1345,1320,
,24/09/2007,4,Other,1300,1350,1315,
,25/09/2007,6,Other,1300,1335,1318,
,26/09/2007,5,Other,1300,1335,1320,
