Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Agra,02/12/2009,200,Other,1200,1275,1250,
,03/12/2009,205,Other,1200,1300,1250,
,04/12/2009,210,Other,1200,1275,1240,
,05/12/2009,200,Other,1200,12275,1240,
,07/12/2009,180,Other,1200,1275,1250,
,08/12/2009,185,Other,1200,1275,1250,
,09/12/2009,200,Other,1225,1275,1250,
,10/12/2009,250,Other,1200,1265,1240,
,11/12/2009,200,Other,1225,1275,1250,
,12/12/2009,180,Other,1200,1275,1260,
,14/12/2009,190,Other,1200,1275,1245,
,15/12/2009,200,Other,1200,1275,1240,
,16/12/2009,180, ,NR,NR,NR,
,17/12/2009,185, ,NR,NR,NR,
,18/12/2009,200, ,NR,NR,NR,
,19/12/2009,200, ,NR,NR,NR,
,21/12/2009,210, ,NR,NR,NR,
,22/12/2009,205, ,NR,NR,NR,
,23/12/2009,220, ,NR,NR,NR,
,24/12/2009,215, ,NR,NR,NR,
,25/12/2009,20, ,NR,NR,NR,
,26/12/2009,220, ,NR,NR,NR,
,28/12/2009,210, ,NR,NR,NR,
,29/12/2009,220, ,NR,NR,NR,
,30/12/2009,210, ,NR,NR,NR,
,31/12/2009,200, ,NR,NR,NR,
Ajuha,03/12/2009,8,Red,NR,NR,1500,
,07/12/2009,12,Red,NR,NR,1475,
,10/12/2009,13,Red,NR,NR,1450,
,14/12/2009,14,Red,NR,NR,1300,
,17/12/2009,14,Red,NR,NR,1100,
,21/12/2009,11, ,NR,NR,NR,
,24/12/2009,10, ,NR,NR,NR,
,26/12/2009,11, ,NR,NR,NR,
,28/12/2009,8, ,NR,NR,NR,
,31/12/2009,12, ,NR,NR,NR,
Aligarh,01/12/2009,35,Red,1300,1450,1400,
,02/12/2009,37,Red,1250,1350,1300,
,03/12/2009,39,Red,1240,1320,1280,
,04/12/2009,44,Red,1230,1300,1250,
,05/12/2009,40,Red,1200,1280,1230,
,07/12/2009,34,Red,1240,1340,1280,
,08/12/2009,32,Red,1250,1310,1290,
,09/12/2009,30,Red,1280,1320,1300,
,10/12/2009,33,Red,1250,1310,1280,
,11/12/2009,35,Red,1200,1300,1260,
,12/12/2009,34,Red,1200,1300,1220,
,14/12/2009,28,Red,1200,1300,1240,
,15/12/2009,36,Red,1200,1260,1230,
