2006-01-01,-1215777.6281504305,-1732273.500681065,-1129307.214785148,-1131317.9357319665,-1121382.8777561253,-994868.1410858117,-1246541.7019534302,-1389185.2723686798,-1420431.751954141,-1071538.4486355316,-1202552.7745648683,-1030821.3721031484,-1343991.963187505,-981817.3556633026,-938944.095930194,-1089040.0545339172,-971105.3431653138,-959889.9956233093,-968615.5702064834,-444012.7695816844,-538016.8851821271,-385662.17812757276,-301939.26860274683
2006-01-02,-1139850.0034266221,-1667676.34640508,-1004804.465803666,-1139899.0620312071,-1128819.9586756248,-1002118.0106281217,-1255177.2067389926,-1398104.5704114265,-1430714.2614143363,-1087579.6148337089,-1210926.2016867506,-1039354.072138663,-1353008.9460385386,-1027590.8807693676,-980986.4571739775,-1140327.3937899345,-1014163.7854930179,-1005433.6768704301,-1034077.4917941545,-444012.7695816844,-538016.8851821271,-385662.17812757276,-301939.26860274683
2006-01-03,-1175509.88675333,-1687108.5830402854,-1023786.3719846181,-1175792.1553066499,-1161289.1019203395,-1013211.7192646575,-1287977.8596365445,-1430108.4367283746,-1521903.8563236392,-1116860.530989673,-1238336.6888023273,-1067361.2766340957,-1372372.7231398239,-1030153.2057852327,-982963.9882803519,-1142521.663834394,-1017853.3511455896,-1006571.6934677089,-1036066.3813550196,-447047.513256799,-544583.7283953747,-418372.1094581302,-316900.7089129747
2006-01-04,-1211169.7700800379,-1706540.819675491,-1042768.2781655702,-1189985.0056025558,-1175066.153494716,-1021384.450983353,-1300072.784425809,-1450557.7653052541,-1552128.3334575123,-1127347.759703882,-1246666.1018404746,-1077623.289206088,-1371237.6231068142,-1033885.9346535441,-985030.2299596714,-1146962.1280064275,-1022510.578560041,-1012926.1306772691,-1040934.4642489487,-456151.74428214284,-564284.2580351171,-418372.1094581302,-316900.7089129747
2006-01-05,-1211169.7700800379,-1706540.819675491,-1042768.2781655702,-1161963.8106412832,-1149488.4657676478,-1010900.0250471608,-1271697.3205717695,-1409848.4332733564,-1495883.054440456,-1104425.1699249824,-1217984.1313332345,-1054471.3082441418,-1339940.836212218,-1036860.4290899383,-988032.9312233857,-1148339.1145980244,-1023831.230653719,-1011636.8941665452,-1042021.5536814522,-456151.74428214284,-564284.2580351171,-425852.82961324416,-327400.6229528913
2006-01-06,-1211169.7700800379,-1706540.819675491,-1042768.2781655702,-1173870.2651572465,-1161419.6871017755,-1022680.8193103572,-1285574.6867874793,-1426617.08666291,-1512221.3248265607,-1118142.190310939,-1233522.1944954167,-1065745.176888804,-1364934.0554678414,-1037944.6107753748,-987658.2048955332,-1149855.6151795122,-1025126.5085808052,-1015400.9017581348,-1043615.6285939342,-458522.63777832617,-569414.6042954667,-425852.82961324416,-327400.6229528913
2006-01-07,-1287097.3948038463,-1771137.973951476,-1167271.027147052,-1196782.017973286,-1181942.8127647038,-1041425.0836745403,-1309088.1730286945,-1453211.7534709214,-1539569.9654844163,-1142749.2807503596,-1257805.2354768468,-1090073.7397604373,-1399339.8571305214,-1036758.2651613643,-989031.2398331942,-1149754.8737984765,-1026651.5279859252,-1012974.5223716779,-1043902.068939674,-463738.6034699294,-580701.3660682358,-425852.82961324416,-327400.6229528913
2006-01-08,-1287097.3948038463,-1771137.973951476,-1167271.027147052,-1209507.0818883749,-1193299.9201273674,-1051068.7942302597,-1321317.8958496873,-1471452.8782095774,-1553619.6239222642,-1154785.5605027908,-1270522.4295166158,-1100184.2950932402,-1412694.67680509,-1084928.8318288897,-1031089.8920709572,-1199935.8972332226,-1096420.326776479,-1061087.4456866053,-1090800.0292185098,-468954.5691615327,-591988.1278410049,-458562.7609438016,-342362.0632631191
2006-01-09,-1211169.7700800379,-1706540.819675491,-1042768.2781655702,-1198544.5286070718,-1180945.710667508,-1037383.8606893334,-1306013.528859,-1453784.4858631121,-1535318.035280189,-1142544.5201314106,-1252347.5675203917,-1088455.654715572,-1375960.402439757,-1081232.6089502973,-1027720.5380574791,-1197291.7925036552,-1089665.505239712,-1062719.273999264,-1088607.7362182569,-471325.462657716,-597118.4741013546,-491272.69227435905,-357323.5035733469
2006-01-10,-1211169.7700800379,-1706540.819675491,-1042768.2781655702,-1200905.6047315914,-1182449.4827522817,-1038470.4075381276,-1307765.4173376858,-1455526.7619656664,-1537185.265463638,-1143046.1386746159,-1254507.8122749962,-1089690.1924383799,-1377665.4740609408,-1060289.5904331433,-1008884.046294565,-1174716.3421987686,-1065766.454221028,-1035094.7304117341,-1067144.196437533,-471325.462657716,-597118.4741013546,-491272.69227435905,-357323.50357334694
