mandicode,mandiname,statecode,latitude,longitude,centreid
1330,Maksudangarh,19,24.0641223,77.2462628,9
305,Khairagarh,17,26.9425734,77.8190140,2
366,Chickkaballapura,13,13.4300000,77.7200000,7
14,Bhavnagar,14,21.7644725,72.1519304,75
450,Hodal,16,27.9000000,77.3700000,22
872,Asansol,6,23.6739452,86.9523954,8
745,Jafarganj,17,25.9159921,80.5014703,34
856,Nandura,2,20.8333330,76.4597220,28
273,Aligarh,17,27.9000000,78.0800000,2
645,Sabalgarh,19,26.2469802,77.4070144,24
1273,Pandhurna,19,21.6000000,78.5200000,46
1183,Jalana,2,19.8296893,75.8800305,28
732,Bharthna,17,26.7500000,79.2300000,34
299,Hasanpur,17,28.7200000,78.2800000,16
1389,Limdi,14,23.0088266,74.1558712,3
521,Rerozepur Zhirka,16,27.7873427,76.9464633,22
1134,Akodia,19,23.3813932,76.6037222,9
1509,Sanawad,19,22.1800000,76.0700000,28
1113,Agar,19,24.2321486,75.4985521,38
24,Jetpur(Dist.Rajkot),14,23.0000614,70.8927307,55
792,Pen,2,18.7348880,73.0966019,44
701,"New Grain Market , Rohtak",16,28.8875862,76.5704967,22
652,Iamailabad,16,30.1170485,76.6672602,35
680,Kendrapara(Marshaghai),23,20.4969108,86.4288534,14
766,Robertsganj,17,24.6850005,83.0683519,69
1302,Narayanpet,32,16.7445112,77.4960078,76
796,Sakri,2,20.9926045,74.3140742,75
1057,Shopian,18,33.7170033,74.8360918,64
1038,Morena(F&V),19,26.5000000,78.0000000,24
1250,Hajipur,26,25.5770450,87.5346402,53
1561,Mehmadabad,14,22.9991066,72.6165690,3
294,Ghiraur,17,27.1870036,78.7931991,2
518,Anandnagar,17,27.1022603,83.2759219,69
827,Kottarakkara,27,9.0009187,76.7720205,68
369,Aluva,27,10.1075702,76.3456620,21
488,Bhadravathi,13,13.8400000,75.7020000,43
1361,Sehora,19,23.1168513,80.1289010,30
436,Jaggayyapeta,25,16.8920000,80.0976010,70
1213,Himatnagar(Veg.Market Himatnagar),14,23.6036268,72.9639461,3
1493,Badnawar,19,23.0207891,75.2335788,28
670,Damoh,19,23.8380986,79.4421731,59
484,Khunthabandha,23,20.8284460,84.3271305,60
170,Bargarh,23,21.3300000,83.6200000,60
519,Badayoun,17,28.0337088,79.1205419,25
1560,Tapa(Sadar Bazar),3,30.2980560,75.3688890,6
1099,Sakaleshpura,13,12.9441511,75.7865653,43
175,Boudh,23,20.8284460,84.3271305,60
628,Parappanangadi,27,11.0605060,75.8507818,39
108,Simdega,29,22.6100000,84.5000000,58
942,Sulya,13,12.5580560,75.3891670,43
516,Narnaul,16,28.0657961,76.1014781,22
689,Taleja,14,21.3514348,72.0327247,75
1055,Junagadh,14,21.5221840,70.4578768,55
888,Thalayolaparambu,27,9.7850000,76.4481000,21
668,Gosala,23,21.4268410,83.9001366,60
1003,Shamgarh(F&V),19,24.1883179,75.6352989,38
1432,Akkalkot,2,17.5242162,76.2054416,18
141,Dindori,2,22.9417931,81.0768455,30
319,Sahiyapur,17,27.3838944,82.4847517,40
1110,Parvathipuram,25,18.7817162,83.4267518,71
976,Mulabagilu,13,13.1666533,78.3940737,7
1304,Rajahmundry,25,17.0005383,81.8040345,70
250,Rajpura,3,30.4839970,76.5939516,11
1087,Viswan,17,27.4937578,80.9964806,40
1581,Shahapur,2,16.6956754,76.8431564,18
44,Dabwali,16,29.9480490,74.7341349,6
1328,Magroni,19,25.7004580,77.9367409,24
471,Jalgaon,2,20.9979840,75.5667110,28
1522,Begamganj,19,23.6011232,78.3359475,59
1310,Badarwas,19,24.9769380,77.5644966,24
629,Parassala,27,8.3438981,77.1519902,68
1026,Bhesan,14,21.5548528,70.7034651,55
698,Mannar,27,9.3171351,76.5343721,21
456,Chamba,10,32.5533633,76.1258083,17
1435,Jahajharpur,26,26.2674009,86.2969422,8
1054,Ghatal,6,22.6700000,87.7200000,37
756,Kodungalloor,27,10.2093879,76.1958429,21
1520,Bankhedi,19,22.7690544,78.5348565,59
1350,Balaghat,19,21.8128760,80.1838293,46
622,Dhekiajuli,22,26.7000000,92.5000000,23
1200,Bazpur,24,29.1585345,79.1463868,25
333,Bankura Sadar,6,23.2290173,87.0650019,37
928,Bayana,20,26.9158088,77.2893606,2
523,Bangarmau,17,26.8917079,80.2126756,34
128,Kottayam,27,9.5915668,76.5221531,21
434,Raikot,3,30.6500000,75.6000000,41
1504,Khetia,19,21.6733330,74.5869440,28
334,Bara Bazar (Posta Bazar),6,22.5817406,88.3543972,37
802,Mylavaram,25,16.7638263,80.6382413,70
303,Kasganj,17,27.8129344,78.6497850,2
1488,Danapur,26,25.6206672,85.0493253,50
1173,Sailana,19,23.4577763,74.9281842,28
448,Gohana,16,29.1300000,76.7000000,35
1356,Katangi,19,21.7704644,79.8044590,46
1264,Guna(F&V),19,24.6500000,77.3200000,9
686,Sambalpur,23,21.4668716,83.9811665,60
1405,Polavaram,25,17.2478932,81.6432353,70
885,Atrauli,17,27.1731576,80.6604364,40
571,Pali,20,25.7710893,73.3234478,33
626,Palakkad,27,10.7867303,76.6547932,47
799,Malkapur,2,20.8864830,76.2162709,28
1011,Armoor,32,18.7894581,78.2892742,76
1490,Kalyandurg,25,14.5500000,77.1000000,7
774,vadakarapathy,27,10.7824527,76.8547990,47
266,Pratapgarh,20,25.8973038,81.9452981,69
625,Pala,27,9.7137531,76.6829278,21
863,Nuh,16,28.1023894,76.9931074,22
1306,Sangat,3,30.0855734,74.8419405,6
130,A lot,19,23.7621400,75.5599100,28
21,Dhari,14,21.3266490,71.0252571,55
1101,"AMO, Amritsar",18,33.7781750,76.5761714,17
1494,Badwaha,19,22.0300000,74.9000000,28
1492,Anjad,19,22.0430940,75.0538136,28
651,Dhanura,17,28.9700000,78.2500000,16
263,Chomu(F&V),20,27.1700000,75.7200000,31
940,Sirsa,17,25.2585031,82.0924577,69
1089,Mehmoodabad,17,27.3000000,81.1333330,40
394,Ajmer(F&V),20,26.4498954,74.6399163,31
676,Kantabaji,23,20.4639112,82.9205737,60
1362,Seoni,19,22.0868691,79.5434841,46
742,Gurusarai,17,29.9647520,77.5405354,15
1573,Bhusaval,2,21.0500000,75.7700000,28
1571,Srikakulam,25,18.2969747,83.8967813,71
1406,Jalgaon(Masawat),2,20.9979840,75.5667110,28
243,Mukerian(Talwara),3,31.9562897,75.6168408,17
1007,Kullu(Patli Kuhal),10,31.9578510,77.1094597,42
82,Kullu,10,31.9578510,77.1094597,42
489,Bijapur,13,16.8301708,75.7100310,18
672,Katni(F&V),19,23.8308453,80.4072255,30
343,Ramkrishanpur(Howrah),6,25.2757475,88.9713045,63
883,Kamthi,2,21.2275312,79.1900834,46
1319,Kannod,19,22.6630638,76.7423094,28
495,Faridkot,3,30.6781870,74.7395591,6
145,Kolhapur,2,16.6913076,74.2448662,48
1124,Kheragarh,9,21.4195368,80.9788187,54
790,Sanwer,19,22.9736761,75.8260438,28
776,Belacoba,6,26.5913670,88.5886864,63
1131,Anand Nagar,9,21.1843350,81.3024603,54
853,Nashik(Devlali),2,19.9974533,73.7898023,44
292,Gazipur,17,27.9544223,78.3052680,2
771,Shahabad(New Mandi),17,27.6441382,79.9447096,34
349,Kapadvanj,14,23.0200000,73.0700000,3
1186,Adilabad,32,19.6700000,78.5300000,76
38,Ambala City,16,30.3781788,76.7766974,49
464,Tarikere,13,13.7086667,75.8158590,43
705,Mamdot,3,30.8704981,74.4188535,6
862,Kopargaon,2,19.8916791,74.4790898,44
1,Kurnool,25,15.8281257,78.0372792,27
834,Anoop Shahar,17,28.3540864,78.2675478,16
57,Mustafabad,16,30.2000000,77.1500000,35
1441,Jainagar,26,25.0500000,84.0833330,69
94,Chakulia,29,22.4733583,86.7164863,37
411,Muzzafarnagar,17,29.4726817,77.7085091,35
1193,Sonepat(Kharkhoda),16,28.9287735,77.0912810,16
1355,Kareli,19,22.9336110,79.0622220,30
309,Mawana,17,29.0969563,77.9204938,16
161,Solapur,2,17.6599188,75.9063906,18
674,Howly,22,26.4232202,90.9800692,23
1116,Lakkireddipally,25,14.1831779,78.6994326,27
454,Pundri,16,29.7500000,76.5500000,35
556,Kandhamal,23,20.1342042,84.0167423,60
1318,Kailaras,19,26.3013729,77.6163803,24
1105,Rattia,16,29.6800000,75.5800000,26
1067,Puranpur,17,28.5129459,80.1477341,25
1005,Kosgi,32,16.9877611,77.7169224,76
1112,Bilga,3,31.0501545,75.6546595,41
50,Jagadhri,16,30.1680858,77.2969204,35
726,Patiala,3,30.3400000,76.3800000,11
843,Nedumkandam,27,9.8430560,77.1513890,21
1135,Gopiganj,17,25.2823381,82.4346498,69
70,Sonepat,16,28.9287735,77.0912810,16
913,Muskara,17,25.6653084,79.7988084,34
1481,Belur,13,13.1629000,75.8571000,43
138,Amrawati(Frui & Veg. Market),2,20.9374238,77.7795513,46
1562,S.Mandvi,14,22.8333340,69.3554783,73
682,Mottagaon,23,20.6700000,85.6000000,14
1223,Sindholi,17,25.8311339,79.2986668,24
200,Anandpur Sahib,3,31.2344015,76.5054652,11
644,Chamaraj Nagar,13,11.9261471,76.9437312,45
1408,"Registrar Co Op,Panaji",1,15.5008688,73.8261059,48
998,Sheopurkalan,19,25.6711824,76.7005056,38
591,Mahuva(Station Road),14,21.0902193,71.7563169,75
1332,Mungawali,19,25.4847842,78.1849427,24
160,Sinner,2,19.8500000,74.0000000,44
6,Hailakandi,22,24.6811018,92.5638055,4
911,Kurara,17,25.9801059,79.9892034,34
511,Imphal,15,24.8200000,93.9500000,36
413,Soharatgarh,17,27.4025296,82.9596879,69
390,Moonak,3,29.8196000,75.8866000,26
831,Kullu(Chauri Bihal),10,31.9578510,77.1094597,42
98,Hazaribagh,29,23.9966213,85.3691068,56
1274,Dindigul,11,10.3673123,77.9802906,20
293,Ghaziabad,17,28.6691565,77.4537578,16
231,Khanna,3,30.6978520,76.2112286,41
248,Phillaur(Apra Mandi),3,31.0130661,75.7894716,41
934,Chhibramau,17,27.1499944,79.4998985,34
364,Latehar,29,23.7500000,84.5000000,56
1230,"Eluru-II,RBZ",25,16.7106604,81.0952431,70
696,Goalpara,22,26.1700000,90.6200000,23
477,Rahuri(Vambori),2,19.3926780,74.6488264,44
315,Partaval,17,26.9682707,83.6015808,69
439,Mangalagiri,25,16.4349096,80.5687692,70
886,Pampady,27,9.5656567,76.6441591,21
1333,Nalkehda,19,23.8356771,76.2363989,28
485,Nawarangpur,23,19.2300000,82.5500000,71
693,Kayamkulam,27,9.1843659,76.5151560,68
747,Jasvantnagar,17,26.8800000,78.9000000,2
356,Palwal,16,28.1487362,77.3320262,22
120,Chala,27,11.8559282,75.4402993,72
499,Giddarbaha,3,30.2000000,74.6700000,6
16,Bilimora,14,20.7690264,72.9777738,75
412,Sikanderabad,17,28.4528180,77.6965573,16
1391,Dharwar,13,15.4589236,75.0078080,18
637,Vamanapuram,27,8.7200343,76.8980371,68
1429,Monday Market,11,8.1987185,77.3044410,68
1542,Pipariya,19,22.7622132,78.3486781,9
475,Samalkha,16,29.2405629,77.0113048,35
194,Sakhigopal,23,19.9463746,85.8138024,10
164,Azadpur,5,28.7031438,77.1772288,16
592,Chhachhrauli(Khizrabad),16,30.2430239,77.3582840,35
1094,Risia,17,27.6877490,81.6064860,40
1205,Rania(Jiwan nagar),16,29.5255162,74.8360918,6
999,Shivpuri,19,25.4300000,77.6500000,24
823,Kanakapura,13,12.5462442,77.4198823,7
497,Punalur,27,9.0170000,76.9260000,68
1226,Amargarh,3,30.4607100,76.0130784,41
267,Gudimalkapur,32,17.3787821,78.4374024,76
1557,Ulundurpettai,11,11.6905560,79.2916670,52
28,"Mehmadabad(Veg ,market)",14,22.9991066,72.6165690,3
540,Parner,2,19.0030000,74.4380000,44
1290,Siddavatam,25,14.4667556,78.9698314,27
1371,Machilipatnam,25,16.1700000,81.1300000,70
283,Basti,17,26.8176796,82.7633133,69
980,L B Nagar,32,17.3457176,78.5522296,76
1189,Dataganj,17,28.0300000,79.4000000,25
830,Jalandhar City(Jalandhar),3,31.3260152,75.5761829,41
1148,Shahaswan,17,28.0680000,78.7510000,2
1051,Fazilka (Ladhuka),3,30.4036478,74.0279621,6
1363,Shahpura(Jabalpur),19,23.1844289,80.7048084,30
95,Gadhwah,29,24.1548982,83.7995617,69
447,Faridabad,16,28.4089123,77.3177894,16
512,Udaipur(F&V),20,24.5800000,73.6800000,33
460,Solan(Nalagarh),10,30.9044857,77.0967357,62
937,Indapur,2,18.1200000,75.0300000,44
1484,Begusarai,26,25.4166750,86.1293792,8
9,Chandigarh(Grain/Fruit),21,30.7399738,76.7567368,11
1211,Nowpora,18,33.6056025,75.1870044,64
1417,Khagaria,26,25.5061110,86.4711110,8
224,Guru Har Sahai,3,30.7170460,74.4163830,6
298,Hardoi,17,27.4200000,80.1200000,34
307,Lalitpur,17,24.6878597,78.4120206,59
584,Lucknow,17,26.8466937,80.9461660,40
1059,Bailahongal,13,15.8170000,74.8670000,18
492,Bhawanigarh,3,30.2640601,76.0370947,41
773,Thrippunithura,27,9.9527670,76.3386730,21
383,Banki,23,22.0963519,84.8958731,58
501,Makhu,3,31.1071528,74.9764024,5
970,Srinivasapur,13,13.3377780,78.2122220,7
1276,Karsiyang(Matigara),6,26.8827620,88.2795410,63
206,Bassi Pathana,3,30.6861187,76.4042404,11
191,Nimapara,23,20.0536724,86.0070547,10
361,Kangra(Nagrota Bagwan),10,32.0998031,76.2691006,17
338,English Bazar,6,25.0108408,88.1410967,53
1185,Moodigere,13,12.4244205,75.7381856,72
723,Achalda,17,26.7155368,79.4165048,34
1081,Karnailganj,17,28.6380264,77.2153889,16
483,Keonjhar(Jhumpura),23,21.5151196,85.6845780,14
1268,Ding,16,29.4609337,75.2604846,26
944,Nagour(FV),20,27.1991222,73.7409240,33
884,Maigalganj,17,27.7172982,80.3449831,40
943,Sivasagar,22,26.9800000,94.6300000,29
1296,Vai,2,20.0848733,78.6267518,46
564,Tanda(Rampur),17,26.5500000,82.6500000,69
297,Haathras,17,27.6000000,78.0500000,2
154,Pimpalgaon Baswant(Saykheda),2,20.1699678,73.9873787,75
144,Kalvan,2,18.2913574,73.2735875,44
687,Nadiyad(Piplag),14,22.7000000,72.8700000,3
1556,Pongalur,11,10.9729427,77.3697672,13
794,Falakata(Dhupguri),6,26.5333330,89.2000000,63
1516,Mehrauni,17,26.1808952,83.4019725,69
769,Bhivandi,2,19.2812547,73.0482912,44
804,Siwan,16,26.2196205,84.3566593,50
328,Unnao,17,26.5393449,80.4878195,34
321,Shadabad,17,27.4390910,78.0338078,2
470,Barshi,2,18.2333856,75.6941478,18
553,Purwa,17,26.4566318,80.7713210,40
1001,Khairthal,20,27.8011636,76.6441591,22
1220,Babra,14,21.8441670,71.3041670,55
1329,Mahidpur,19,24.5786275,77.9938497,59
1257,Champhai,4,23.4565708,93.3281929,4
826,Sirsaganj,17,27.0552636,78.6893782,2
718,Tarantaran,3,31.4616728,74.9267229,5
387,Sargipali,23,22.0522916,83.9095726,60
1340,Susner,19,23.9428099,76.1001009,28
1009,Bidar,13,17.9200000,77.5197220,76
301,Jaunpur,17,25.7490034,82.6987002,69
1539,Nasrullaganj,19,22.6063673,77.2087364,9
1411,Allagadda,25,15.1344838,78.5031721,27
917,Parimpore,18,33.7781750,76.5761714,17
1180,Jangipura,17,25.6540508,83.5576478,69
559,Shahabad,17,27.6441382,79.9447096,34
290,Fatehpur Sikri,17,27.0945291,77.6679292,2
1416,Katihar,26,25.5520480,87.5718609,53
1128,Ganjdudwara,17,27.7345321,78.9373099,2
1409,Bhadrawati,2,20.1003298,79.1145675,46
189,Khariar Road,23,20.8990000,82.5090000,54
212,Dera Bassi,3,30.5872000,76.8428000,49
1248,Silapathar,22,27.5952937,94.7240030,29
1419,Sasaram,26,24.9490360,84.0314295,69
952,Bilsi,17,28.1282088,78.9063483,25
1442,Devarakadra,32,16.6247946,77.8410163,27
86,Solan,10,30.9044857,77.0967357,62
172,Betnoti,23,21.7355030,86.8499280,14
285,Chandoli,17,27.5112073,81.2229672,40
1008,Israna,16,29.2769800,76.8519159,35
850,Mansa,14,23.4349854,72.6565084,3
653,Chavakkad,27,10.5833096,76.0188816,66
614,Chathanoor,27,8.8566670,76.7180560,68
1218,Karimpur,6,23.9742977,88.6265475,37
789,Sagar(F&V),19,23.8388050,78.7378068,59
973,Kattappana,27,9.7568348,77.1168640,21
719,Pulwama (F&V),18,33.8716117,74.8945692,64
817,Panposh,23,22.2375766,84.8033402,58
808,Chorichora,17,26.6202242,83.6263120,69
1197,Bapauli,16,29.3384021,77.0837870,35
1374,Pulivendala,25,14.4222318,78.2263388,27
100,Jamtara,29,23.9505496,86.8170132,8
234,Kurali,3,30.8300000,76.5700000,11
392,Sahnewal,3,30.8448000,75.9758000,41
1386,Karimnagar,32,18.4385553,79.1288412,76
1368,Vikarabad,32,17.3364298,77.9048483,76
695,Kothamangalam,27,10.0601903,76.6350827,21
183,Jagatsinghpur,23,20.2548998,86.1706221,10
848,Neem Ka Thana,20,27.7380000,75.7830000,31
844,Deori,19,23.4000000,79.0200000,59
1345,Birmaharajpur,23,20.8681552,84.0458176,60
703,Pothencode,27,8.6194660,76.8987284,68
1144,Bishenpur,15,24.6303603,93.7598288,36
1447,Vansda,14,20.7579323,73.3640381,75
326,Tulsipur,17,27.5246311,82.4156829,40
278,Bahraich,17,27.5800000,81.6000000,40
131,Chhindwara,19,22.0574370,78.9381729,46
288,Faizabad,17,26.7700000,82.1500000,40
399,Achnera,17,27.2689973,78.1421905,2
554,Rura,17,26.4820748,79.9005920,34
1552,Kothavalasa,25,17.8908652,83.1908216,71
896,Rampurmaniharan,17,29.8050000,77.4520000,35
310,Mirzapur,17,25.1336987,82.5644344,69
213,Dhuri,3,30.3700000,75.8700000,41
784,Haldwani,24,29.2182644,79.5129767,25
279,Ballia,17,25.7584381,84.1487319,50
865,Raath,17,25.6021251,79.5659633,34
1384,Mehsana,14,23.5879607,72.3693252,3
1083,Vishalpur,17,28.2937839,79.8044590,25
368,Shimoga,13,13.9299299,75.5681010,43
561,Malkanagiri,23,18.3435863,81.8825279,71
648,Farukh Nagar,16,28.4489896,76.8227916,22
708,Jabalpur(F&V),19,23.1666670,79.9333330,30
1043,Holenarsipura,13,12.7869166,76.2467352,45
503,Maur,3,30.0645850,75.2317403,6
716,Amarawati,2,20.9303850,77.7587500,46
320,Samsabad,17,27.5363400,79.4394459,34
611,Hassan,13,13.0068142,76.0995519,45
500,Chandrapur(Ganjwad),2,19.9500000,79.3000000,46
641,Indore,19,22.7195687,75.8577258,28
1158,Rudauli,17,26.7500000,81.7500000,40
218,Firozepur City,3,31.1448666,75.9586615,41
1212,Harihara,13,12.3976785,77.2893606,7
1543,Raisen,19,23.3327329,77.7823973,9
1559,Zaheerabad,32,17.6800000,77.6200000,76
627,Palayam,27,8.5027684,76.9513432,68
1545,Semriharchand,19,22.6921762,78.1051246,9
692,Bhagta Bhai Ka,3,30.4811084,75.0932352,6
758,Meerut,17,28.9844618,77.7064137,16
1228,Chittor(Rythu Bazar),25,13.2171760,79.1003289,12
220,Ghanaur,3,30.3320205,76.6110085,11
638,Burhanpur(F&V),19,21.3193875,76.2224273,28
1483,Ungatur,25,16.8229562,81.4237776,70
238,Machhiwara,3,30.9100000,76.2000000,41
547,Maudaha,17,25.6800000,80.1200000,34
1167,Sultanpurchilkana,17,30.0707967,77.5003091,15
965,Zunheboto,28,26.0092831,94.5237707,36
1056,Mahbubnagar,32,16.7375089,78.0081221,27
106,Ranchi,29,23.3440997,85.3095620,56
1075,Zaloosa-Chararishrief (F&V),18,33.7781750,76.5761714,17
829,Jangipur,6,24.4589833,88.1047287,8
348,Cachar,22,24.7821253,92.8577105,4
223,Gurdaspur,3,32.0333000,75.4000000,5
560,Shahganj,17,24.7018356,82.9541887,69
1327,Loharda,19,22.5919948,76.5921665,28
594,Kolaghat,6,22.4300000,87.8700000,37
268,Hyderabad (F&V),32,17.3850440,78.4866710,76
918,Mehatpur,3,31.0473273,75.4723411,41
254,Samrala,3,30.8356679,76.1910284,41
945,Tura,7,25.5140712,90.2032141,23
87,Una,10,20.8200000,71.0300000,55
762,Perumbavoor,27,10.1319390,76.4821849,21
700,"New Grain Market , Panchkula",16,30.4776608,77.1216684,49
531,Gangoh,17,29.7788493,77.2606305,35
920,Nawanshahar,3,31.0912954,76.0391909,41
93,Chaibasa,29,22.5474364,85.8025373,56
846,Jaipur(F&V),20,26.9124336,75.7872709,31
199,Amritsar(Amritsar Mewa Mandi),3,31.6339793,74.8722642,5
1117,Kot ise Khan,3,30.9521840,75.1290781,5
795,Birbhum,6,24.3575023,87.8426967,8
425,Kada,2,18.8961089,75.0815557,44
900,Aizawl,4,23.7271070,92.7176389,4
1082,Chaandpur,17,26.5268623,83.8380216,69
1439,Sitamarhi,26,26.5945129,85.4835393,50
52,Kaithal,16,29.8000000,76.3800000,35
476,Palghar,2,19.6935581,72.7655184,44
467,Jui,16,28.6357600,75.9434209,26
1070,Lungli,4,22.8670691,92.7655358,4
102,Koderma,29,24.4700000,85.6000000,56
902,Gadaura,17,27.0091040,79.6923047,34
604,Bhiwani,16,28.7990445,76.1335112,26
585,Mugrabaadshahpur,17,25.6579775,82.1903963,69
104,Madhupur,29,24.2653802,86.6480173,8
1232,Kalapipal,19,23.4136273,76.2899071,28
469,Khandwa,19,21.8257334,76.3525710,28
25,Jhalod,14,23.0981684,74.1643497,3
42,Ch. Dadri,16,28.6004211,76.2796810,22
107,Saraikela,29,22.7023346,85.9278993,56
815,Malkangiri(Korakunda),23,18.3435863,81.8825279,71
897,Vaijpur,2,19.9256818,74.7284812,44
1062,Gaddiannaram,32,17.3908771,78.5490494,76
770,Ujhani,17,28.0003235,79.0051685,2
1283,Pipar City,20,26.3856000,73.5378000,33
1418,Kishanganj,26,26.0794440,87.9372220,53
1017,Damoh(F&V),19,23.8380986,79.4421731,59
1360,Saunsar,19,21.6519825,78.7957856,46
504,Kurdwadi,2,18.0963477,75.4221007,18
1313,Bhind,19,26.5642000,78.7883000,24
74,Yamuna Nagar,16,30.1290485,77.2673901,35
479,Godabhaga,23,21.4159983,83.8419989,60
752,Khaga,17,25.7720835,81.1035342,34
407,Hapur,17,28.7305798,77.7758825,16
1050,Bhulath,3,31.5423237,75.5058321,5
1277,Kalanaur,3,32.0100000,75.1500000,5
1550,Vidisha,19,23.5300000,77.8200000,9
1404,Bhuj,14,23.2419997,69.6669324,73
502,Kalyan,2,19.2403305,73.1305395,44
1156,Kattakada,27,8.4938457,77.1137324,68
1553,Patan,2,17.3700000,73.9000000,48
1275,Hunsur,13,12.3100000,76.2900000,45
960,Uluberia,6,22.4744363,88.1000377,37
1161,T. Narasipura,13,14.1271868,75.2201933,43
452,Karnal,16,29.6856929,76.9904825,35
967,Wansi,17,27.1751518,82.9314600,69
1246,Jaisalmer,20,26.9157487,70.9083443,33
1505,Kukshi,19,22.2068295,74.7556518,28
684,Rayagada(Muniguda),23,19.1700000,83.4200000,71
1080,Vilaspur,17,26.8714776,78.8853235,2
1203,Motihari,26,26.6500000,84.9166670,50
1376,Mahbubnagar(Nawabpet),32,16.7375089,78.0081221,27
1010,Narsapur,32,17.7386110,78.2827780,76
1375,Bellary,13,15.1393932,76.9214428,18
382,Shirpur,2,21.3495981,74.8797127,28
951,Nawabganj,17,26.8700000,82.1300000,40
1443,Bahadurganj,26,26.2643148,87.8279577,53
124,Irinjalakkuda,27,10.3446664,76.2093715,66
1064,Patna City,26,25.6110000,85.1440000,50
1160,Padampur,20,21.0000000,83.0700000,60
1136,Jaspur,9,21.7198944,83.0441927,60
819,Kalayat,16,29.6742100,76.2457500,26
1029,Karjat(Raigad),2,18.9192249,73.3277223,44
1058,Washi(Thane Market),2,18.5422220,75.7788890,44
529,Chibramau,17,27.1499944,79.4998985,34
679,Kendrapara,23,20.4969108,86.4288534,14
1177,Maddur,13,12.5849000,77.0500000,45
45,Dhand,16,29.8853701,76.6210539,35
1369,Bhalki,13,18.0503666,77.2183652,76
1142,Saharsa,26,25.8705560,86.6013890,8
401,Ajuha,17,25.7012927,81.2534911,57
1568,Shahapur,13,16.6956754,76.8431564,18
906,Hargaon (Laharpur),17,27.7711254,80.7269854,40
552,Pukhrayan,17,26.2266671,79.8380778,34
963,Ashta,19,23.0180474,76.7159720,9
1145,Keshod,14,21.2997164,70.2492882,55
1498,Harsood,19,22.5022850,77.5017428,9
1249,Shrigonda,2,18.6175439,74.6981267,44
539,Kayamganj,17,27.5540047,79.3296565,2
242,Mukerian,3,31.9562897,75.6168408,17
1503,Khargone,19,21.8335244,75.6149893,28
969,Adampur,16,31.4329486,75.7139010,41
1359,Narsinghpur,19,22.9465570,79.1943534,30
1535,Kurawar,19,23.5113515,77.0247361,9
1537,Multai,19,21.7751821,78.2571256,46
535,Jasra,17,25.2816904,81.7766514,57
927,Chhibramau(Kannuj),17,27.1499944,79.4998985,34
367,Kundapura,13,13.6315963,74.6899917,43
359,Taura,16,28.2119674,76.9512041,22
166,Shahdara,5,28.6888393,77.2674795,16
480,Jajpur,23,20.8500000,86.3300000,14
737,Khariar,23,20.2866522,82.7623370,54
253,Rampuraphul(Nabha Mandi),3,30.2758165,75.2420722,6
19,Dahod(Veg. Market),14,22.8379314,74.2531465,28
1154,Khammam,32,17.2472528,80.1514447,70
289,Fatehpur,17,25.9200736,80.8099941,34
1282,Shahkot,3,31.5757477,73.4814918,5
662,Mukkom,27,11.3286386,75.9874814,39
612,Siddapur,13,14.3410006,74.8899841,18
245,Nabha,3,30.3736743,76.1451904,41
572,Dharamkot,3,30.9500000,75.2333000,41
1422,Kathlal,14,22.9003143,72.9911677,3
1016,Kulgam,18,33.6449908,75.0180310,64
119,Alappuzha,27,9.4980667,76.3388484,21
801,Fatehpur,20,25.9200736,80.8099941,34
1068,Kurdwadi(Modnimb),2,18.0963477,75.4221007,18
757,Jorhat,22,26.7500000,94.2200000,29
1320,Karera,19,25.4568070,78.1279359,24
20,Deesa(Deesa Veg Yard),14,24.2585031,72.1906721,3
1402,Vadodara,14,22.3071588,73.1812187,3
1366,Mangrol,14,21.1200000,70.1200000,55
115,Hubli (Amaragol),13,15.3471361,75.1311874,18
899,Lamlong Bazaar,15,24.5692831,93.7680349,36
751,Karvi,17,25.2027658,80.9017155,57
623,Madhavapuram,27,10.4793092,76.2269095,66
981,Kayamkulam(Alleppey),27,9.1843659,76.5151560,68
1307,Nanuta,17,29.7100000,77.4200000,35
857,Barikpur,23,21.3411692,86.7504372,14
741,Jamakhandi,13,16.5043199,75.2917512,18
1382,"P. Ramacharyulu Park,RBZ",25,14.6818877,77.6005911,27
510,Babain,16,30.0755238,76.9844677,35
1565,Siddipet,32,18.1019043,78.8520770,76
783,Lakshar,24,29.7538434,78.0214820,15
237,Ludhiana,3,30.9009650,75.8572758,41
603,Behal,16,28.6283330,75.6186110,26
105,Pakur,29,24.6336908,87.8500644,8
1240,Mansa(Manas Veg Yard),14,23.4349854,72.6565084,3
635,Dholka(Market Yard Veg),14,22.7428431,72.4435674,3
1378,Alibagh,2,18.6553938,72.8670819,44
1347,Jalandhar City(Faintan Ganj),3,31.3260152,75.5761829,41
78,Hamirpur(Nadaun),10,31.6861745,76.5213092,42
498,Gehri,3,31.5946820,75.0713355,5
1577,Chodavaram,25,17.8313806,82.9340217,71
445,Bilaspur,16,31.3429426,76.7625073,42
908,Bijay Nagar,20,25.9267581,74.6506322,38
740,Mukhiguda,23,19.4305468,82.8413782,71
1529,Ganjbasoda,19,23.8514645,77.9263030,9
621,Kottakkal,27,11.0001120,75.9988311,39
342,Purulia,6,23.3320779,86.3652080,56
777,Dehradoon,24,30.3164945,78.0321918,15
933,Tonk,20,26.1700000,75.7800000,31
1407,Saluru,25,18.5163848,83.2050863,71
