2006-01-01,-1385070.1764888596,-1469166.3610195955,-1895825.0208460207,-1618906.4611055444,-1901820.9693212283,-1398936.1133574902
2006-01-02,-1385070.1764888596,-1469166.3610195955,-1895825.0208460207,-1618906.4611055444,-1901820.9693212283,-1398936.1133574902
2006-01-03,-1545754.116329618,-1559736.131778336,-2036697.4229082074,-1721934.0037481866,-2031067.7946337326,-1497036.0162461519
2006-01-04,-1539861.4160955467,-1562427.6624348953,-2060108.4001260325,-1724682.3842098753,-2005433.356385111,-1499029.433263406
2006-01-05,-1566272.2243913694,-1583816.2693382322,-2072469.4667574854,-1805231.7533122802,-2035708.639311012,-1528917.5173387516
2006-01-06,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-07,-1726956.164232127,-1674386.0400969721,-2213341.8688196717,-1908259.2959549222,-2164955.4646235155,-1627017.4202274126
2006-01-08,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-09,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-10,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-11,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-12,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-13,-1726956.1642321276,-1674386.0400969724,-2213341.8688196726,-1908259.2959549224,-2164955.4646235164,-1627017.420227413
2006-01-14,-1740072.7618328426,-1699721.6361334613,-2234070.776974624,-1924168.944414745,-2184288.764289882,-1641918.3898081726
2006-01-15,-1764432.1573770293,-1746773.4573440847,-2272567.3206909653,-1953715.4344115595,-2220193.463670277,-1669591.6190295843
2006-01-16,-1777548.7549777448,-1772109.0533805743,-2293296.228845918,-1969625.0828713824,-2239526.7633366436,-1684492.588610344
2006-01-17,-1777548.7549777448,-1772109.0533805743,-2293296.228845918,-1969625.0828713824,-2239526.7633366436,-1684492.588610344
2006-01-18,-1777548.7549777448,-1772109.0533805743,-2293296.228845918,-1969625.0828713824,-2239526.7633366436,-1684492.588610344
2006-01-19,-1777548.7549777448,-1772109.0533805743,-2293296.228845918,-1969625.0828713824,-2239526.7633366436,-1684492.588610344
2006-01-20,-1777548.7549777448,-1772109.0533805743,-2293296.228845918,-1969625.0828713824,-2239526.7633366436,-1684492.588610344
2006-01-21,-1810059.0339035946,-1785225.6509812893,-2311593.269430166,-1985620.8497587196,-2260879.2781163356,-1700330.8331967783
2006-01-22,-1870435.2661944593,-1809585.0465254763,-2345573.487658057,-2015327.2739780608,-2300533.94842148,-1729744.716000157
2006-01-23,-1902945.5451203093,-1822701.6441261917,-2363870.5282423054,-2031323.0408653985,-2321886.4632011726,-1745582.9605865916
2006-01-24,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-25,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-26,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-27,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-28,-1979412.5447507673,-1899964.473495878,-2481055.756356079,-2111233.829700962,-2441295.152345743,-1817608.6053941655
2006-01-29,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-30,-1979412.5447507678,-1899964.473495878,-2481055.75635608,-2111233.8297009626,-2441295.1523457435,-1817608.605394166
2006-01-31,-2045548.6734459694,-1970624.546967231,-2592683.4436705057,-2213502.8912251047,-2526763.4819806563,-1888066.94380046
2006-02-01,-2045548.6734459694,-1970624.546967231,-2592683.4436705057,-2213502.8912251047,-2526763.4819806563,-1888066.94380046
2006-02-02,-2045548.6734459694,-1970624.546967231,-2592683.4436705057,-2213502.8912251047,-2526763.4819806563,-1888066.94380046
2006-02-03,-2045548.6734459694,-1970624.546967231,-2592683.4436705057,-2213502.8912251047,-2526763.4819806563,-1888066.94380046
2006-02-04,-2056224.9308358154,-1980291.1968004138,-2604839.3650829433,-2223505.42564394,-2545565.368864958,-1897145.1955510564
2006-02-05,-2076052.2659883876,-1998243.5464906115,-2627414.647706043,-2242081.5609932067,-2580483.1587929497,-1914004.805945023
2006-02-06,-2086728.523378234,-2007910.1963237948,-2639570.5691184807,-2252084.0954120425,-2599285.0456772526,-1923083.05769562
2006-02-07,-2178667.8743514894,-2096068.2581649555,-2754919.2155919354,-2379921.1872753175,-2707898.47765451,-2066416.2636694538
2006-02-08,-2322117.9461922664,-2228114.7252610135,-2922712.5283127134,-2523981.210636953,-2922973.8328380226,-2246332.889939728
2006-02-09,-2334766.093878671,-2252545.478581914,-2942701.118319275,-2539322.657366068,-2941616.6575163044,-2260701.682035461
2006-02-10,-2347414.2415650752,-2276976.2319028145,-2962689.7083258363,-2554664.104095183,-2960259.482194586,-2275070.474131194
2006-02-11,-2363669.3810280003,-2283534.530703172,-2971838.2286179597,-2562661.987538851,-2970935.739584432,-2282989.59642441
2006-02-12,-2393857.4971734323,-2295714.228475265,-2988828.3377319057,-2577515.199648522,-2990763.0747370045,-2297696.5378261004
