Bahraich,02/10/2017,47.5,Red,2050,2150,2100,
Bahraich,03/10/2017,28.5,Red,2025,2100,2075,
Bahraich,04/10/2017,28.5,Red,2000,2150,2075,
Bahraich,05/10/2017,27,Red,1950,2100,2050,
Bahraich,06/10/2017,29.2,Red,1980,2025,2000,
Bahraich,07/10/2017,32.5,Red,1970,2030,2000,
Bahraich,09/10/2017,32.5,Red,1960,2025,2000,
Bahraich,10/10/2017,37,Red,2120,2230,2175,
Bahraich,11/10/2017,41,Red,2150,2210,2175,
Bahraich,12/10/2017,43.5,Red,2125,2210,2175,
Bahraich,13/10/2017,37,Red,2140,2210,2170,
Bahraich,14/10/2017,35,Red,2100,2200,2150,
Bahraich,15/10/2017,34,Red,2100,2200,2150,
Bahraich,16/10/2017,35.5,Red,2100,2200,2150,
Bahraich,17/10/2017,36.2,Red,2100,2200,2150,
Bahraich,18/10/2017,37.5,Red,2000,2050,2030,
Bahraich,19/10/2017,29.5,Red,1950,2050,2000,
Bahraich,20/10/2017,32.5,Red,1950,2050,2000,
Bahraich,21/10/2017,31,Red,1950,2050,2000,
Bahraich,23/10/2017,36,Red,1950,2050,2000,
Bahraich,24/10/2017,34.5,Red,1950,2050,2000,
Bahraich,25/10/2017,31,Red,2200,2250,2225,
Bahraich,26/10/2017,29.5,Red,2500,2600,2550,
Bahraich,27/10/2017,18.5,Red,2500,2600,2550,
Bahraich,28/10/2017,21.5,Red,2570,2650,2620,
Bahraich,30/10/2017,18.5,Red,3200,3300,3250,
Bahraich,31/10/2017,19.5,Red,3200,3300,3250,
