Bahraich,01/12/2016,42.5,Red,950,990,970,
Bahraich,02/12/2016,42,Red,960,1000,980,
Bahraich,03/12/2016,44,Red,960,990,975,
Bahraich,05/12/2016,43,Red,960,1000,980,
Bahraich,06/12/2016,47,Red,965,1010,985,
Bahraich,07/12/2016,38.5,Red,965,1000,980,
Bahraich,08/12/2016,41,Red,950,1000,975,
Bahraich,09/12/2016,45.5,Red,950,990,970,
Bahraich,10/12/2016,31.5,Red,960,1000,980,
Bahraich,12/12/2016,21,Red,965,1000,980,
Bahraich,13/12/2016,39.5,Red,960,995,975,
Bahraich,14/12/2016,41.5,Red,960,995,980,
Bahraich,16/12/2016,39.5,Red,965,1000,980,
Bahraich,17/12/2016,38.5,Red,960,990,975,
Bahraich,19/12/2016,41,Red,940,1000,970,
Bahraich,20/12/2016,42.8,Red,930,990,960,
Bahraich,21/12/2016,44.8,Red,920,980,950,
Bahraich,22/12/2016,45.5,Red,930,960,945,
Bahraich,23/12/2016,52,Red,915,945,930,
Bahraich,24/12/2016,54,Red,910,940,925,
Bahraich,26/12/2016,58,Red,910,960,930,
Bahraich,27/12/2016,55, ,NR,NR,NR,
Bahraich,28/12/2016,56.5,Red,900,940,915,
Bahraich,29/12/2016,63,Red,900,940,920,
Bahraich,30/12/2016,65.5,Red,900,930,915,
Bahraich,31/12/2016,66.2,Red,900,940,920,
