Bahraich,01/08/2015,4.5,Red,2430,2470,2450,
Bahraich,03/08/2015,3.5,Red,2450,2475,2460,
Bahraich,04/08/2015,2.3,Red,2470,2515,2500,
Bahraich,05/08/2015,3.6,Red,2570,2615,2600,
Bahraich,06/08/2015,3.8,Red,2580,2615,2600,
Bahraich,07/08/2015,3.4,Red,2600,2640,2620,
Bahraich,10/08/2015,3.8,Red,2610,2640,2625,
Bahraich,11/08/2015,3.5,Red,2615,2645,2630,
Bahraich,12/08/2015,4,Red,2615,2640,2625,
Bahraich,13/08/2015,3.7,Red,2615,2645,2630,
Bahraich,14/08/2015,3.8,Red,2610,2640,2625,
Bahraich,17/08/2015,3.6,Red,2635,2680,2650,
Bahraich,18/08/2015,3.2,Red,2975,3040,3000,
Bahraich,19/08/2015,3,Red,3780,3830,3800,
Bahraich,20/08/2015,2.7,Red,3975,4030,4000,
Bahraich,21/08/2015,3.1,Red,4580,4625,4600,
Bahraich,22/08/2015,3.5,Red,4780,4820,4800,
Bahraich,24/08/2015,3.6,Red,4780,4820,4800,
Bahraich,25/08/2015,3.8,Red,4785,4820,4800,
Bahraich,26/08/2015,4,Red,4765,4795,4780,
Bahraich,27/08/2015,4.8,Red,4730,4765,4750,
Bahraich,28/08/2015,5,Red,4735,4770,4750,
Bahraich,29/08/2015,7.5,Red,4700,4750,4725,
Bahraich,31/08/2015,6,Red,4710,4745,4730,
