Bahraich,01/03/2016,73, ,NR,NR,NR,
Bahraich,02/03/2016,68, ,NR,NR,NR,
Bahraich,03/03/2016,79,Red,1270,1325,1300,
Bahraich,04/03/2016,80,Red,885,915,900,
Bahraich,05/03/2016,75, ,NR,NR,NR,
Bahraich,07/03/2016,74,Red,900,940,920,
Bahraich,08/03/2016,80,Red,900,930,915,
Bahraich,09/03/2016,78,Red,900,945,920,
Bahraich,10/03/2016,81.5,Red,900,930,915,
Bahraich,11/03/2016,79.5,Red,900,935,920,
Bahraich,12/03/2016,78,Red,910,945,925,
Bahraich,14/03/2016,80,Red,900,940,920,
Bahraich,15/03/2016,78,Red,900,945,925,
Bahraich,16/03/2016,79.5,Red,900,940,920,
Bahraich,17/03/2016,81,Red,900,930,915,
Bahraich,18/03/2016,79,Red,900,940,920,
Bahraich,19/03/2016,81, ,NR,NR,NR,
Bahraich,21/03/2016,78, ,NR,NR,NR,
Bahraich,22/03/2016,79,Red,900,945,920,
Bahraich,25/03/2016,77,Red,910,940,925,
Bahraich,26/03/2016,80,Red,900,930,915,
Bahraich,28/03/2016,77,Red,900,940,920,
Bahraich,29/03/2016,72.5, ,NR,NR,NR,
Bahraich,30/03/2016,78,Red,900,940,920,
Bahraich,31/03/2016,40,Red,900,945,930,
