Bahraich,01/06/2017,71,Red,800,830,810,
Bahraich,03/06/2017,72,Red,800,830,810,
Bahraich,06/06/2017,65,Red,770,830,800,
Bahraich,07/06/2017,65.5,Red,800,825,805,
Bahraich,08/06/2017,63,Red,800,840,810,
Bahraich,09/06/2017,58,Red,800,835,820,
Bahraich,10/06/2017,69,Red,810,850,830,
Bahraich,12/06/2017,67,Red,800,860,810,
Bahraich,13/06/2017,59,Red,770,830,800,
Bahraich,14/06/2017,85,Red,800,830,810,
Bahraich,15/06/2017,76,Red,800,830,815,
Bahraich,16/06/2017,69,Red,800,830,810,
Bahraich,17/06/2017,52,Red,785,815,800,
Bahraich,19/06/2017,66,Red,790,830,810,
Bahraich,20/06/2017,76,Red,800,840,820,
Bahraich,21/06/2017,53.5,Red,800,830,815,
Bahraich,22/06/2017,63,Red,800,825,810,
Bahraich,23/06/2017,33,Red,785,815,800,
Bahraich,24/06/2017,63,Red,800,830,810,
Bahraich,27/06/2017,54,Red,800,820,805,
Bahraich,28/06/2017,63,Red,800,840,810,
Bahraich,29/06/2017,64,Red,800,840,820,
Bahraich,30/06/2017,63,Red,790,825,810,
