Bahraich,01/07/2017,58,Red,785,815,800,
Bahraich,04/07/2017,52,Red,780,815,800,
Bahraich,05/07/2017,50,Red,800,825,810,
Bahraich,06/07/2017,53,Red,785,815,800,
Bahraich,07/07/2017,49,Red,800,825,810,
Bahraich,08/07/2017,47,Red,785,825,800,
Bahraich,10/07/2017,45,Red,800,825,810,
Bahraich,11/07/2017,36,Red,785,815,800,
Bahraich,12/07/2017,42,Red,770,800,785,
Bahraich,13/07/2017,40,Red,770,810,790,
Bahraich,14/07/2017,43,Red,775,815,800,
Bahraich,15/07/2017,41,Red,790,830,810,
Bahraich,17/07/2017,43,Red,785,815,800,
Bahraich,18/07/2017,41,Red,800,825,810,
Bahraich,19/07/2017,47,Red,785,815,800,
Bahraich,20/07/2017,37,Red,790,830,810,
Bahraich,22/07/2017,43,Red,785,815,800,
Bahraich,24/07/2017,51,Red,785,820,810,
Bahraich,25/07/2017,47,Red,785,820,800,
Bahraich,26/07/2017,45,Red,790,825,810,
Bahraich,27/07/2017,0.6, ,NR,NR,NR,
Bahraich,28/07/2017,42,Red,790,830,810,
Bahraich,29/07/2017,42,Red,790,835,810,
Bahraich,31/07/2017,42,Red,790,830,810,
