Bahraich,01/02/2016,56.5,Red,1400,1430,1410,
Bahraich,02/02/2016,53,Red,1400,1435,1415,
Bahraich,03/02/2016,60,Red,1390,1430,1410,
Bahraich,04/02/2016,70,Red,1375,1430,1400,
Bahraich,05/02/2016,65,Red,1400,1435,1410,
Bahraich,06/02/2016,75,Red,1385,1420,1400,
Bahraich,08/02/2016,70,Red,1390,1435,1410,
Bahraich,09/02/2016,76,Red,1385,1425,1400,
Bahraich,10/02/2016,69,Red,1400,1430,1410,
Bahraich,11/02/2016,74,Red,1380,1420,1400,
Bahraich,12/02/2016,72,Red,1400,1430,1410,
Bahraich,13/02/2016,70,Red,1380,1425,1400,
Bahraich,15/02/2016,68,Red,1380,1425,1400,
Bahraich,16/02/2016,62,Red,1390,1430,1410,
Bahraich,17/02/2016,72.5,Red,1380,1425,1400,
Bahraich,18/02/2016,68,Red,1390,1435,1410,
Bahraich,19/02/2016,75, ,NR,NR,NR,
Bahraich,20/02/2016,67.5,Red,1380,1440,1410,
Bahraich,22/02/2016,76,Red,1380,1420,1400,
Bahraich,23/02/2016,72.5,Red,1365,1430,1410,
Bahraich,24/02/2016,67.5,Red,1370,1420,1400,
Bahraich,25/02/2016,58.5,Red,1390,1430,1410,
Bahraich,26/02/2016,67.5,Red,1365,1420,1400,
Bahraich,27/02/2016,59,Red,1385,1425,1410,
Bahraich,29/02/2016,67,Red,1370,1420,1400,
