Bahraich,02/05/2016,50,Red,980,1010,995,
Bahraich,03/05/2016,42,Red,980,1030,1000,
Bahraich,04/05/2016,45,Red,990,1025,1000,
Bahraich,05/05/2016,44,Red,990,1025,1010,
Bahraich,06/05/2016,50,Red,980,1025,1000,
Bahraich,07/05/2016,47.5,Red,990,1030,1010,
Bahraich,09/05/2016,46,Red,1000,1035,1020,
Bahraich,10/05/2016,47.2,Red,990,1030,1010,
Bahraich,11/05/2016,43.5,Red,980,1020,1000,
Bahraich,12/05/2016,42.2,Red,990,1030,1010,
Bahraich,13/05/2016,51.5,Red,990,1020,1000,
Bahraich,14/05/2016,50,Red,990,1030,1010,
Bahraich,16/05/2016,60,Red,990,1025,1000,
Bahraich,17/05/2016,70,Red,990,1030,1000,
Bahraich,18/05/2016,72.5,Red,980,1020,1000,
Bahraich,19/05/2016,74.5,Red,985,1020,1000,
Bahraich,20/05/2016,75,Red,980,1030,1000,
Bahraich,21/05/2016,80,Red,970,1010,990,
Bahraich,23/05/2016,78,Red,980,1010,995,
Bahraich,24/05/2016,79,Red,970,1010,990,
Bahraich,25/05/2016,81.5,Red,970,1000,985,
Bahraich,26/05/2016,85,Red,965,1000,980,
Bahraich,27/05/2016,91,Red,955,990,970,
Bahraich,28/05/2016,100,Red,940,985,960,
Bahraich,30/05/2016,105,Red,935,975,955,
Bahraich,31/05/2016,110,Red,880,920,900,
