01/03/2016,800,Red,1140,1160,1150,
02/03/2016,70,Red,1130,1150,1140,
04/03/2016,8,Red,1135,1155,1145,
07/03/2016,40,Red,1120,1140,1130,
08/03/2016,50,Red,1130,1150,1140,
09/03/2016,60,Red,1125,1145,1135,
10/03/2016,50,Red,1140,1160,1150,
11/03/2016,40,Red,1145,1165,1155,
12/03/2016,40,Red,1140,1160,1150,
14/03/2016,50,Red,1150,1170,1160,
15/03/2016,40,Red,1155,1175,1165,
16/03/2016,70,Red,1140,1160,1150,
17/03/2016,60,Red,1130,1150,1140,
18/03/2016,50,Other,1140,1160,1150,
19/03/2016,40,Red,1135,1155,1145,
21/03/2016,60,Red,1140,1160,1150,
22/03/2016,70,Red,1135,1155,1145,
25/03/2016,150,Red,875,895,885,
26/03/2016,75,Red,1140,1160,1150,
29/03/2016,80,Red,1135,1155,1145,
30/03/2016,75,Red,1130,1150,1140,
