03/10/2016,50,Red,790,810,800,
04/10/2016,40,Red,800,840,820,
05/10/2016,50,Red,840,860,850,
06/10/2016,55,Other,800,860,825,
07/10/2016,110,Red,800,865,840,
08/10/2016,77,Red,815,880,850,
09/10/2016,67,Red,780,850,800,
10/10/2016,90,Red,800,850,835,
12/10/2016,75,Red,780,825,800,
13/10/2016,85,Red,800,850,840,
14/10/2016,75,Red,850,925,890,
15/10/2016,85,Red,875,920,895,
17/10/2016,75,Red,865,895,885,
20/10/2016,110,Red,830,900,850,
21/10/2016,70,Red,870,890,880,
22/10/2016,60,Red,885,910,895,
24/10/2016,74,Red,850,900,880,
25/10/2016,32.5,Red,830,875,850,
26/10/2016,3,Red,845,870,855,
27/10/2016,92,Red,800,880,849,
28/10/2016,60,Red,830,880,850,
