01/06/2016,80,Red,880,900,890,
02/06/2016,70,Red,885,905,895,
03/06/2016,80,Red,880,900,890,
04/06/2016,70,Red,875,895,885,
06/06/2016,85,Red,880,900,890,
07/06/2016,80,Red,875,895,885,
08/06/2016,70,Red,870,890,880,
09/06/2016,80,Red,875,895,885,
10/06/2016,75,Red,870,890,880,
13/06/2016,6.5,Red,880,900,890,
14/06/2016,80,Red,880,900,890,
15/06/2016,75,Red,885,905,895,
16/06/2016,70,Red,900,920,910,
17/06/2016,80,Red,890,910,900,
18/06/2016,70,Red,900,920,910,
20/06/2016,80,Red,890,910,900,
21/06/2016,75,Red,900,920,910,
22/06/2016,80,Red,910,930,920,
23/06/2016,85,Red,915,950,925,
27/06/2016,80,Red,900,930,915,
28/06/2016,70,Red,900,920,910,
29/06/2016,80,Red,900,950,925,
