02/05/2016,850,Red,990,1010,1000,
03/05/2016,1000,Red,965,985,975,
04/05/2016,1050,Red,960,980,970,
05/05/2016,1000,Red,965,985,975,
07/05/2016,100,Red,965,985,975,
09/05/2016,80,Red,960,980,970,
10/05/2016,75,Red,965,985,975,
11/05/2016,70,Red,1590,1610,1600,
12/05/2016,80,Red,975,995,985,
13/05/2016,75,Red,980,1000,990,
16/05/2016,70,Red,975,995,985,
17/05/2016,55,Red,970,990,980,
18/05/2016,65,Red,970,990,980,
19/05/2016,70,Red,975,995,985,
20/05/2016,60,Red,970,990,980,
23/05/2016,65,Red,970,990,980,
24/05/2016,70,Red,975,995,985,
27/05/2016,100,Red,870,890,880,
28/05/2016,90,Red,870,890,880,
30/05/2016,85,Red,875,895,885,
